1p_4c_Truepf	4p_4c_Truepf	2p_2c_Truepf	1p_1c_Truepf	4p_1c_Truepf	4p_4c_Falsepf	1p_2c_Truepf	2p_1c_Truepf	1p_1c_Falsepf
29.839779009888897	29.891936406144332	29.82133520767556	29.864883312629857	29.862573310522915	29.814629450659044	29.825545197037297	29.84733464178145	29.8391614936024
29.845219553057333	29.89988932958674	29.821735068159864	29.86608735965525	29.866821225884504	29.815929681823285	29.827685748262706	29.850670608595983	29.84584394015397
29.846496784864257	29.904924989421968	29.823023706352945	29.884111270799323	29.86852089448578	29.816583917259738	29.830951622604164	29.85129732102106	29.85815422588521
29.849522893513065	29.90630891067854	29.82314612966769	29.88493287497524	29.87068199770658	29.821548955234228	29.83417624531883	29.852412225404567	29.859072954261034
29.87419901901695	29.92443856256847	29.82552288293919	29.88497912017608	29.872288769614958	29.827370991190108	29.834568219713326	29.858482696208174	29.8593127384906
29.87658869913521	29.92668162793521	29.829464178802873	29.888665610402693	29.87884967838605	29.828301762512773	29.835648985456274	29.871246823615024	29.861125739719355
29.87707573101352	29.92769862992119	29.83186083332958	29.8915021260812	29.884462331722528	29.828918702808302	29.837060974358838	29.874349114565746	29.863892558601982
29.87772599948031	29.945723104539105	29.844667755583394	29.8929591322512	29.88601324397597	29.831209724628444	29.838337062176986	29.87782610181629	29.864118168538504
29.87827327789455	29.946259564940387	29.845470299561992	29.900265628741863	29.887239029315424	29.831288519674636	29.840610694248344	29.8790000754666	29.867005070334045
29.878854292865533	29.947160115124465	29.85086669070753	29.901075090639935	29.897518020944545	29.832000868184384	29.844407071545117	29.88016635045496	29.86846108991077
29.88483072518028	29.94782017663059	29.8514811426923	29.909004275621275	29.89860629292789	29.83483747746282	29.852725564496964	29.882319245937225	29.86880146149516
29.88761204290045	29.948376325870683	29.854472999136878	29.911784202986162	29.907027168006	29.83833644348527	29.85558671550546	29.885388649981664	29.877870098695272
29.89039751948541	29.952032748648673	29.856726344753422	29.91558832113353	29.910157489511825	29.840033272181962	29.859042177309433	29.887987357381675	29.87994937117982
29.895580445728854	29.952201787140545	29.861105033198953	29.918283759818365	29.913923310761696	29.842800244176402	29.859210673503977	29.888208051898786	29.889306434089207
29.89589449329583	29.952824312659253	29.866335409540337	29.91855109701586	29.91898998179439	29.84723243291727	29.859691387252717	29.88907147785458	29.892357697449103
29.90249349052307	29.952872273024237	29.872621279961265	29.9235974475068	29.919817305302068	29.850301561063908	29.876876172924753	29.8892965052748	29.89445461150716
29.905314502814576	29.95524330649762	29.87541040388619	29.92393612418521	29.920471919870494	29.852709098365793	29.895946865250938	29.892700414058314	29.89458724742063
29.906886926551575	29.955592251434325	29.875474425243684	29.929201225561883	29.922690476228762	29.8567692019138	29.896473499852476	29.90223809560648	29.89641920154677
29.922369513835612	29.955930327761422	29.885661897501762	29.931927218301176	29.93433540607289	29.856784568660398	29.897289439885046	29.902352614199383	29.905327640320248
29.92291427215573	29.962341391587316	29.89410154757341	29.93449170402753	29.934967653974308	29.862169709937675	29.89792099924496	29.902365284077092	29.909504703454232
29.924046938004814	29.962675593220375	29.89893551100221	29.934549337004423	29.935728617910648	29.87032888445686	29.90436211190503	29.902659012155514	29.910841817509546
29.926644891138018	29.967674182686842	29.89895631378402	29.93656868378718	29.943721717003434	29.872296935843792	29.905172437149762	29.903397304985628	29.91235249854786
29.928077184680255	29.969821999781374	29.900616299132622	29.943981801556596	29.946147110974405	29.872831193424364	29.906749325005713	29.906091280687136	29.913940850214107
29.933813127868053	29.970061253959507	29.903758175014936	29.94626919148577	29.94697488261285	29.880873894037247	29.910624193965027	29.912339312948788	29.91864378248744
29.934627478345256	29.975100399328028	29.91084814307192	29.9544725737947	29.950651603825005	29.888066434854927	29.912155604006767	29.91420894885553	29.920736760515133
29.94104000389187	29.97634354324805	29.911231100846805	29.95611738686423	29.95134079320741	29.888710104303186	29.915409708755334	29.914241807521755	29.923202933518567
29.942812518346486	29.976354336736378	29.913005289472643	29.967156409287384	29.955516032975034	29.89726720287039	29.9155817935859	29.91805889970787	29.924726103477475
29.94643337365676	29.977421066523913	29.917146224649354	29.98381418416201	29.956674277324666	29.90317062937305	29.92184752286791	29.91843695827819	29.9394859139585
29.947490568556553	29.980049422467438	29.918588695877364	29.985090662029606	29.960257158014013	29.90614573423888	29.9219614472366	29.921810804764057	29.946208070131217
29.947643558802394	29.98065009850807	29.91877547603865	29.990501347046713	29.96282878409286	29.907678442731978	29.922848536101927	29.92859768771893	29.950560002156905
29.948334763807647	29.992681202752916	29.920103650898355	29.9907012075111	29.970349053546713	29.90988419773602	29.92395572637814	29.930987433855424	29.95167289447515
29.95147076818561	29.99292846296595	29.925940708419176	29.994470073150204	29.972539191885335	29.910052854012037	29.923994352236384	29.937062533555576	29.95270748251869
29.952584535783778	29.995334451391557	29.929628316684095	29.996127542918476	29.973448452013344	29.911014911355117	29.92434998811919	29.939345839032143	29.9527408331936
29.95433174929855	29.995954079076878	29.929723017589627	29.998234372821077	29.974418050743207	29.914556608025933	29.924563162536977	29.948421627571268	29.9555070905045
29.95550293281243	29.999179315781763	29.936601527908913	30.003668785154417	29.97608767922426	29.91587354748558	29.927669606268093	29.957093025175066	29.958942637615475
29.959044825467878	30.000089728363065	29.937126939681324	30.01453709769226	29.976681899715224	29.917929963929765	29.928922633334025	29.96527302661951	29.961899022525223
29.961818594251234	30.00052987062104	29.938064254976616	30.016540066920086	29.976984164629506	29.928318583353587	29.932106686910085	29.97209342649106	29.964639655347224
29.96240817537704	30.0049271776061	29.938124479111806	30.025021378100575	29.977666607103853	29.928475213820697	29.932514825937044	29.98122999745947	29.96839578562624
29.96310660727142	30.005051198824876	29.94523526466856	30.03258265260863	29.99018770417452	29.929443903026097	29.93297854512802	29.98592745058576	29.96846841963586
29.96845648694701	30.005576465926097	29.951193250370654	30.037206437338956	29.99060468286839	29.92998493214936	29.93795590510491	29.98651198351395	29.971506326524874
29.97799309013947	30.00824826753466	29.952032748648676	30.040318448055984	29.998060179315445	29.93299454654207	29.939853713293978	29.98697810412192	29.97759513945804
29.979515602282458	30.009960515973255	29.953748544053745	30.04036569401177	29.99888260850574	29.935035172002454	29.947974973777452	29.987474803099637	29.97892503768051
29.981375278098632	30.017216415266	29.95676525731839	30.04047884652205	30.00011180800835	29.936442278491057	29.95092546133504	29.989634144439496	29.97961706892112
29.984997102282126	30.017446295189487	29.957217301834255	30.046573223138054	30.00192688591956	29.942057414610048	29.951546568051725	29.99189938039493	29.98370783533475
29.98793534357482	30.017480050089276	29.969070275061704	30.047246244722118	30.00689208679956	29.94779131689356	29.953450461626367	29.991930372197075	29.984261275972244
29.990423285907507	30.0198307697723	29.976697899104984	30.052312564561987	30.007243989519843	29.949049553168944	29.954729852275115	29.994553773171855	29.98587593432591
29.991044294024327	30.0254601622498	29.977660252517094	30.05504139341368	30.0090541482965	29.95368864499712	29.9587182389234	29.99492793820162	29.988449636134163
29.992513080309813	30.026621398024147	29.979438769520236	30.0553287650864	30.009972497449624	29.958408378976525	29.960661772191507	29.997853436096037	29.99463899826827
29.99660800814796	30.02835805267049	29.983355316948117	30.05890478725796	30.01576540391191	29.95913392604126	29.9638259506261	29.999283246092126	29.998131144244685
30.00467882889581	30.034219172741288	29.99257917068632	30.059152780413104	30.021828459271276	29.96301413266642	29.964587091141816	30.005834497789778	30.00249443926796
30.005283153068387	30.03450379661036	29.994914336407025	30.06046759991464	30.02276751799515	29.965355832699416	29.964727401922133	30.00910460043528	30.004358219521922
30.00650143106211	30.034774379812816	29.99595839335335	30.061113066284374	30.02418200789908	29.969807115312587	29.97063263723436	30.009903600721962	30.00805377381777
30.009575321081048	30.03496862874854	30.000746746195816	30.06337481962958	30.024439746555583	29.973024623886648	29.975573657859947	30.011094178024408	30.012126800312064
30.010446623507114	30.038672535895177	30.00272719060054	30.06344592692513	30.026650544221592	29.974566745189136	29.979196622526647	30.014518664251867	30.020590328913165
30.01965107925148	30.043127689434705	30.007154060739396	30.06449427661254	30.027460004337172	29.976363368260476	29.98158479964067	30.021865964161712	30.022182672799033
30.025497188806565	30.045337632692885	30.007839687710476	30.067434231559922	30.027475757492798	29.979359049092203	29.989153950356815	30.02738147416227	30.023235787299555
30.03040107389272	30.04678031998221	30.009170280998028	30.06864429007529	30.033125077540173	29.981862553111394	29.99037776319928	30.028629294739517	30.03051644355046
30.032589133988022	30.047964120429388	30.00940157003416	30.071342150026826	30.035552038905536	29.982510434767775	29.993443158446347	30.028671501494543	30.031366694605037
30.03708150033894	30.051313926723772	30.01419883972308	30.071901142792655	30.040297827282323	29.984265188491246	29.99543740041512	30.029216140604625	30.032723474301918
30.03762191078664	30.053211219649075	30.016790907880807	30.0721414468226	30.040772966817553	29.988999638503486	29.997136524032346	30.029418431177316	30.03728492872428
30.040767955869846	30.05436918209551	30.027355060152008	30.077159857574685	30.041755737231103	29.99171576739422	30.000550742409363	30.035229249397243	30.04027370598414
30.04211559567007	30.05490412055378	30.029936997715016	30.079109515800617	30.042532061673526	29.99213355737091	30.00058987281583	30.036371018479954	30.04340692439732
30.043267478351904	30.05510826809527	30.032723474301925	30.084249397499075	30.047297903608722	29.997130825118134	30.00188940307167	30.038949965096627	30.048713423536658
30.04446331758259	30.060780293453163	30.033117916898256	30.091600355624667	30.04908309862688	29.999035268968292	30.004225161929494	30.043646454639674	30.049214267120362
30.05061713760526	30.066388306002022	30.033353197070277	30.09336280737868	30.05453565669738	29.99982873223759	30.004308891777654	30.05060063643109	30.05328188261139
30.059067184864176	30.07275126646567	30.03461788019416	30.09643717643745	30.057704690701716	30.00022609267878	30.004310687481976	30.050607680599608	30.053703626999695
30.06207547290718	30.074120843394304	30.03574453490128	30.10485529978306	30.063850277961723	30.00055171015181	30.00959307452873	30.056391819123583	30.05503022828865
30.0636115420159	30.075607262525637	30.036058938146102	30.104990998956534	30.064954557490424	30.000758223305965	30.0101315106085	30.05795674824609	30.057602751019484
30.068233035232186	30.076302607681182	30.036351943350326	30.110396533493745	30.069248716143203	30.00542583053069	30.01330029842019	30.059527392848477	30.05791959341161
30.070389537539114	30.07770467895437	30.038042250365038	30.114641852998673	30.071134509657394	30.005596510388624	30.01474011963567	30.05972343717701	30.060217499330953
30.07079270271371	30.077984530191266	30.038793223089968	30.117384710763076	30.07472422797401	30.007287029139018	30.0244920830687	30.06095165559321	30.067113398678146
30.074455804456804	30.084248895320606	30.0401040767479	30.11812569475434	30.075045391425647	30.009100839555042	30.026459160756325	30.06262548579482	30.069549443746965
30.078138114559867	30.089949197355594	30.04154436288886	30.121155335498383	30.07522156113828	30.010769197877256	30.028818986742348	30.064068565408274	30.073193304045237
30.08036436787526	30.090876574807286	30.042824669652873	30.122150744937507	30.078195396578927	30.011112198128195	30.030289542663507	30.065041781022725	30.073257271514407
30.08111041994571	30.09177140877336	30.04337972585106	30.122405292999975	30.080904712055077	30.012210008952273	30.03227345430364	30.065540797689707	30.07474463832751
30.081458388597355	30.094054466917918	30.046787517928678	30.1243761490337	30.08231061128846	30.01751710344454	30.0327030374091	30.066707193505756	30.075336228638694
30.08350598904251	30.09552918513536	30.048505357896115	30.12439574637058	30.084767345956248	30.017569935498518	30.033117916898256	30.06811133842904	30.075401021725483
30.0845856359507	30.103825417406956	30.04899835712372	30.125558735646905	30.085277905169274	30.01838211790578	30.0371115250039	30.069155061378545	30.075694409397485
30.086187321379757	30.103918075729595	30.049504970142177	30.128743217981068	30.089250727857454	30.021050103581814	30.03926666209755	30.07041284296021	30.08102300742456
30.090195159755268	30.104670583780965	30.05308508857617	30.133385135855217	30.095710359040197	30.022627708965196	30.040557590191856	30.071299320626007	30.081074650792573
30.090325984373287	30.106666815342987	30.061368063727794	30.134588546609155	30.096663889450795	30.030804552004987	30.040926363227605	30.074128973730836	30.081625934217897
30.09064095662954	30.108699438999746	30.06541253916456	30.13510245614328	30.09804019469044	30.03398138460301	30.043280873717574	30.074349748547633	30.08613528362223
30.090988136346112	30.109422322791534	30.066126947909314	30.13672150349472	30.101580741949824	30.03472410104574	30.0433895935599	30.077728802963776	30.087061761672885
30.09353001558657	30.111695215728773	30.06701852212608	30.136942067904425	30.106171571440562	30.036816701397058	30.049666123418998	30.07791593151064	30.087987941284272
30.096566720349504	30.112624381689386	30.06755513711055	30.140633501693216	30.106219040140445	30.03812950145287	30.05240861600912	30.078463367248464	30.090541939816788
30.10017085844664	30.120470740209033	30.07021212322446	30.142571133416666	30.106328346195305	30.03928732833101	30.052638564290934	30.079498395287914	30.09670006077286
30.100985059139816	30.122601682896757	30.07104813975546	30.142934408979322	30.10767848639733	30.042741130802824	30.053952586230146	30.08160653181443	30.097336232514596
30.101385378214708	30.123377273208327	30.073066768055483	30.144166043946345	30.108010678723748	30.048230616152217	30.055107230790945	30.08195490417169	30.0996877040686
30.102580876296777	30.124209335161105	30.074163571808278	30.144676767526917	30.108791800044937	30.0491681612184	30.057052971898816	30.08259895136707	30.099855059777596
30.10483796431231	30.124804206908763	30.07907041506777	30.14606521652628	30.109580410731276	30.050081791213394	30.060003304894224	30.084582519729	30.106143822593424
30.105666619314494	30.12581138902605	30.08054795403804	30.148514290040232	30.112322753775544	30.053588345392296	30.06382888793948	30.08580214252925	30.108046840033982
30.105766504932316	30.12918411741704	30.08135034163113	30.157135804941102	30.11312512289454	30.058164031009994	30.064690801910032	30.086334279503475	30.109012823407976
30.10601707493398	30.131733079928658	30.088772897685747	30.157800557106853	30.114483538450173	30.058840804961093	30.06481332953066	30.09110480570272	30.10959376996682
30.11086008928313	30.137428851469725	30.096909412902065	30.15830190216477	30.11472473066864	30.06060650176265	30.066317332960917	30.092352756424265	30.10991714566855
30.111963312368655	30.138159513695758	30.097670443606717	30.15980088633863	30.11603497118579	30.061724800551314	30.06985851389425	30.09308513555495	30.114422016397825
30.112232811985827	30.139999305791257	30.099804988482443	30.173148941014418	30.116256232501712	30.062264019238107	30.07771494921169	30.095515050915406	30.115436663788547
30.113071966808146	30.143317508485655	30.102799141992634	30.174205089050098	30.11688242099512	30.063277017742685	30.078905915459323	30.097931913137195	30.11611502791543
30.11561720156972	30.14531660280006	30.10357119927382	30.174503103964444	30.118118229789626	30.068260661261462	30.07911325901489	30.098411182913097	30.116403634603362
30.116655653696434	30.15413205510003	30.10576457118564	30.175186091582482	30.118145258940288	30.072566768325082	30.084195192263984	30.09929971699303	30.117090663163406
30.120367870126472	30.154827933162277	30.106236418966915	30.178464406899256	30.12103496278695	30.072860816783816	30.08523568808446	30.10200420952095	30.11885408847212
30.121276645860544	30.15549993905649	30.109259877554837	30.178856193632342	30.122353691891455	30.073455692755307	30.085439722145512	30.10361849785769	30.11965566746298
30.123434702343566	30.160740573580135	30.109552051787468	30.183578126476686	30.12279176722395	30.0735537605547	30.086622839358817	30.103709508440048	30.12337788485323
30.125656131416385	30.162609586062594	30.110813257505757	30.184419688236048	30.12346104371565	30.078379573492413	30.08983829901478	30.10736337782047	30.12520386191184
30.12986722803257	30.16638067638019	30.111456288428354	30.18459866842703	30.130167646366072	30.086615223495055	30.091422767374596	30.10824933415796	30.126003165532104
30.132092514047592	30.16715098177476	30.111551265709657	30.185017514159316	30.132430737975938	30.087359546439924	30.09156301590796	30.109183907728845	30.12930409684091
30.13305499184258	30.17039401987512	30.112002662319853	30.185879942998618	30.134056319634798	30.08860827551276	30.09342976781055	30.114458000709565	30.134720876212214
30.135261267415242	30.17146891657778	30.112585989991185	30.188657161849694	30.134835883687558	30.089555483648095	30.097171469270883	30.119252592510204	30.136179799708206
30.142949631488257	30.172360567068708	30.113013854914655	30.200047065650686	30.13610874332163	30.09765203274361	30.101236256706457	30.12340546602624	30.13700646684328
30.14463521620653	30.17322712362425	30.116621319748578	30.206386338025673	30.136272662844966	30.098995219274556	30.101877157248747	30.125418634098004	30.13811761628885
30.146213201085246	30.174315618504018	30.11732953403194	30.208723768827156	30.136552230498722	30.101292782775545	30.1021422647104	30.12930717525631	30.139947836626195
30.148681943476323	30.17438494649425	30.117949814843804	30.209390288761025	30.137038249067384	30.102033889382582	30.102950310430156	30.13045695165331	30.14721116329321
30.15064859910717	30.18167568409475	30.11870250642181	30.21375286200862	30.1373710133657	30.102244018484985	30.105980189138855	30.13094066797079	30.154566998507967
30.150829603670672	30.18211424843503	30.12078911601737	30.21520963237095	30.137766838206986	30.10413797635658	30.10601707493398	30.139520537912993	30.154941294987943
30.151264353148534	30.182119024537425	30.123254089389828	30.215830328989718	30.14035068844541	30.110595059874043	30.109489388164153	30.140344965358864	30.158245449772267
30.162307262228197	30.18386453450082	30.12615165584642	30.21660015161664	30.140525775436586	30.115931129069015	30.111472082708744	30.140849138214953	30.161156027527802
30.165396044496603	30.184920185735038	30.12807746476171	30.22294250730408	30.140920393593863	30.118038475704996	30.112269684847202	30.143955329367813	30.162757422740086
30.16744681764756	30.18726475234118	30.128157245423928	30.2231393535701	30.141992234623203	30.119500390886337	30.11504976315248	30.14402662032371	30.166259123676504
30.169237533680075	30.195031871505297	30.134121368692462	30.22474048528628	30.143648277837464	30.120451731105636	30.115096942998598	30.146070583442732	30.167978215456248
30.175824951934267	30.199715856281404	30.136316309407263	30.225167899114595	30.144354936553842	30.121881172685267	30.11545179566878	30.14942471974618	30.174995433954255
30.181673402415505	30.20047541990408	30.136826919054126	30.226028945793253	30.14808645480311	30.124114817423518	30.11586145992623	30.15046660170139	30.18156662447341
30.18252339678672	30.201391525673625	30.141978066217273	30.232346863570463	30.149666041673655	30.12909888919445	30.11794623440064	30.151258983764095	30.18354535749678
30.183247175964954	30.203593182362006	30.142908855223276	30.23459176670185	30.150841278021765	30.129118846111062	30.1212206392823	30.153165435114268	30.18383274228993
30.18399268547734	30.20881278405978	30.143704403059978	30.235158083159185	30.151041116831546	30.130333610358978	30.12125748156921	30.15803233638296	30.18384310504719
30.18799698938961	30.209357899129436	30.144528577465465	30.23618831836832	30.152259241511615	30.132770694332944	30.122028022925267	30.160380515828518	30.1876349109122
30.188344736197685	30.209815045384246	30.14557718671906	30.239190611718627	30.15322082544931	30.133310065250623	30.123900214064196	30.160457450974278	30.188383422607842
30.19426242147934	30.21265327455327	30.149169782836267	30.239406205905297	30.156315296199423	30.134856366068597	30.124563150196053	30.160790253552914	30.189049941267378
30.19608097102368	30.21811990123644	30.151385540987974	30.241193561360642	30.15656550507858	30.141112828133096	30.127860546111123	30.161013440098337	30.198614727466925
30.196192215479257	30.21817294215372	30.1517966574119	30.241573237582596	30.157656527414662	30.143249794653496	30.130489267033617	30.16238492238524	30.203960954185753
30.196281765330237	30.22147025771073	30.155454667960566	30.24222746417954	30.15793273069629	30.144528577465465	30.13091317016416	30.16254112535016	30.204685178155184
30.198381312627266	30.223311605043712	30.155467703950794	30.245605289139167	30.158641572817015	30.148355302815794	30.135171776724622	30.162669249220354	30.20582509462276
30.199105706013846	30.223926173797775	30.156934543376295	30.249787213188924	30.15866694678659	30.149853451991582	30.139132652915315	30.164542744226488	30.20658353783577
30.199928786790075	30.224294074972228	30.157731694669614	30.25384391535283	30.15915320857833	30.151143559415228	30.142074848240956	30.165921426186706	30.207799232186865
30.203201342226336	30.22444816667082	30.157943003321463	30.256453255338403	30.160260855978887	30.151658915643996	30.142217292243267	30.166009925142212	30.209914863526173
30.20448653211878	30.224620253396683	30.158580563242293	30.256684090204367	30.16035112877951	30.15298957664499	30.144985560203185	30.166772833105483	30.21414692757278
30.207088922342926	30.225787083976513	30.15867760556876	30.258302375969503	30.16244266144027	30.153351548052072	30.14539747284866	30.167014197493845	30.215007062237483
30.209194140106366	30.226884089298483	30.16045859797507	30.2615535584134	30.164849746632083	30.15364206918156	30.14601240178545	30.16731977970088	30.216336893660753
30.209373719947063	30.230757085106177	30.160460905312164	30.26198597137735	30.16651283455847	30.154359333863177	30.147109856794312	30.1673255236724	30.218310371339676
30.21066141560692	30.230911140970044	30.16098017304898	30.26206159291066	30.17326094575742	30.15639988237719	30.149534490471126	30.167624327387028	30.219856179377395
30.215415094041862	30.234113493909213	30.161066660447897	30.262822283548097	30.173367375599973	30.158119710526	30.15432515533456	30.170174184607703	30.22073843514892
30.215695239537567	30.236757518683014	30.161629067129812	30.26307214935748	30.17414175353515	30.160840163141266	30.156432482745796	30.171951641170658	30.22156258590665
30.21746878373007	30.23739010134547	30.1641113223047	30.266416044701145	30.174938736917326	30.161894304379167	30.15948587856137	30.173167807345546	30.230240184603073
30.217483255553077	30.238238754815008	30.164501585739224	30.267853500999056	30.175087650140373	30.162392190409953	30.16091120107282	30.17840341824231	30.23200168595924
30.218909225788195	30.242551939718506	30.170823999053187	30.26786370991816	30.175728215980367	30.166980757384415	30.16286753252299	30.180025817221782	30.23490948504442
30.219090144171275	30.243530888578313	30.171668502546606	30.272495793574098	30.176052645048426	30.17060135680981	30.16688988557511	30.180760903882742	30.237831531043714
30.21917797382488	30.24439470639663	30.175156114945896	30.273818068906202	30.176154186212504	30.171435779799104	30.168459214572586	30.186579689682347	30.23789443305431
30.21952973903725	30.244526498264715	30.178113462939756	30.274671575872155	30.176700846251258	30.171719852874297	30.16939149837075	30.191110902897265	30.242358712515543
