annealing_375_shai	greedyhill_253_en	annealing_375_en	greedyhill_253_shai	steepesthill_465_en	steepesthill_465_shai	genetic_132_shai	genetic_132_en
28.161456293171327	29.5645551822034	29.664079339408985	28.05020530301337	29.648359147943353	28.127456137742	28.046330976517517	29.549906448484222
28.163810312674013	29.564560372623184	29.680582978508752	28.05054386607748	29.659027416796825	28.12881984339147	28.05247922355207	29.55934226109764
28.17996549276986	29.564892744915305	29.722820360256684	28.054523385263458	29.661178322550942	28.13405405905779	28.057291215892462	29.56399051282708
28.181302432181724	29.565348978637154	29.765457629129706	28.05715088874436	29.664102023480808	28.135307405205445	28.058001460658726	29.567955959371655
28.1815341041513	29.579459248459404	29.766767515811402	28.06097545463405	29.66426564758157	28.143058703916612	28.061612749339588	29.568573952073585
28.1921415988395	29.584308138710583	29.76848502462158	28.061612749339588	29.671305015403703	28.14907674338625	28.06331320325068	29.584639240678186
28.194063740925113	29.607236796165132	29.783793618152053	28.06331320325068	29.679454198445704	28.15174866608892	28.065115584267694	29.585428954649213
28.224810752330768	29.607835333633865	29.788169536818852	28.069395376607915	29.68127649078191	28.152796489031854	28.067920695817044	29.590666109281297
28.228710805152215	29.60855429973632	29.793062113591677	28.079847402427912	29.69142964339359	28.15365175206401	28.07262942938521	29.59471204555904
28.237758182833495	29.608681534963715	29.797035367113377	28.080604362435153	29.694060354733004	28.160683802897573	28.072712295848905	29.60045353726068
28.240482734852826	29.61547118870374	29.799173989523897	28.08543985612196	29.702553547198992	28.163851695117053	28.075158454277837	29.605656868271645
28.243105612224706	29.620408614608085	29.804407510411025	28.09278438084739	29.708923141732072	28.16644111154823	28.08451179646097	29.60894989457764
28.257134253444114	29.620883438062496	29.80628668429872	28.09417220529247	29.711902599711514	28.1747062931339	28.095794070208207	29.613093570496687
28.259263636101032	29.623984846287744	29.809100215190224	28.096673177015397	29.715577985425263	28.181867968113657	28.098174288693137	29.630822114687295
28.275743261171478	29.62583655817264	29.82693208815305	28.096963677734536	29.717044016335628	28.197769042422784	28.101847600616424	29.63557017974491
28.27689548851239	29.630822114687295	29.827162132814507	28.09776055322434	29.72982949095968	28.212484199383866	28.1044344296062	29.641674113464866
28.287842471535047	29.63393524616881	29.829169743236886	28.100817718734525	29.733519544533664	28.214241689125867	28.10890934291671	29.64295914943964
28.293458232914226	29.642585053246723	29.83380713423554	28.10367884921791	29.73440249466244	28.221132187307706	28.111900525629025	29.64590667215336
28.30265963302893	29.64741962156312	29.837077688090943	28.10540437184126	29.748705409305817	28.222980476686686	28.112700968782057	29.64648494108774
28.30360998000736	29.6578824807446	29.842150331054032	28.105597370241533	29.75468144239755	28.228657590772897	28.118509570270664	29.64918846655308
28.304236812347764	29.678998954431066	29.84812534594794	28.107062423763562	29.755700694614916	28.229148415267744	28.124764235193933	29.650812729758858
28.30471999930124	29.680246727975526	29.856783132176382	28.11575870310947	29.75772788412609	28.234871302915927	28.132702294139733	29.651290199234605
28.318568904316976	29.680658199690427	29.868844181203112	28.11784965967424	29.758912201665183	28.234871302915927	28.138849895828077	29.656350782178716
28.324710104575182	29.68290116079068	29.869853795067776	28.117880052948415	29.761192360199534	28.236380612233155	28.153003436506168	29.6578652296955
28.32750217652572	29.68292568999445	29.87208129329173	28.11813195010144	29.76288993376545	28.247030597636375	28.1553710849808	29.6617409332772
28.344387779776092	29.689749684451073	29.87564812933329	28.135825547524163	29.770757611191286	28.2486134878147	28.15661758829587	29.663896337080978
28.352207296299806	29.69348348877932	29.87727575258594	28.136739420278385	29.77156170176811	28.26019850373123	28.160895081488135	29.669992849962668
28.352344407581448	29.695959953560084	29.881684101640722	28.1391890003055	29.775608488099092	28.26176329916426	28.164177690965296	29.67320198689154
28.358026216158258	29.701888030058406	29.89355654743537	28.14027243891113	29.776058539411487	28.263939883499823	28.166599662175102	29.678998954431066
28.371624922331264	29.703583561071643	29.896164003193878	28.14825671429492	29.7784763412882	28.266513286852813	28.167131104674624	29.6815817760615
28.373031435983247	29.708570468071635	29.89706931382893	28.15461044077091	29.77878673151746	28.26698097475198	28.168954519932253	29.68364836609393
28.383610428477045	29.713379880804183	29.898704228876937	28.155777835526784	29.779050720949044	28.268610526858453	28.169178120391805	29.683912905222286
28.38417823869593	29.713731104871645	29.90149665302878	28.157789200047528	29.78743791747479	28.273876828353963	28.17220386684139	29.689656326132663
28.384396550526112	29.715806819118168	29.90158814260813	28.169406247173587	29.794188079363863	28.27478932819656	28.17269813130291	29.69244034410285
28.39481546746645	29.71594129833396	29.90483602742046	28.17158063636953	29.797113305515673	28.275991252978844	28.17496913628443	29.695959953560077
28.397411954236965	29.718121693320775	29.905440816078727	28.172158082492587	29.80065034701049	28.277671160571156	28.177123222433593	29.698452447998104
28.399093032911352	29.72043411171155	29.91720993228979	28.172669824716017	29.80501107248655	28.280072154033725	28.177127162504046	29.69856771722428
28.404622427236724	29.72436465316497	29.92416278907472	28.17337797483832	29.806552980111707	28.282152173933017	28.177415453237835	29.702725053254465
28.405063041028345	29.724732685879175	29.92580193073776	28.175412530026186	29.814629154617506	28.286172154936338	28.178266372168217	29.703011243625703
28.40544772474596	29.728798987558676	29.93163911364658	28.177123222433593	29.81489069136314	28.29210593093017	28.180320601135765	29.706365487828286
28.4055632844919	29.728843328763762	29.937771932836377	28.17923231134358	29.81498336234486	28.29467550962829	28.183927754348066	29.708944664679223
28.40751430777175	29.73064815761767	29.939083937530558	28.182497149831367	29.826188914359786	28.295590073321343	28.184290287942243	29.713239073967046
28.41188875596835	29.731700859998075	29.950991259882354	28.185910848697056	29.82705442764415	28.300449668277246	28.18788395900428	29.716552953129632
28.41668444029667	29.74159871991415	29.953841900676952	28.186916212085194	29.827209377096523	28.30188397467072	28.196478614182183	29.716603938634627
28.417630403046182	29.7458008078492	29.964011584792104	28.18822584698456	29.82825825486146	28.302436185289054	28.198321834793887	29.717073221722693
28.418152610460947	29.746944885291676	29.978376945993023	28.188384368907343	29.82917532917435	28.303347800136905	28.209775648131636	29.727569301652192
28.42566153038736	29.747687535869115	29.980230875017867	28.18930731708949	29.830341895722245	28.30497902064849	28.211381490695985	29.729771156366642
28.434747249718516	29.7481146771286	29.98145871175718	28.19197931026458	29.832012707340898	28.30627041839384	28.218415228748466	29.733070893052247
28.43685644608953	29.749063168684074	29.983530590919475	28.19465864612729	29.834087520848115	28.308520005763057	28.225968341363476	29.73454271844195
28.43784052749496	29.751697216426418	29.983908941015617	28.195886512850553	29.839062351283488	28.316941273319163	28.226936304071508	29.73703944756037
28.43799712669484	29.751777352666902	29.988231859370337	28.196478614182176	29.842385996660653	28.317289823227703	28.22994343305489	29.740569708377844
28.441758513735465	29.756798221874373	29.988997780267344	28.197618721506082	29.843827200061433	28.318266591444516	28.23007039764131	29.74159871991415
28.442978237554243	29.75791329217169	29.990704603968357	28.20000409927204	29.84488001358835	28.320484340344947	28.23586865117672	29.746279382020877
28.44764961652392	29.75833303018953	30.000374681656833	28.200119568460813	29.845107607629437	28.32267978474877	28.247340188952982	29.74957773873766
28.448549587630072	29.75855464225608	30.005799630573243	28.205066678424522	29.8527090983658	28.32943807635439	28.24843430921324	29.75116829392347
28.450115454586307	29.759375992201008	30.006123757389776	28.206222147074456	29.853156606837516	28.333185130213725	28.25475771447863	29.75428779115189
28.450612979849797	29.760016744735186	30.008677471406205	28.207897371329715	29.853426263039598	28.3341456799934	28.257517618984863	29.756224270033794
28.457405219935122	29.772328276500456	30.011909341685683	28.2092975466284	29.856146699106098	28.33473167416335	28.260198503731225	29.757876489705016
28.469901819702642	29.775600147425457	30.012397831730134	28.21073606515409	29.856773542851926	28.33654375292474	28.261441594093558	29.761506923346023
28.472683141659967	29.77769580629247	30.020239131211294	28.211132917152	29.86095051800276	28.341127550795658	28.268360058160773	29.762910289651646
28.473014983494334	29.781894149153292	30.020605869899846	28.212275014836685	29.86333634872711	28.345381850265973	28.27083716034043	29.767503106990453
28.474966318972438	29.782531007650615	30.020966743053346	28.215054634010404	29.867869682374906	28.34632157495468	28.274537331448776	29.769356400244526
28.47744607684119	29.782684743610766	30.04483071621219	28.2161251297628	29.867981048756942	28.357651552733863	28.274568935821357	29.77364000251896
28.479708356364192	29.784231014290626	30.04600837105257	28.21797735844302	29.880388844501546	28.35783362353984	28.274949058354423	29.77654923423855
28.481805161773394	29.78602496532706	30.051449724416216	28.219298618720327	29.88298937376569	28.359626999867853	28.274951781245232	29.776952236040355
28.48797932232541	29.79209571942572	30.05251108689601	28.220217875214722	29.88741131705725	28.362101603994056	28.276467705687296	29.779701073740352
28.492389983688668	29.792412090612952	30.062690608810975	28.22155734313822	29.88742797953567	28.366239005387314	28.28094471934589	29.780995332124732
28.492807026121046	29.792449691015673	30.08090019416982	28.223679716328792	29.895035501701248	28.367443882289	28.2810412851882	29.783941336454852
28.496391105209597	29.795237386240117	30.08684598221268	28.224075949252185	29.905327640320255	28.369214640565488	28.282559562833793	29.78643998007135
28.507804119698108	29.796096295067283	30.090756123293815	28.224407355980336	29.905444481474962	28.36981025170756	28.282705532050258	29.78812093690368
28.526310356959314	29.79737339737638	30.095976865203678	28.227937018869234	29.916152957853527	28.370675769471003	28.283365670717107	29.788393729622577
28.533586811214757	29.802076931081242	30.096563288323797	28.22886887975131	29.92082145505312	28.371851720374334	28.285005529229725	29.78847027241222
28.53544521587126	29.809839544117533	30.09724669442529	28.22917972542681	29.92201596057725	28.372153707546357	28.285204687786113	29.7974062843781
28.537076212746737	29.810952571817065	30.104460572356967	28.229491537175303	29.928077184680262	28.372192024310387	28.291850323999665	29.803757083343996
28.54068136463722	29.813390762996693	30.10580955102247	28.229508513048433	29.92863512029264	28.373056523947138	28.292835710951486	29.803757083343996
28.541119251426384	29.814595439757007	30.108497010833158	28.231335422027918	29.931483312222287	28.374362006576032	28.293515967978788	29.8086900514121
28.548320498784477	29.814884014100574	30.110679413606142	28.234614829503208	29.93357882488581	28.37560297578508	28.294209547935854	29.809366225435696
28.548468985684316	29.820220814082933	30.114185071308302	28.235758296169646	29.935877822682034	28.379927604162486	28.2978087420731	29.814276458823997
28.54857251385201	29.82147156355647	30.114748870351136	28.23615059801847	29.93695568425824	28.38253994316231	28.297896335891746	29.818822913525317
28.563733164764646	29.821687236230918	30.11978170686919	28.237087021964967	29.944156721610753	28.38657600416956	28.29802178029819	29.819259231355886
28.567657284008465	29.82511326623153	30.120739760892178	28.238186397535983	29.944738644204072	28.3871922454178	28.300842241755944	29.82032191110386
28.5691463440882	29.82533848619947	30.122462495070117	28.243656732233003	29.948137795940845	28.38875413539907	28.302619562770502	29.825941722825284
28.57295284933138	29.826231151502967	30.128766439060144	28.244196543867567	29.95155457692454	28.389605139913385	28.303502624120146	29.830865787669545
28.577345243016875	29.82793811294931	30.137905214016072	28.244678050602204	29.95361910865511	28.389619901077936	28.306077617052985	29.834773397997772
28.579978034806775	29.828330898428003	30.141551300450445	28.24586350502057	29.9564214279027	28.389642905699564	28.30624593395831	29.83657102432533
28.585052407609638	29.829602384617637	30.142871021512057	28.247030597636375	29.957509396018104	28.39331493955958	28.306798046909407	29.838679701236266
28.58587143884788	29.829644803728648	30.147376907927395	28.247185155806	29.957820778354037	28.395898648894978	28.307720283533442	29.84178127303386
28.58830331536432	29.830783138975136	30.14782642145427	28.248362988499473	29.96143000873761	28.39864191837341	28.309936831977247	29.84387284696104
28.59023709974633	29.83181662463805	30.15330265359715	28.25028738773534	29.962466613049884	28.400599030633124	28.31055164670512	29.843909957820557
28.59123755002471	29.832113689694957	30.158534415797348	28.25032902324014	29.968921850718274	28.40320067255867	28.31185165272729	29.845086838521752
28.591799893951922	29.832165830523824	30.16129938898645	28.25169671884607	29.97034508847151	28.404240176858412	28.31642431998761	29.849201582284323
28.592791712972947	29.83664926175072	30.16575486932312	28.253323226399875	29.973490492871793	28.4045668982528	28.31764114163048	29.849341015829932
28.595333280149717	29.839626702601112	30.171356179164473	28.25352842176276	29.980709608364087	28.405686387615734	28.320190743263304	29.851601617230077
28.605613894222067	29.839740080302146	30.17254793504123	28.25388735137761	29.981752947214318	28.405813626524377	28.32137649592625	29.852341413867734
28.607667904728	29.841075170951115	30.173561869544955	28.25595985688031	29.98197788434416	28.406082829436375	28.323164052487925	29.853056466053832
28.61214959536245	29.84264951870656	30.174954655260912	28.2564647459466	29.982069085727346	28.406297264890018	28.323448611265572	29.854056227384667
28.61464502236418	29.843348432436496	30.178515263447252	28.257409769126735	29.991902066722652	28.4069644373435	28.323583568625775	29.854111805187802
28.61994443301561	29.843523556395212	30.179594879063846	28.263435763287134	29.993110263891797	28.41285018876105	28.324137651109268	29.855584210810363
28.622985372138984	29.845074639193065	30.188103933399717	28.26475317221738	29.994505239629106	28.41367484071926	28.324717174816666	29.855598366850316
28.633740219968658	29.845902620572854	30.193931534050826	28.265052025544133	29.995500529912366	28.414552403678787	28.325063031954773	29.856784568660398
28.635402232306678	29.848343840530568	30.201990079871667	28.26846201959246	29.999415451143605	28.424312472118302	28.327771523463312	29.86091571557529
28.638517244444653	29.849295868021535	30.20706862398922	28.273702434333174	29.999910582003473	28.424430462873538	28.329110012911705	29.862066401651532
28.64070370661349	29.851979340491447	30.209188827087413	28.27538301649004	30.001510224910955	28.427853784037623	28.32912551023748	29.866224367727305
28.643083751090987	29.852471089956296	30.211359944846368	28.275766055680844	30.006684958445216	28.428440261107006	28.332203122650334	29.868084693915076
28.6459657290436	29.852623661045186	30.212089480737852	28.276830343455618	30.008495838533257	28.429517618360713	28.334348449480167	29.8683713949549
28.64755415702905	29.855534707212772	30.215527289158207	28.277221189318894	30.009018012158357	28.432427472929383	28.34036284578441	29.86971346316777
28.648581320819947	29.85723518432212	30.216023283927136	28.278267598760124	30.01145851640575	28.433719135297892	28.341848824820218	29.874505511558162
28.650837930889036	29.860542792856158	30.218275968800437	28.280112207938917	30.012203944939017	28.435926412483365	28.346933924258536	29.874795295561356
28.65184476478806	29.867171021534254	30.238751564575004	28.280136110651576	30.03141605473754	28.43637299719265	28.350569911304184	29.879245608262906
28.652926693960666	29.867817787449695	30.239994594271842	28.28154722099294	30.03379341410199	28.436486583764157	28.35361627969141	29.88428094130061
28.653903316324573	29.868393856875194	30.241929749538684	28.282167194098268	30.03415667313522	28.437857943143463	28.35437315371055	29.884663089675428
28.65718237124185	29.868763155546038	30.24206602270143	28.284440279860195	30.036856275944167	28.43824762426675	28.356248954753397	29.886645215083526
28.66809130366388	29.868882068095882	30.24263341160622	28.288293512676688	30.040530431374783	28.438705290391223	28.3601696920442	29.89495501481638
28.673462824436328	29.871572740964467	30.258108788258085	28.288612891673512	30.040562667879215	28.441808806368755	28.36149491884052	29.89558328881536
28.67589963127321	29.87198522462578	30.258503733396704	28.296825836329827	30.041886813931683	28.442052118980268	28.365166750427548	29.895925990284244
28.676864951084752	29.87257744686891	30.26691171457193	28.297190995970503	30.044257181191462	28.443974851363564	28.36728163464863	29.89811417760008
28.677575633282153	29.875975635881254	30.274039614726426	28.30018237578989	30.05260612556869	28.44622768368137	28.371683866477845	29.903252285486783
28.678944039220344	29.87857786923677	30.276586771028466	28.301472873772283	30.05920281625002	28.447075678943165	28.375292127853783	29.904712642406306
28.68144436694277	29.879000075466596	30.279700562043942	28.305653481774545	30.06127382402448	28.44757626290167	28.37607326236652	29.914035303407736
28.68162143910341	29.880891021768697	30.282327640019293	28.308516672998003	30.075316889336108	28.44798806741134	28.377133398551155	29.914163063050445
28.685902312710777	29.882550186955967	30.283453654133897	28.309068160159804	30.075849788948297	28.44868245718148	28.380387967279834	29.916528797677195
28.689608914794704	29.884197980145068	30.286291267388506	28.309159931124228	30.076060517845846	28.45136330272238	28.381983975057604	29.91709803946538
28.691897384321276	29.88692991946489	30.290832285689653	28.31055164670512	30.076622943703228	28.457030067564197	28.385372769378574	29.917448115588797
28.693670782154253	29.89037388790303	30.293456764460498	28.310758400281504	30.07679520251802	28.45781948466353	28.386102364513352	29.920414496277118
28.698796190063792	29.893135426495448	30.295388083062655	28.311951267274186	30.079556355986746	28.458794685340273	28.386217860139702	29.92283566372318
28.701775200548287	29.894832248768846	30.310673731584803	28.312127306974535	30.07973819194427	28.465827010613854	28.38695446033125	29.927407630647775
28.70261225646785	29.89488818499148	30.31604441511744	28.312153891103122	30.082604657043092	28.469345421397392	28.393238785684876	29.92804785637278
28.70275760221751	29.896208640092794	30.319021357164747	28.31339519985831	30.08655436021543	28.47442569455205	28.3936303260803	29.929369340597663
28.70554270877593	29.897069313828936	30.32020686994734	28.313663912870037	30.088204316523743	28.477767219867697	28.39545276780798	29.93012474703398
28.723749202820056	29.897289439885046	30.320263853615685	28.315035211288485	30.091584130071368	28.4787334601885	28.3964807341196	29.933041958115993
28.72563378011255	29.89728943988505	30.32226855746223	28.315785423331995	30.092248763786085	28.482029942394345	28.398417180300008	29.93450425086906
28.726515732845538	29.899063695372384	30.328226240020513	28.31648226009019	30.09688231567338	28.48423078479112	28.40085373213497	29.936112126361706
28.729528908744204	29.899100947449355	30.32855571553553	28.318477746672595	30.099756487518793	28.48428563838002	28.40280017382899	29.938193450085244
28.738710628337248	29.900526907498637	30.329944860760854	28.321558500118353	30.105967806076276	28.484381599608184	28.403574870973067	29.939522434335824
28.738997565551212	29.902353180925545	30.33711539858396	28.321561706083717	30.112614980774474	28.485430797300044	28.40580923641511	29.94124576947565
28.739790524645617	29.903928616942522	30.338822846348236	28.322542847368034	30.116243134027776	28.485437332392596	28.405957585950915	29.942493914355374
28.742388945046084	29.905259189293513	30.33936289742806	28.322622889776866	30.121745194609705	28.489036158833553	28.407305508064564	29.94899133140565
28.74503305408686	29.90598757120822	30.341771240721425	28.322965735390966	30.122783214573285	28.491706165204313	28.408904267560715	29.952707482518687
28.761434977636775	29.90640147065033	30.343937687448786	28.323081789506933	30.129031172396722	28.491821888164843	28.409695873162008	29.95331165454061
28.762374923240465	29.907801188991478	30.345744744600864	28.324243511278745	30.129613068575146	28.492154333035767	28.411564350828286	29.953404901782946
28.763281620993194	29.907961782107897	30.34941206655116	28.32492021443615	30.134077825649918	28.493094573159908	28.4115851201253	29.954326357199815
28.76673733790337	29.909530324632144	30.352699648997703	28.32602037181144	30.13623535585727	28.495804467351554	28.412461427567322	29.955658516249898
28.767569443183504	29.90955590915279	30.35495042781521	28.32865759463925	30.138583256647344	28.497532126512006	28.412852813741978	29.95591460460602
28.778034909433746	29.90967448893658	30.356717785375547	28.328707528032584	30.138666167866077	28.49817439109534	28.41882928179659	29.958457631204706
28.778999761556168	29.91105984155536	30.360490662699096	28.32871357612663	30.138739231606277	28.499319842839917	28.420826787433406	29.96024256016779
28.792105553785248	29.911594408908552	30.36578994343266	28.328972430634888	30.148939112121393	28.50050099629282	28.424674005636252	29.960920099478006
28.793193074912605	29.913046760847283	30.37767555134379	28.330833996037086	30.150642893963866	28.501574214492464	28.42486626895253	29.961031759850496
28.79686209996653	29.913639670696206	30.382700419926707	28.332309125883985	30.152355761811716	28.503383919558026	28.426670777463407	29.961375916781105
28.803018594852496	29.914521422986407	30.383112406569857	28.33281326589258	30.15282884872758	28.50485345748223	28.42872578490833	29.962181139814934
28.805428037996144	29.915171780431837	30.38618220702448	28.33281569091305	30.155155802855997	28.50556551774758	28.430625193788345	29.962744593807106
28.805737288963186	29.916328987157655	30.39036423607427	28.332891004434657	30.161207373640025	28.50768015900619	28.430741585099277	29.963278810604244
28.806396856458292	29.917056716871713	30.3941118390065	28.33364423978872	30.161255044458706	28.508271706520684	28.431690115463134	29.96494683796687
28.80944744766418	29.91875444169462	30.39472550424511	28.334996238985838	30.161743633423825	28.50857429896914	28.433585775171142	29.96735162134143
28.813056536352946	29.919072316409036	30.39764042567881	28.336089612692167	30.162682843215542	28.510175197094405	28.43382118527557	29.968365901480112
28.820496771332053	29.92046766622647	30.3991412214539	28.337224511206742	30.163972735199582	28.517372379410403	28.433891249861304	29.968713243034568
28.821304792006377	29.92118023560416	30.402029823335614	28.337564498966564	30.164610248857965	28.51755343811263	28.43669438075565	29.97391825600505
28.822788628401305	29.921702815365656	30.417483553280864	28.338053381918705	30.16792658118293	28.518615306803103	28.437900934023897	29.974208434335928
28.836428577964163	29.92182428279543	30.421202579040838	28.33819113738311	30.169753120822328	28.524256941044708	28.43896721354383	29.977085662735647
28.839863747897738	29.923262095709227	30.421741051100042	28.3392418886461	30.172782095711327	28.52502296614215	28.43921731048943	29.978274435311356
28.848379359544737	29.92483826430478	30.424026180369214	28.339562803452456	30.17658464120402	28.5255980805593	28.44193590414036	29.97902723998083
28.85325047888835	29.927975056855566	30.42503291533069	28.339741736629293	30.1777828042239	28.525899379422356	28.442013893815123	29.979044267889023
28.853846445439615	29.92869143909626	30.42523771653577	28.339846088473973	30.17883229461445	28.526261017655546	28.442104064944587	29.980092505475525
28.855025291316505	29.929690567526542	30.425341513388737	28.3407151162871	30.18048742755148	28.527007221687178	28.444313467292886	29.980399736888035
28.855415790817325	29.930506596708806	30.42565922924436	28.34109792875288	30.18116564193486	28.534868401334595	28.44583306412197	29.98044812697586
28.855828824956106	29.93113875904895	30.427366506226818	28.341188080451133	30.181588468525906	28.537484023018425	28.448351394384435	29.98209572834701
28.85622820490893	29.93121727673747	30.436154769692102	28.341459821850627	30.185407818418184	28.5379503321505	28.448600960088285	29.983617401257174
28.857868016434058	29.932321989080677	30.44013142061726	28.34224603669388	30.18974145145065	28.53833787860284	28.449358936469054	29.984730683334153
28.86269758762235	29.93252449952312	30.44178187292105	28.342529027835585	30.190801735938376	28.53887661634637	28.451664402326685	29.98541781289817
28.868030906444957	29.933187017742522	30.445552128416775	28.34632136573847	30.1927385905656	28.542077991585607	28.452014426613687	29.988608036839302
28.874590302227322	29.933397395573344	30.44597440038121	28.347261942475427	30.194109984631574	28.54269510097979	28.455687839864915	29.989093332810526
28.876081894243836	29.93347179786472	30.453541776822146	28.35060369222327	30.194322786558914	28.544740235889883	28.45781544349449	29.98933583561538
28.880541516103207	29.933530075956053	30.454043607062065	28.35146609416244	30.197188094310594	28.544747141438013	28.460138087372382	29.991320092254515
28.886554192054998	29.934658899612902	30.454992215508412	28.35212382368197	30.197842481089648	28.544821161814827	28.460548268894136	29.99318131783128
28.888682465914833	29.936743430205183	30.455579812516874	28.35873604475272	30.19893824428907	28.545626645051303	28.465927267723295	29.993530604141785
28.905215799712636	29.93788656510593	30.460869645623838	28.359280308435583	30.199092186119447	28.54791846820322	28.467432766672786	29.995282996190515
28.908100090915887	29.93809145805541	30.463042721441727	28.35979053202723	30.200844143626554	28.54847495794604	28.467947956964988	29.995740823772795
28.912719204061638	29.93860699327904	30.468292111016428	28.35995674058278	30.20130167477541	28.550726176469666	28.468174939504113	29.99597291450178
28.912971988832773	29.93881273832614	30.471012984063098	28.361332864912203	30.204288817532834	28.550912328765275	28.472454008332097	29.99735991348597
28.914891091444378	29.93935769951061	30.475892594496734	28.36227290032811	30.20446794343359	28.55160251687873	28.472994826578823	29.99897838214595
28.91913917422258	29.939539857722007	30.478569273073585	28.362882973093132	30.205023555814304	28.551772492302632	28.474542369741265	29.999468237753856
28.921220222809367	29.94029826177526	30.4814886664693	28.364359310412823	30.205396168489283	28.551807374934885	28.475537831891142	30.003851514961415
28.92261413374043	29.940421910025375	30.488409081461587	28.364662075616337	30.20883484835078	28.55204784558632	28.475570593662795	30.004186753255787
28.924076567470426	29.941632250876758	30.494303583148653	28.369556007676298	30.210367980871574	28.555623903643138	28.476049894484127	30.00475610739982
28.939004588489336	29.944198375380385	30.49626600786575	28.370910899681157	30.21410581386119	28.55879675703398	28.476289242644988	30.005947904522756
28.939454587777295	29.948142341987026	30.4991571187537	28.375193232260376	30.215855522361753	28.563108997938084	28.47940789426632	30.00678928655845
28.942839351135188	29.949861171421663	30.499592827088478	28.375488522697943	30.217170354539505	28.563436541285743	28.47955591759448	30.012644494581604
28.946590353613928	29.95078883035679	30.500355923790824	28.376564896749848	30.21757965499365	28.56352657440746	28.479946640042833	30.013465135984994
28.94792215235794	29.951097727004285	30.505122840530927	28.377488411782082	30.21762904767289	28.564249579465837	28.481088195990083	30.015872485595636
28.95357774577252	29.95120604961189	30.506424046013997	28.37846075630848	30.217795369711922	28.566073132759044	28.484906061820716	30.017094589939827
28.95740423669796	29.95145963320265	30.507826211091476	28.379583766532583	30.21999628086906	28.56822117908721	28.486589443758106	30.0184162820981
28.96175934945579	29.95271776569023	30.510073009764376	28.380001167361613	30.22352702359737	28.568846252079588	28.489577905185346	30.02089423512499
28.96235509619417	29.954080294565863	30.52168927553922	28.38069316890252	30.22498723238039	28.57129436783204	28.49062090116986	30.021364512263702
28.965496436976522	29.95571810551704	30.522249159723923	28.38184743037161	30.225273696379375	28.57351766395169	28.490673771582387	30.03124276115728
28.967948446373715	29.95725042831855	30.526577224678448	28.382056312451606	30.229546032240144	28.574498699118394	28.492392533347967	30.03207562565455
28.972165508276518	29.958606628124613	30.53046745814517	28.382317984576378	30.230244688646746	28.58045507718963	28.49344045138317	
28.974332505138573	29.958630125166284	30.537174150769154	28.383749414131643	30.230536217228416	28.581960129205733	28.49876235874243	
28.97652171797128	29.958910937408366	30.537949810198356	28.383976102870104	30.234095370584715	28.58338081293021	28.50467457991243	
28.9789548630721	29.96130756557121	30.540336239261137	28.384180608974177	30.238570557754848	28.58410835690787	28.505746322181913	
28.982272802873833	29.962150271183692	30.54595788465069	28.387286338504765	30.239082670651925	28.587529935380942	28.505946152610967	
28.983967720264207	29.96259652498703	30.55829263818894	28.38781481327798	30.23979947512244	28.588894977216828	28.506368797208346	
28.9858857626979	29.963441680906776	30.567667534643398	28.388136576788487	30.241161833003712	28.590799858468213	28.507813705405017	
28.9870014411314	29.965496517535406	30.56890758045279	28.389490850843927	30.244673944102782	28.592138868522067	28.508016481617627	
28.99021645903545	29.96552850615548	30.569475705067184	28.38966940004431	30.25214242536652	28.592390454532765	28.510175197094405	
