name	optimizer_name	iterations	time_taken	best_score	mean_score	stdev_score	hardware_name	objective_name	corpus_name
1p_4c_Truepf	steepesthill	452	32.1475613117218	29.389710469161066	30.09797134613776	0.21932109552471438	ortho	100sfb + 6effort + 60pinky_ring + 60scissors_ortho + 60sfs + 20finger_0 + 20finger_9 + 18finger_1 + 18finger_8 + 15finger_2 + 15finger_7 + 12finger_3 + 12finger_6	en
4p_4c_Truepf	steepesthill	484	30.722012042999268	29.359942132680782	30.12406325955196	0.20933600048766382	ortho	100sfb + 6effort + 60pinky_ring + 60scissors_ortho + 60sfs + 20finger_0 + 20finger_9 + 18finger_1 + 18finger_8 + 15finger_2 + 15finger_7 + 12finger_3 + 12finger_6	en
2p_2c_Truepf	steepesthill	488	31.070212364196777	29.282531691960408	30.067384905639855	0.2154596867963139	ortho	100sfb + 6effort + 60pinky_ring + 60scissors_ortho + 60sfs + 20finger_0 + 20finger_9 + 18finger_1 + 18finger_8 + 15finger_2 + 15finger_7 + 12finger_3 + 12finger_6	en
1p_1c_Truepf	steepesthill	463	31.527184009552002	29.39613084705249	30.139216024774996	0.23066870484246352	ortho	100sfb + 6effort + 60pinky_ring + 60scissors_ortho + 60sfs + 20finger_0 + 20finger_9 + 18finger_1 + 18finger_8 + 15finger_2 + 15finger_7 + 12finger_3 + 12finger_6	en
4p_1c_Truepf	steepesthill	500	31.542481660842896	29.33602453686867	30.07759376247374	0.20238797500045233	ortho	100sfb + 6effort + 60pinky_ring + 60scissors_ortho + 60sfs + 20finger_0 + 20finger_9 + 18finger_1 + 18finger_8 + 15finger_2 + 15finger_7 + 12finger_3 + 12finger_6	en
4p_4c_Falsepf	steepesthill	505	31.360928773880005	29.38688637474211	30.04508803515112	0.227370257258537	ortho	100sfb + 6effort + 60pinky_ring + 60scissors_ortho + 60sfs + 20finger_0 + 20finger_9 + 18finger_1 + 18finger_8 + 15finger_2 + 15finger_7 + 12finger_3 + 12finger_6	en
1p_2c_Truepf	steepesthill	461	32.40074443817139	29.335931956855013	30.0598448880766	0.20995253074689962	ortho	100sfb + 6effort + 60pinky_ring + 60scissors_ortho + 60sfs + 20finger_0 + 20finger_9 + 18finger_1 + 18finger_8 + 15finger_2 + 15finger_7 + 12finger_3 + 12finger_6	en
2p_1c_Truepf	steepesthill	486	31.03882908821106	29.301479214665427	30.07988611514536	0.2256936303167817	ortho	100sfb + 6effort + 60pinky_ring + 60scissors_ortho + 60sfs + 20finger_0 + 20finger_9 + 18finger_1 + 18finger_8 + 15finger_2 + 15finger_7 + 12finger_3 + 12finger_6	en
1p_1c_Falsepf	steepesthill	471	31.853429317474365	29.357722597925473	30.104135668005135	0.2348666849063024	ortho	100sfb + 6effort + 60pinky_ring + 60scissors_ortho + 60sfs + 20finger_0 + 20finger_9 + 18finger_1 + 18finger_8 + 15finger_2 + 15finger_7 + 12finger_3 + 12finger_6	en
