genetic_oxeylyzer	genetic_default	greedyhill_default	greedyhill_oxeylyzer	steepesthill_oxeylyzer	steepesthill_default	annealing_oxeylyzer	annealing_default
2.134106378680533	29.28243911194675	29.28243911194675	2.134106378680533	2.134106378680533	29.408607089552447	2.134106378680534	29.377256419231163
2.134106378680534	29.282439111946747	29.380080513650118	2.134106378680534	2.134106378680534	29.43874957346386	2.1401995556284623	29.58968403140072
2.1401995556284623	29.359942132680782	29.40883219604703	2.1401995556284623	2.142244616228477	29.439947975724508	2.1425350114977255	29.64295914943964
2.142442678000527	29.3743927456686	29.469825243971044	2.1424723574173163	2.1424723574173163	29.450424036504657	2.143624955150029	29.647484330563486
2.1424723574173163	29.37717638662738	29.474367085281507	2.142472357417317	2.142472357417317	29.47148269179077	2.1469705712751193	29.64816682165607
2.142472357417317	29.38271362780304	29.483002820931105	2.1428630029415787	2.1428630029415774	29.549295068926156	2.1556550066388724	29.654451265104363
2.143624955150029	29.395492086132	29.491605126512788	2.143624955150029	2.1436249551500293	29.55100191713283	2.15937793015517	29.659438593297807
2.1459943046287506	29.407770266917694	29.513051512514025	2.1436249551500293	2.144523590872547	29.574717894397562	2.166328893426845	29.67285541489465
2.146970571275119	29.411671961816175	29.54575696016295	2.149023041634245	2.146970571275119	29.585359963210802	2.166917580290496	29.678141857375568
2.1483909115501136	29.443052958646778	29.546413063254217	2.149023041634246	2.149968302465272	29.594260908033355	2.1688270033325896	29.69977581473688
2.149023041634245	29.447501543734774	29.55847948736542	2.1503311367756197	2.15033113677562	29.616733877287118	2.1690677500137627	29.702086385427297
2.1496780981835935	29.462230187407894	29.56833467673328	2.15033113677562	2.15401705577167	29.621922450195015	2.17370261118172	29.704168789412584
2.1498167437156757	29.471390111777115	29.581937779077137	2.1521209489755453	2.1551075750231776	29.623682502000417	2.1774045193064215	29.720498245557085
2.1521209489755453	29.497275255598023	29.597182582588246	2.1554465577225925	2.155655006638872	29.62378774066355	2.1776597436851133	29.722938199549642
2.1552564144513875	29.50637766669076	29.604714021014924	2.155655006638872	2.1571656091146982	29.675909367353622	2.1840734680669014	29.74926269310916
2.156288679063403	29.5094512458329	29.607272700435097	2.1567677536176006	2.158405440366234	29.679093163623687	2.1870179638240983	29.74974275478606
2.1581089749679943	29.534018097343637	29.613536706255022	2.1584054403662334	2.158956703447248	29.68418257543056	2.1875768439762413	29.755220047435127
2.1584054403662334	29.54878011640089	29.614705834115316	2.158405440366234	2.15916578978376	29.68720299006094	2.1883600722523977	29.768723702864186
2.158476710934723	29.55484177274196	29.616822683726088	2.159558038098946	2.159343672993196	29.694383762262547	2.1898121649260416	29.773084961750886
2.159558038098946	29.555115388687913	29.617605691188132	2.1599585480742576	2.1605030653660418	29.698326444923396	2.1902800099809845	29.77735862088481
2.1595580380989463	29.563123484537467	29.623682502000417	2.162844589441304	2.1607582112026593	29.702569438855136	2.1917324856146503	29.782901060278306
2.16317177010354	29.57655099893061	29.62378774066355	2.162883112336887	2.165360306892052	29.706782353799092	2.19265176584461	29.790030184531933
2.16753118193433	29.592983469551886	29.6251072511215	2.1636772825250574	2.165764982557784	29.712963496057785	2.1930494722723197	29.792652075378925
2.16991339602521	29.59471204555904	29.625985662611367	2.165360306892052	2.166917580290496	29.714862634620143	2.193098424235801	29.80111901329156
2.1710765579699816	29.602352557185405	29.627285619267994	2.165724860312847	2.168405587669638	29.72173964756408	2.1932965667457314	29.8014310032615
2.172364195237699	29.602446578833835	29.629225052443775	2.166264219724537	2.17007739619605	29.724573498547976	2.1935088821543367	29.803374143036603
2.172607647919844	29.608586395315054	29.63348633817562	2.167319217092674	2.1702569164325514	29.730108408237683	2.194129159738407	29.80693129309451
2.1740584437129726	29.61132949822888	29.645530012201718	2.167334476464224	2.170558665665995	29.73875901543837	2.1944174618709353	29.81765806354954
2.1776557072205804	29.613536706255022	29.645894220908765	2.1673344764642244	2.171463109522014	29.739736922836695	2.1945546399623406	29.819082761402576
2.177659743685113	29.62576297962822	29.648529311766215	2.167985262728587	2.1726412215341475	29.74019678690343	2.195128909146232	29.82371513192537
2.1776597436851133	29.62651129956157	29.649791134544152	2.169031593469061	2.173060253105313	29.753921092949966	2.1953024951689586	29.83636728093156
2.1783578889453548	29.631223208704245	29.650656015755892	2.170992880311411	2.1733529071508824	29.756224270033794	2.197835635560188	29.838851811589667
2.1819556863021137	29.63355903560311	29.650812729758858	2.1728644402391057	2.173702611181721	29.758349901142168	2.199308288221811	29.83964118895102
2.18214240717878	29.644756465951595	29.654485327811678	2.173283736484936	2.175182754861949	29.76323874303551	2.2016860180030617	29.85529325796501
2.1824097072697	29.644929114523784	29.655931989308662	2.173318875073711	2.1755036091676248	29.76677886504341	2.201891482163534	29.85841555868229
2.182490494646709	29.64568735656765	29.657145803985838	2.1744217547458558	2.177659743685113	29.773263046232774	2.203378160781102	29.858585221216916
2.1831321362635925	29.651677571416965	29.66215367099052	2.175182754861949	2.1782694990280933	29.774318159563503	2.204097871050928	29.862080972048513
2.1840734680669014	29.65167757141697	29.664102023480808	2.176950139015614	2.1791119453359973	29.77712745778794	2.204573341786428	29.864486111104156
2.1840734680669014	29.661621772474966	29.6679430546741	2.1776597436851133	2.180036445127492	29.781690939706195	2.2048334042363824	29.87239950167325
2.1848832974840215	29.662362108685517	29.67164429540938	2.1776722605027246	2.1824097072697	29.783379293913615	2.2053818824532665	29.8740676132492
2.1853832636190376	29.67453887808822	29.675582425698074	2.1780755736330466	2.1827014094307726	29.789643797598814	2.2058206280079746	29.878087450906015
2.185931654481134	29.675252518308593	29.67753273259931	2.1790199916712405	2.18317122883457	29.79467283157292	2.206021795047093	29.878357853888424
2.186245639433672	29.675416650668687	29.678105681797966	2.17904871319021	2.1840734680669014	29.79822491824112	2.206021795047093	29.87851391260918
2.1869426247303743	29.67616480646082	29.680582978508752	2.180493895000752	2.184134652233359	29.799713015654902	2.206783519365394	29.880891021768697
2.1873197281559964	29.67758888280121	29.682560580558004	2.181039656118704	2.184711535474233	29.808786123527263	2.2075646148860004	29.883337932327127
2.1877653851523924	29.685970517490453	29.683836799725036	2.181916582716068	2.185150875467029	29.81384980656251	2.2090735435060505	29.88525585302032
2.188003582432132	29.68678915658117	29.684222819665973	2.1825521282097915	2.185991932548239	29.8151804651561	2.2103879273865523	29.887508576390474
2.188849709342064	29.689921785051325	29.68468008311928	2.183544431538662	2.18624154856834	29.815687733306397	2.2105499583291026	29.889294717679316
2.18888916362317	29.694340044627335	29.68558541515814	2.1835643590077574	2.186551581378753	29.816946013861614	2.210713012532654	29.889691004593654
2.1891093848444325	29.695977468931417	29.686357106896416	2.1839102376399278	2.186942624730375	29.82147898904307	2.211518270297959	29.90975075633629
2.189380331981167	29.696432426111663	29.697160656820653	2.1847405536779716	2.187124083674848	29.823916448505223	2.212380289148437	29.918198805337283
2.1898121649260416	29.696632265715948	29.69763347772701	2.186551581378753	2.188003582432132	29.824032370849046	2.2127524615707497	29.921548105085634
2.1901303210856087	29.699539411478618	29.699062655166184	2.1875768439762404	2.189182253133251	29.826418684621654	2.213271394860929	29.927057734083682
2.1906743657937944	29.701406729840432	29.701075346035772	2.188242755045348	2.1892156904899363	29.8383633554415	2.213658485689475	29.93387939912283
2.192237828642434	29.70147862688	29.70483354320533	2.188432259081707	2.1900389769705773	29.842115763285527	2.214467818694331	29.939018086211323
2.1924755992551663	29.70199173747315	29.71160038289633	2.188438028256531	2.1914236456357563	29.846134901492828	2.2145706126151263	29.947973061090728
2.1925880063735534	29.709797612423976	29.71322397014885	2.18888916362317	2.191423645635756	29.852351407619487	2.214794941569803	29.990315739995545
