annealing_375_en	steepesthill_465_en	steepesthill_465_shai	genetic_132_en	genetic_132_shai	annealing_375_shai	greedyhill_253_en	greedyhill_253_shai
29.677780507795482	29.646125726846204	29.65649766738485	29.534018097343637	29.531050082144926	29.677974149277652	29.55679654353651	29.59469108715537
29.680965937268017	29.6490470413177	29.657323751098907	29.53643675792017	29.53442318504458	29.68955154244697	29.565633891846403	29.59898464383314
29.702569438855136	29.685101794837475	29.66786494104142	29.54585535851389	29.535002226546037	29.69396035627486	29.571021771232083	29.606651235065986
29.765174266528096	29.687537253067845	29.67127352941541	29.546288934351175	29.54609974421499	29.704537169121664	29.577206981716756	29.60849010672438
29.768671098378906	29.70239712760023	29.673938152064174	29.555351762024223	29.560114333474672	29.739106385456683	29.583271850677924	29.60893454269521
29.77265968227702	29.708207200272383	29.6756058858451	29.56456037262318	29.562688107520668	29.740713694299117	29.58651838765111	29.609796598144825
29.77542220497293	29.71467702956473	29.692103742843987	29.567792037718313	29.563404577143597	29.761541974434174	29.600026304107903	29.610210743563602
29.775724602239162	29.729388074712375	29.705990626040627	29.568358134239244	29.56866076418281	29.76766893011221	29.605921225449137	29.62042681857418
29.781838864975704	29.73611142300728	29.707633744868744	29.572066650943256	29.575570461124904	29.77240551070247	29.611637602620398	29.627742015745234
29.785089436879204	29.752491184393293	29.72264932568575	29.57459861092495	29.577888862563295	29.77470136170563	29.616676435295926	29.63255628563963
29.78903290018063	29.75259486393745	29.731595366535203	29.57846108844786	29.58415032082441	29.783183705767375	29.619176094213646	29.63757357026514
29.82026186384829	29.75411317059355	29.744774860947032	29.581262556922027	29.593398239334203	29.789684018702722	29.629126332272797	29.638226457599515
29.83008938725867	29.756993412302684	29.745539872618576	29.584639240678186	29.59898464383314	29.79605396295731	29.63183132281739	29.640031691454617
29.841934374848663	29.758759044826014	29.751486560682192	29.598588705104277	29.605285960619085	29.80684583447096	29.6378527087269	29.641342090838986
29.84478099173215	29.775962191253722	29.761795272136602	29.605916265213537	29.608854492827554	29.812185753143112	29.646307654637976	29.642379370509303
29.84582655385203	29.785319028792404	29.76596638914521	29.611438195938884	29.613056944991172	29.81657997851165	29.648246196594062	29.64281196096414
29.85805573305397	29.799872147633394	29.769023261003422	29.620518795715302	29.61395130106414	29.81854160707343	29.651290199234605	29.648308794452042
29.859614225554374	29.812197470290933	29.769266547879788	29.623984846287744	29.614033596304516	29.83065085266146	29.65222734267971	29.648969021629934
29.870433725138255	29.821857100766337	29.769609433473452	29.62558732926673	29.619595610516537	29.83790453946059	29.658892418716338	29.654610111237982
29.874401130000983	29.825895885372816	29.77245719403708	29.625787455496305	29.621258543864833	29.84758021675264	29.662552904636975	29.661611826015246
29.875042673575006	29.828709072890405	29.7755367881167	29.629220077037235	29.627112094141587	29.85040958583738	29.66511419454817	29.661662621968308
29.876860933074358	29.838147979814845	29.77601353543804	29.629794688461217	29.635442963891926	29.852113805138043	29.66550715390754	29.66299955205591
29.88752645366317	29.838184308992645	29.776120398046178	29.630656345221354	29.637373928132895	29.859179190530938	29.667443237150607	29.665767248343016
29.890299421140348	29.83919150201015	29.777300965158958	29.632163088168458	29.638998031359066	29.859810910635403	29.66861022415529	29.66763420759066
29.890430718804375	29.84162315385569	29.783753115310116	29.637138382859177	29.641959754319203	29.868836651635952	29.67164429540938	29.674324863492004
29.893634602059006	29.849295868021535	29.788330236408235	29.650756410672756	29.64281196096413	29.870914162355398	29.67285541489466	29.677235063765853
29.908895740634417	29.849535290056245	29.791524858176064	29.651677571416965	29.64541529044177	29.87487253336676	29.672895439520648	29.679502689009883
29.90971651032638	29.85038618992907	29.795689924129682	29.654451265104363	29.649806237605205	29.87702907262084	29.673971649246383	29.679810770377355
29.91524740921284	29.850400160445066	29.802265945367854	29.6601805492054	29.650694031887657	29.879823821923864	29.680582978508752	29.68716764670222
29.917218630938486	29.85913195301373	29.81154999291709	29.66085715281633	29.651352734509885	29.882231660817546	29.68238992297234	29.694826829692992
29.919697919249952	29.86278715582979	29.82530992117418	29.662324853137534	29.652272407878712	29.882764982399635	29.68897347660217	29.696008473343618
29.923763289920284	29.865936105010622	29.829014151621543	29.663812542617066	29.65398447207632	29.88661871307363	29.694517893116814	29.703825991694416
29.92760990275453	29.86719920383181	29.830181796024444	29.668620355645267	29.661081545036033	29.887435423274052	29.69716065682065	29.70394187876517
29.93338301444188	29.871379112714052	29.830374572559162	29.66946965450409	29.67329797975323	29.892254067255042	29.69877718018723	29.706590922914007
29.93395890523827	29.87889521733316	29.83384032315628	29.670042372059022	29.679277233501843	29.893011559224387	29.69897481090247	29.707188724409058
29.935060431371667	29.881391551656165	29.83441835905488	29.675596726396638	29.685935470080747	29.89755932467679	29.704789195527326	29.716373395542576
29.941860319451923	29.884113680809794	29.837484676773	29.675654847915187	29.69090191124003	29.9070646184094	29.70508613699988	29.718241409485557
29.943549999835533	29.88643929964976	29.838574993082556	29.67730946530165	29.694557575040513	29.908056922587505	29.70563644096003	29.719411486980228
29.94626187427057	29.88815787245152	29.840563611931785	29.677780507795482	29.708791040004744	29.908271455908178	29.70892305632355	29.720166081832065
29.94698359807218	29.889085318107654	29.840909410314765	29.681572258901607	29.713260581443464	29.926125116246816	29.712602396478133	29.72145228403627
29.951939211618495	29.89430738712867	29.842319720224445	29.681849395434995	29.715496364421053	29.93445514280247	29.713120990616833	29.72415994591942
29.95221616857482	29.90088551988745	29.844112354756803	29.684032879937924	29.722016265710042	29.94064766039216	29.714240023208273	29.72809243388148
29.96599211310266	29.910343349128816	29.850993691078546	29.693807783775586	29.723770222724333	29.944664298658456	29.714792282325902	29.7282368821557
29.97813349800148	29.91188959343854	29.85307181594675	29.69524766567194	29.72816070669686	29.948749667920115	29.718825511578274	29.730517608951523
29.98490707271623	29.912259027236637	29.86312473490697	29.69972468016257	29.73684523351698	29.951996836796493	29.72024786170241	29.731679245736455
29.986972359821973	29.919119146730758	29.868900492537158	29.703297390039484	29.742768148064183	29.95901054657264	29.729855216023164	29.73308806535685
29.99073953153418	29.923958955330583	29.874782554185018	29.71452287566622	29.744832298349696	29.96660245700103	29.733639044036824	29.738932366964658
29.995457591303456	29.924767400856236	29.880553297623337	29.719784832649612	29.745182486206414	29.969622826210983	29.738776370436984	29.739589400458524
29.99962161453416	29.925813169792274	29.885059030679308	29.726504059593026	29.748836355757533	29.974929827752934	29.74177728911918	29.74216551578345
30.00003673741016	29.926996391431228	29.887504724664545	29.72709776590787	29.75113322614341	29.976470621130446	29.74288726271359	29.74434549830528
30.00381949285132	29.92991815486649	29.890524474221397	29.729791684011325	29.76452334793376	29.980108613995586	29.74373440322385	29.747846224422638
30.005406408860782	29.93165403470145	29.895341934575157	29.730691184536198	29.765284087938525	29.981152830325232	29.744849544549552	29.752445148253205
30.006810718886893	29.936374295950408	29.898759800679816	29.734525441124262	29.76833858507298	29.988470436894026	29.747858878458885	29.754417546347398
30.007870531005764	29.937220373999413	29.899018936632615	29.739929205243186	29.77118943565763	29.9893220073374	29.748733033670625	29.757645493031937
30.010132602276062	29.93790251112581	29.900111767760695	29.741456073721164	29.778883916008652	29.994661676807603	29.749332034179346	29.767521368266838
30.01557792932384	29.940661583782916	29.90556754213175	29.751163789409024	29.78028926858972	29.99684548468413	29.750425880530678	29.768312078393187
30.018497459844834	29.9415480504685	29.90674867290137	29.75292884757694	29.782649365541754	30.002959641563667	29.753294670425706	29.77205645678506
30.034178819019452	29.942805846712957	29.911894803598262	29.75327300751921	29.78413476429548	30.02107058557861	29.759072182522306	29.772643514694124
30.043162950992087	29.943308848163344	29.914578402268468	29.75330748847908	29.78523155432152	30.02283886798939	29.765624204453623	29.774619505125536
30.052376830327635	29.943906615659404	29.9175421748913	29.755541904870206	29.787134233833324	30.025974866663802	29.770431714855647	29.776159298654903
30.064509009791877	29.944704137450653	29.919007480813573	29.757610319049878	29.788947324768024	30.030417027675107	29.772109345124676	29.777376076315843
30.073299319778975	29.945433959951732	29.928271839136062	29.76077738927168	29.78966761376263	30.034917339829605	29.772849569081213	29.77738158703889
30.07369704052938	29.94630481502863	29.934149510703264	29.762992196638102	29.79046788023591	30.03705673075716	29.773229334102112	29.777795510780024
30.079033554070637	29.949021695457276	29.93658361841695	29.766188821683016	29.801389745591774	30.042550682427386	29.773676143745178	29.780148011360893
30.079500348257156	29.95627603216514	29.939412097715	29.770394951390728	29.802166584714495	30.055436123927105	29.78055657211974	29.781668219237073
30.080282517018627	29.95684985596521	29.939782250776215	29.771743250967585	29.803434179804803	30.056458554368703	29.78135040589835	29.78172594769572
30.08200193264881	29.95702579772767	29.94636074729981	29.771850625252583	29.804270171752744	30.05681137534819	29.782246084513737	29.781943295723753
30.090688832789134	29.958907545681974	29.94771019883178	29.773774276764684	29.811013041991856	30.062178620237095	29.784315370005412	29.782570128318277
30.092724284605573	29.96314509207898	29.95406036910662	29.777193458961392	29.81103989366821	30.067918529641364	29.791342826811313	29.782570128318273
30.094726271980676	29.969751510659446	29.95938349369441	29.783235685652272	29.811638679845764	30.06873814490802	29.798375200360358	29.782993219273145
30.098265639677102	29.974789215968485	29.961289880056512	29.78578883810092	29.81214778284227	30.088316391446607	29.79915986854582	29.786017154662545
30.110226541470738	29.97608281991338	29.961626140562455	29.786318541709704	29.813562419044846	30.08942336175359	29.80023168773729	29.79084519899601
30.110312207143544	29.98226480422377	29.965339159415006	29.793638545988866	29.813661182666056	30.090032733681127	29.801609074921803	29.791328648405425
30.110810900718782	29.9834154880792	29.96649220780604	29.79431573010633	29.815118444765634	30.090131326579236	29.80268619578834	29.791889011413545
30.111600141746784	29.988826318885028	29.97186332195139	29.80149333568876	29.81644252589745	30.111387344296073	29.80699827871706	29.793611279951165
30.117392593323554	29.991902066722652	29.975991213226163	29.80180307306585	29.82001428938573	30.113383450975157	29.807584054219184	29.794249902762303
30.131666415264476	29.992641448587566	29.99256882126518	29.80531160660042	29.82418107659612	30.125589935847184	29.81048362321109	29.797775476509095
30.132447729879274	29.99755515231955	29.99268433615577	29.80791630005108	29.825969692687302	30.13753800802649	29.812350037416632	29.800916541316504
30.137436912835536	30.003869682603085	29.99282138537099	29.808155053298613	29.83069405389918	30.14540882345424	29.81281628638734	29.801088323062178
30.143031076067075	30.00556950842358	29.996109811109452	29.81190623627439	29.83206060368175	30.145519705719728	29.813430860637723	29.80241927228021
30.148857829672025	30.006029158314615	29.997580879537896	29.81197035519525	29.832283882363228	30.145961069334632	29.815369210701704	29.80356736577755
30.152208558227734	30.011446609927965	29.99871440971635	29.81254340518697	29.832823560719234	30.146266891435765	29.816306690473535	29.80583503908756
30.160816730764715	30.014162612775863	30.002325735755573	29.81642143447717	29.833384792595602	30.14652330214819	29.818575504346466	29.80728601455388
30.16735616372444	30.021662680869074	30.00241601266252	29.819184196292113	29.834475807738848	30.147941135101213	29.81915459636971	29.81033538397413
30.175088588651843	30.026143701662477	30.00306970970021	29.82096347701961	29.83480424098952	30.14911021920053	29.81936281949524	29.8119519363852
30.1951538401855	30.02733819270602	30.006533602569572	29.827022803475156	29.835148055056933	30.150865741431844	29.820261992047996	29.812498762857608
30.203908529982698	30.034699851574576	30.01756750791508	29.828141534994558	29.837230139083616	30.153376817272157	29.825161120531174	29.81388836859674
30.205389330297308	30.042559115087112	30.019316179213902	29.828552392893062	29.838161709501478	30.15526730608672	29.82622675011992	29.81582730999793
30.20540165308174	30.04269282946883	30.021709106006	29.830230492624207	29.839059827095873	30.157473909442416	29.8272032794072	29.816853281678263
30.205733760315976	30.045134322456818	30.02647457102487	29.831911290405493	29.839067835493918	30.161368709187208	29.829282782689564	29.817328472472177
30.20650124322119	30.04557283283278	30.02773129446098	29.83271824001838	29.844131603261058	30.162664282631493	29.830410258808513	29.817417020588845
30.21437356889558	30.04677381332138	30.029079520810416	29.832883292574742	29.844451412286062	30.165456674787663	29.83082985634597	29.81897663249831
30.223049320175868	30.048137510595954	30.03150945568636	29.833471093262574	29.8473497607547	30.17102353906431	29.83113082457455	29.820399713385896
30.22512966214077	30.048964528251766	30.033373664473853	29.834024023086275	29.847917877892943	30.17586865328328	29.836510150748357	29.820433729744355
30.22875856098403	30.05555551495136	30.033590457259965	29.83719033166315	29.849661990357355	30.17633541052101	29.83910580613967	29.82137961123488
30.23030708222266	30.059842058202634	30.033894840060338	29.8384345686012	29.853057462984484	30.181981115504186	29.84108649475531	29.82189712226443
30.234560342506114	30.069254790053165	30.050951280912777	29.83970741510048	29.853776303965603	30.182723155607896	29.842059895694252	29.822331945717366
30.23499269077877	30.071855911270905	30.054965369570045	29.845321861519267	29.85804621078593	30.185454247157615	29.846249400158033	29.825958909438086
30.241743261493795	30.07387529282213	30.055907840909377	29.845525488388695	29.868155248398267	30.18688782626453	29.84655946022497	29.826380189857446
30.243761963303122	30.074219469161836	30.05698144040544	29.845996863666823	29.86907631562306	30.194247108595125	29.847204533636816	29.828961752395237
30.25141570289939	30.077159857574692	30.058090933900342	29.849448586135505	29.87088720172304	30.19832205583832	29.85973876328345	29.829180128875105
30.251879097246253	30.080778832838142	30.05823554649346	29.852699176173868	29.871160006692666	30.20530158835331	29.861631653897053	29.82928692382992
30.259535105658575	30.083457584328418	30.06032524785723	29.858041349703264	29.873020063228303	30.20881832105411	29.8634735784187	29.829530784392176
30.265764407563395	30.08441906029272	30.06281593461287	29.859861602241438	29.873803642090312	30.21662992681473	29.86769227611117	29.83255676764048
30.268264255587912	30.084589996533687	30.06309762864353	29.861657105276656	29.874909657917822	30.22471990050157	29.86874557152448	29.83566150100808
30.269958504465027	30.088891791436993	30.063438150738293	29.86466069443752	29.87535484869558	30.227651101071803	29.870378331139328	29.836423107736103
30.27539274999444	30.091612951714467	30.06427595130054	29.865169006040603	29.87753082381164	30.228336024254116	29.870397684235225	29.836462447527808
30.278928112406096	30.097373440706402	30.065523505680606	29.866115522625343	29.880540986865675	30.229177086271037	29.871187820058946	29.836669397292763
30.28005168738272	30.098647144282747	30.071781564471955	29.870487327261003	29.881561018766053	30.237067643818953	29.871251320043854	29.83808393893248
30.280618182704046	30.101456859976526	30.072701540468397	29.8721431152758	29.884275659143263	30.241791246643984	29.87385539181216	29.839216794705067
30.281905713564658	30.107416043966644	30.077957750636905	29.873021242160284	29.884855235622776	30.242702657247722	29.875103002631377	29.840319313437305
30.28563305318055	30.10860187332819	30.078112824978977	29.87616767301628	29.887651018978932	30.246498887436537	29.875474425243684	29.84151695578592
30.29286664858659	30.11360150685838	30.08068931039305	29.87937697184548	29.894634333078052	30.24947640508423	29.87554396380774	29.842262438168106
30.294934580306276	30.11776209348045	30.081440392156438	29.88485343918239	29.898779159543764	30.25403068227903	29.87604792504893	29.843934388831848
30.29672854091215	30.120129514884617	30.08421446892121	29.885167406300447	29.89892844907411	30.254708440045594	29.876338448548204	29.844966984045858
30.31474696587897	30.120227943234738	30.08729655760544	29.88585993935862	29.89919889573819	30.264583359289286	29.877053937573645	29.84770744615996
30.317248521146464	30.12119731230461	30.08785736067004	29.88907147785458	29.900831458039	30.267554204888427	29.877822978747325	29.84828172640095
30.321069640798964	30.122113387138775	30.088424016321845	29.8922932270528	29.902630989229166	30.2701385769988	29.87805147546577	29.848487158529046
30.326763140015494	30.13072537214714	30.09158450146884	29.896657885256673	29.90311015932157	30.27683867192522	29.883117612668606	29.849263492151355
30.337116047192687	30.1346577838689	30.09387791951764	29.897025799657833	29.911270016754735	30.287197278475567	29.883617138384874	29.84999232859318
30.347584958635828	30.13679969864193	30.09402594843808	29.89749271850703	29.91589909745911	30.28809016434291	29.885614170473957	29.850377341152225
30.349529993603387	30.13988544235929	30.094832971735507	29.89751947755916	29.916222978009117	30.289286110193512	29.886367792576827	29.853158858334737
30.349612399747315	30.143469762775972	30.0950708956827	29.899660624340385	29.919123987080972	30.292455575478474	29.888969642555477	29.853575631156424
30.35309121939557	30.15180311957674	30.09662731775397	29.9035136824378	29.92319555752028	30.296488382973617	29.88905893781172	29.8536406762652
30.35423677070432	30.152777399851665	30.097121682875677	29.904789946948508	29.924237999634325	30.298179552336137	29.8891337793087	29.85698056693369
30.354829079593056	30.153037268908303	30.102842781933827	29.904886374490275	29.924365218314453	30.307484473498466	29.889657867929436	29.858059773123166
30.357222027693915	30.15634962579755	30.104388152635565	29.90545078569604	29.925240813026317	30.30890647706146	29.89287963224011	29.85922919577129
30.361901469800546	30.16032195977843	30.104741794398702	29.91208438251515	29.928589786455273	30.31161414787535	29.89364844354491	29.861303857428265
30.36641715833313	30.162449598440958	30.105413782803325	29.912747945787345	29.929529930899378	30.311774435538965	29.89383355966463	29.861633723527966
30.369525890215826	30.163467825175246	30.107946164385453	29.915668956994303	29.930292170702792	30.313805268751594	29.894053519208256	29.861913065150624
30.37005286401774	30.165394984518134	30.112823104636554	29.916086808445158	29.93060887054461	30.320711126105557	29.898324607064986	29.866280362577008
30.37567131477084	30.168558019856757	30.11304526824545	29.924903212397652	29.93102216367768	30.327752160474436	29.900090396755967	29.868849046826828
30.378962429665037	30.16974100309276	30.114987698563873	29.924981918032348	29.931727328262124	30.336798445148467	29.900238244857924	29.869472160068096
30.3793199771647	30.17315548375785	30.116875342584848	29.92701210834033	29.93335531545418	30.340024398978677	29.90134619514048	29.87109126403155
30.380129757240283	30.17547764806581	30.117377790464925	29.928280056266637	29.937230235892503	30.340066405700256	29.901352849844343	29.874235302710627
30.380446952123084	30.178250845401458	30.11792827306339	29.929841650751268	29.93792388427603	30.340726060746753	29.901752150868944	29.876634557167673
30.382481491079098	30.179467502575147	30.119284569148046	29.93439524290515	29.943114759860908	30.351442041891005	29.903965967415658	29.879025894945944
30.384265495636097	30.181241213965425	30.120115020459103	29.93597443476028	29.943469286907103	30.356826703889105	29.904352223369326	29.879291435434656
30.386410120157855	30.187293428264834	30.121989371631205	29.943688169948267	29.944596066353682	30.3602998328685	29.904420951617006	29.88183093675713
30.40592119306377	30.194084989476774	30.129602064234966	29.943956294174487	29.94994893423428	30.36035391804093	29.905132761949577	29.882521369763325
30.409970561175264	30.19782205293723	30.129944793129706	29.94946652171725	29.9564485498572	30.360446985023035	29.907550441368002	29.883270230513588
30.417360961884334	30.198985726171635	30.132583112347767	29.952406297899216	29.95766459583593	30.361058139797564	29.908890825407866	29.88360041645472
30.41807404941266	30.200309190033977	30.136355679775228	29.952514714090277	29.96305270351291	30.368097311776587	29.911720823269604	29.8839905615026
30.4191992864845	30.20524600581166	30.13669377261398	29.95271776569023	29.9635709478541	30.369285129958143	29.915178958186104	29.88473465276426
30.42146326351378	30.20757650037099	30.137443692340046	29.953748697116637	29.963832723637516	30.37114681586784	29.915676206344685	29.88595136183832
30.42393716936261	30.216401615244514	30.13848075542644	29.957248194054436	29.96933503393523	30.373975421850638	29.91583490433937	29.886226155277566
30.434589837450943	30.216762563400223	30.142785659784536	29.958335123321284	29.971028483828547	30.3943664418133	29.918306218393873	29.88758825234418
30.441776893809532	30.217726397805187	30.14419257071492	29.962986607342316	29.973492952824294	30.39570335263338	29.919953373085537	29.889719892154698
30.451083642628436	30.21841789551442	30.147794795952734	29.96370859300709	29.97453639032566	30.396087452949118	29.92049372598969	29.890234479283667
30.451765947806482	30.218609788337687	30.148731231685364	29.969391552088496	29.974614281338873	30.3963973695342	29.924753253579446	29.890623412938933
30.455746108007148	30.223048235280395	30.149271849743485	29.970889846878308	29.975861569014654	30.397016807355183	29.92482458335258	29.89109058977654
30.459335754933154	30.22720210120851	30.150252937326705	29.9729062513601	29.975920673686097	30.39733490919661	29.925494170921244	29.89135067636957
30.459393780148943	30.22779376666577	30.15078301394914	29.973349823960213	29.982885337261862	30.39887114577314	29.92574010259783	29.89157309501892
30.464953278325144	30.230708098499537	30.150800494103827	29.976480829905917	29.984420264714622	30.401069740530982	29.927695162525744	29.891622627457092
30.4657003206111	30.23482872097335	30.15091092722984	29.976490081988214	29.984980970462104	30.408947345104473	29.92847363800856	29.892133129386085
30.465854307174205	30.235496911632435	30.151931487051478	29.980421238187027	29.98526950567447	30.41167781209078	29.932993046065974	29.892329623505784
30.46658067017724	30.236125614384292	30.153998962959015	29.982667368757348	29.985522409601877	30.41842070696846	29.93520760956624	29.89303286524493
30.472247710857395	30.237220689199017	30.15533079084215	29.98343318277498	29.988395670672443	30.418467933772092	29.9361643349079	29.896740012023344
30.474834587378016	30.23930877681054	30.15950458492789	29.98822196701459	29.99105634488975	30.419170117017998	29.936767156880926	29.897057498857798
30.478980388532168	30.241849633197187	30.161090066346365	29.988458331009237	29.992644310240273	30.421154710835708	29.93785701085556	29.899536746842614
30.48629094248101	30.245443351746893	30.161352466004264	29.988509838618246	29.992821385370995	30.421823508784904	29.940848423026065	29.89999274823343
30.490355155979536	30.24717608547	30.16715444857951	29.991010071126908	29.99491224765981	30.42872457051351	29.94365453261742	29.90030328523521
30.4957102355864	30.249983469236756	30.16974356706318	29.99255106721661	30.001365455267997	30.42959849601967	29.944629734462424	29.902981184481874
30.500474139174887	30.250602771280406	30.171644111778747	29.994088771071805	30.004054553052818	30.430237761773526	29.94698359807218	29.90482278180611
30.500854243739255	30.251635133198135	30.173416102152967	29.994423255390885	30.004602000021144	30.432986623551415	29.948232614432502	29.905648282716683
30.50299721790276	30.252237351596314	30.17730165205574	29.9946958462434	30.007143622422763	30.434517204236347	29.94882383809547	29.905713015924086
30.511578809640007	30.255666937677596	30.178474098775972	29.99559936178803	30.008551255250886	30.43588182553322	29.950508733003954	29.908962700637506
30.513152871924863	30.255717860413547	30.180932617771226	29.996784582387853	30.008562858134805	30.4532054898957	29.95408682225176	29.909098846574313
30.52382457166355	30.257910081912712	30.183740202110744	29.996868565500417	30.009300864701366	30.453536963307826	29.958659646779033	29.910077330520288
30.525133507987817	30.263617913263214	30.19037223010436	29.99967487426983	30.011409632155804	30.453648983717674	29.959314274972893	29.9111252351741
30.527077849685874	30.26376893439782	30.190696581767504	30.000125835062256	30.011522642968472	30.459419430320082	29.962906913940312	29.913273238250447
30.52877600760074	30.265092650739916	30.193268344100733	30.001584660772558	30.012896749528565	30.462199496772865	29.96303932490299	29.914408364644963
30.53589353706192	30.271691220239116	30.196061511167088	30.002398367378287	30.015855354628446	30.465313003567616	29.964608863363754	29.91615671326405
30.53919170632631	30.27290984569781	30.197472873605495	30.00308945515928	30.01796837280405	30.465691916621005	29.965332098896898	29.92090451601237
30.540791734409318	30.274661758650282	30.19848480786461	30.005480965515225	30.018856690293433	30.467218620469787	29.967083559848778	29.9237828233505
30.551289386950423	30.275190303485505	30.20650955549734	30.01199521489883	30.01966460479119	30.468592924829494	29.96870350326184	29.9247500024369
30.552367556106425	30.275408286051782	30.209803774364154	30.012164909265373	30.02105735400106	30.46986614158487	29.968888782835776	29.924844125301142
30.55554587561506	30.275639212242705	30.210066157371244	30.013318448450523	30.02317037018939	30.47364603862532	29.96907505383348	29.927313435859645
30.562224572758815	30.277199062232782	30.210380684632653	30.019682834358097	30.0248604631419	30.48438334520918	29.971015614909383	29.927314845086677
30.56946841138515	30.2790957329039	30.21146401757877	30.021498073038007	30.025642313454206	30.486526203688904	29.97136728159906	29.930811972827673
30.573927092968496	30.27912313888315	30.212318526764257	30.023238247727207	30.025706527493142	30.49066540354874	29.9715774225783	29.931020318192136
30.575213704959133	30.280171885826032	30.21690762477939	30.023668309032374	30.02798921440727	30.491021890070975	29.971950531524723	29.93252138126529
30.575620615321807	30.287976421721662	30.218011725437936	30.0247517119955	30.02915881022018	30.493088213025967	29.9721974089724	29.932854114355138
30.57643857542365	30.2954275412744	30.21804767242476	30.025250406880694	30.03031987353704	30.500197747510413	29.97228459193596	29.935402459530895
30.577382181776784	30.298071223232494	30.219399942300768	30.026505225176095	30.03172416576616	30.501276162583995	29.972423684263795	29.936136693523128
30.577681027868728	30.298625119948653	30.22285526431927	30.030082426022183	30.034520046938248	30.507470929870895	29.972579775001414	29.936794009970882
30.581478247085375	30.300692389618565	30.223044333098095	30.030270631625083	30.0359984701434	30.508109437470466	29.973262035440115	29.937019835420354
30.588434328271376	30.301295970412717	30.22557849193585	30.034414645280233	30.037431136116382	30.50849591708915	29.973597927616822	29.937768287826792
30.592439483587246	30.30257477900041	30.225608601639344	30.0355146402191	30.039435970937603	30.512503494476597	29.973945110658914	29.938955453079423
30.596835931830967	30.30398988130229	30.22612871305908	30.03569390170452	30.041062380693823	30.513238860968986	29.975990389736385	29.93970423246596
30.601291188333008	30.3041522323704	30.227477147170276	30.040916132368796	30.041248666485156	30.51327085204078	29.979828961966287	29.941184216568793
30.60134696617213	30.304588864885616	30.229566632519983	30.044249075795747	30.04150865232969	30.515485167585737	29.98119686939753	29.944518838417956
30.61099880840552	30.306705712006345	30.231056309696132	30.044580549225937	30.041842233684694	30.517122653100515	29.98134971410797	29.945369427801836
30.614983462719753	30.30681688717547	30.240742848218666	30.045826272935116		30.517483558543283	29.982973004502256	29.945414538364084
30.62329463787909	30.307869038959083	30.24221859914345	30.04611925541994		30.520204962502632	29.984733015046935	29.945465226931404
30.630456532733604	30.307944360465505	30.24455823806311	30.046234802973597		30.521964604974855	29.98599579629843	29.945725821158128
30.63282164041564	30.30891437720585	30.245276177153087	30.04635145440971		30.523567767014423	29.986621537767885	29.946482867799425
30.63333432096295	30.309047681050437	30.245371867836667	30.046510652682834		30.523825829471946	29.994073371130234	29.94653875386642
30.634043501624774	30.31205707350652	30.248517328654216	30.047314589316738		30.53039238243833	29.994119881246032	29.947336783846886
30.6345509140967	30.312604186570262	30.250180850281357	30.04947178689529		30.53433315489459	29.994266807748044	29.948686658106112
30.641455468232664	30.312823929488697	30.253514923849384	30.05062279258247		30.534363062593805	29.9954308875278	29.951764100693534
30.642010378496714	30.31473100996437	30.254269850930033			30.534826067837297	29.99545759130345	29.952618441067116
30.643299973450862	30.316901771788345	30.2547507854219			30.53718992785955	29.997081138942374	29.95505631336733
30.644423323042204	30.318782875197392	30.25484202159604			30.5402181768485	29.998299811663276	29.956114709012553
