4g_2s_0.1m_0.01r_x174	4g_2s_0.1m_0.1r_x300	4g_2s_0m_0.01r_x300	3g_2s_0.1m_0.01r_x192	2g_2s_0.1m_0.01r_x235	4g_1s_0.1m_0.01r_x134	4g_2s_0.2m_0.01r_x300	4g_8s_0.1m_0.01r_x172	4g_4s_0.1m_0.01r_x176	5g_2s_0.1m_0.01r_x128	1g_2s_0.1m_0.01r_x299	4g_2s_0.1m_0.01r_x300	4g_8s_0.1m_0.01r_x172	4g_3s_0.1m_0.01r_x174
29.642916860844643	29.58280345711656	29.58325246138823	29.61910274395332	29.717652629289518	29.679055604580856	29.581262556922027	29.704111698787806	29.644996536924417	29.64648494108774	29.691426272656294	29.594842007233684	29.657538256571403	29.6520473092726
29.648489642272544	29.58354057963766	29.59087547162087	29.619327053467543	29.723977702575215	29.6835239040325	29.58325246138823	29.709550444839703	29.647601817805498	29.650628629876657	29.696978510810407	29.59490874508479	29.657780043940317	29.65439480932051
29.65167757141697	29.583540579637656	29.59490724582483	29.637306071111453	29.734373840706397	29.68447449845204	29.58488922363989	29.709658919260928	29.65633712655059	29.65455148468425	29.69763347772701	29.59520780555562	29.660232663700253	29.656452142947707
29.657224763517966	29.584639240678186	29.59490874508479	29.6378527087269	29.736674043238295	29.685101794837475	29.596540772847476	29.710606552679064	29.6578652296955	29.66151917606392	29.698516701074066	29.59551813901068	29.66215367099052	29.67127027650765
29.659446845902814	29.58464557741501	29.60002630410791	29.63885651945388	29.73888100187086	29.685432892905737	29.603113618019123	29.710697916257423	29.657882480744593	29.668744191416167	29.70563644096003	29.596648668307278	29.662362108685517	29.67295741351196
29.660456052955325	29.588207285082916	29.600432454084398	29.639341701965872	29.74177728911918	29.694055871218843	29.603522503439564	29.719804045378666	29.657895057756235	29.672076386612794	29.707051613285962	29.598952807542858	29.671200588540703	29.673431403563335
29.662324853137534	29.594351372931506	29.601205118114677	29.643491375827715	29.742671776002044	29.704582519939123	29.605916265213537	29.723344262371107	29.66052059329082	29.673269737722126	29.70758009250704	29.60209906533136	29.67343140356334	29.67510988980023
29.67129137363782	29.59810776121774	29.602474910091193	29.647082452321083	29.744821524586108	29.70563644096003	29.608586395315054	29.727766907625725	29.663633650567377	29.67399710682012	29.708916439402163	29.604360653529888	29.678148232768322	29.6827597025673
29.678998954431066	29.599223896738046	29.60434774982587	29.658832282045946	29.746599530937615	29.706711300255293	29.61061068475372	29.729304993317854	29.665937380206735	29.674466758975132	29.709357623285467	29.605916265213537	29.68126582591531	29.683781155882944
29.680582978508752	29.602546616218387	29.604963159637244	29.6617409332772	29.74683165106132	29.716233765363675	29.61384712167441	29.737028992888224	29.665962919662324	29.67516299689144	29.71160038289633	29.605916265213537	29.681729725059597	29.685375789457375
29.682573648017094	29.603782537270217	29.60565550440444	29.664102023480808	29.75066550808033	29.72458476301495	29.620553534611368	29.74144056381636	29.67426169362853	29.680582978508752	29.715257284722572	29.609594941914594	29.68427434059746	29.685970517490453
29.683253371908226	29.604714021014924	29.605916265213537	29.66946965450409	29.752023461249877	29.728480876040187	29.622561449073917	29.745245515037197	29.675992786971086	29.68455741813394	29.717750544225662	29.610186353561474	29.690010363955377	29.688621435333125
29.68678915658117	29.605381885613046	29.60687870376812	29.679077018363543	29.756224270033794	29.728619459005493	29.623094336236644	29.74589469669233	29.680582978508752	29.688222286048816	29.7363011923357	29.61061068475372	29.7018880300584	29.69274809127526
29.6869999159304	29.607400946062608	29.610253846820697	29.681901790693175	29.75752323043596	29.735714126169103	29.626717119245715	29.74798911766	29.689566905487283	29.694612197104366	29.740912484173627	29.611945678536145	29.711664317756103	29.696185328565605
29.688621435333125	29.61204407688708	29.613536706255015	29.685214074498482	29.75843681749266	29.736031696311073	29.627010781236965	29.751118708575905	29.691722365899633	29.69763347772701	29.74718259053281	29.613105142714836	29.72832945170734	29.696237180137476
29.69401299763105	29.612482532443895	29.615993523517357	29.68714134220404	29.760438631229682	29.737439485228357	29.629204357224335	29.752491184393293	29.69349973450356	29.699317055874776	29.76121603069639	29.61370932932975	29.73176275513145	29.69735767619194
29.694693308650248	29.61419033419392	29.616076175842334	29.68728803857899	29.76206674005289	29.737578427112222	29.630182910195064	29.75701659714758	29.696551618685728	29.704813924775042	29.761656224467146	29.61808431007296	29.73178267816049	29.701267706540307
29.694865594196948	29.614910721192008	29.617542284498903	29.692328023954715	29.768938134640884	29.739608203175635	29.634640580254995	29.76018174233992	29.70082648038811	29.70692386268333	29.762340891605067	29.622561449073917	29.732384288078276	29.702470879217728
29.69539447955768	29.617399050725467	29.618503663515156	29.692652485492253	29.774815138226124	29.745229291589666	29.636210252098273	29.76243643730465	29.70343495882688	29.71175214228047	29.772827993907054	29.62452962257162	29.740139060467353	29.706793983905197
29.696184580769387	29.618662415000102	29.62185379210095	29.69447281406792	29.775952833038403	29.749090873069925	29.636645483363147	29.765116487152845	29.70648397776571	29.714881463075997	29.77945230843042	29.624963128056493	29.741431589360875	29.710673303889337
29.700098238211826	29.6192686742273	29.622206785474365	29.694620893313477	29.776670517336484	29.75173226500317	29.639421416802584	29.77074616328116	29.71728560499683	29.715557343352707	29.785480706007935	29.627807202428283	29.74232648312172	29.713819047226437
29.701851841004483	29.625840615016294	29.622541674882093	29.69618458076938	29.778073506905073	29.751937360558852	29.640966364404168	29.773263046232778	29.7180395085839	29.719387020642163	29.78966072834001	29.632608778488756	29.74506388762319	29.716690633410966
29.710350532816815	29.626035018205577	29.622561449073917	29.696730976920445	29.779346745941606	29.752040337369472	29.641505810017343	29.775090572686466	29.720031785196234	29.72379947442377	29.793946605240514	29.634331154589937	29.75219035885851	29.718326091401803
29.714424477315287	29.626805805321666	29.622590865646174	29.698340800889575	29.78074422614674	29.75210166461724	29.643444144619266	29.782994934306924	29.723252412902664	29.72573826217561	29.795501426006908	29.637306071111446	29.7557565363616	29.7184859325662
29.71766060084697	29.629108886944984	29.622766581229204	29.71019900368308	29.78158452955782	29.754805038459505	29.643445561376726	29.783599316634128	29.72394419880681	29.72652682766759	29.803431482690492	29.63799302202689	29.76102495701449	29.719041391550874
29.72011832109986	29.630212148561327	29.624386215331626	29.710820951121026	29.781688446715336	29.755554473000053	29.64468816897424	29.78474356441262	29.727831831804515	29.7295479891089	29.808862996544764	29.64077077446964	29.76822249309598	29.719896735836453
29.724947626946594	29.632691745981607	29.62589361723558	29.712730358277106	29.784194092209617	29.756076701323074	29.645829602935862	29.78516652030406	29.73052000689573	29.732411344656636	29.809278619802203	29.643170071261036	29.76883728490148	29.724057894817197
29.72684177859572	29.63325039661119	29.628618651435158	29.71275569490836	29.7853190287924	29.7578154799985	29.645999252167023	29.78564641635598	29.73084302710571	29.735342799330994	29.811248725703148	29.648246196594062	29.76897049525011	29.72551521327896
29.72773343345358	29.63355903560311	29.628661615763278	29.713638769552606	29.785420748985747	29.762087372544705	29.646071326516957	29.798608505395453	29.738422604803795	29.73876125029804	29.81267390249759	29.648441929823083	29.77316986786346	29.725735125201727
29.730267205049575	29.639341701965876	29.632590016526457	29.715806819118168	29.785595136325014	29.76431729673111	29.64735683315368	29.805527573421685	29.73920941164537	29.739815703579087	29.817320776995544	29.652485530324185	29.774990608823554	29.72736950440303
29.732312493283807	29.64037437995989	29.632754837256034	29.716084489112554	29.788752037459112	29.766538619575766	29.648593839215845	29.805742930636082	29.739815703579087	29.74506388762319	29.823339346835542	29.653274891177787	29.776358124270246	29.731418959267316
29.733530159720033	29.641213155682617	29.635801846834465	29.718594245283416	29.78965843846833	29.76943228967545	29.6552052132103	29.80608712346771	29.741426938830543	29.745339700248785	29.828723926757977	29.65365657291964	29.778622231311363	29.73448500881778
29.735864183106667	29.642767889156513	29.636978148711236	29.718836333196894	29.79706162328405	29.77167515836507	29.659436869620286	29.806602594796153	29.745029618271978	29.746569892744585	29.828851865714487	29.654451265104363	29.78354126095172	29.738688345864613
29.736775557803924	29.64629838684558	29.64137359413831	29.72573826217561	29.801974602913756	29.773997920139877	29.65964588761606	29.807361188830725	29.74506388762319	29.748817196426042	29.84929586802153	29.658604779186096	29.78368374202795	29.743736943821826
29.738768592715303	29.64930382443978	29.643170071261036	29.729570349316145	29.806876770159448	29.777872303608746	29.660456052955325	29.810740008508287	29.74993379354815	29.749497470794356	29.84967989952553	29.662324853137534	29.785319028792404	29.745801370684767
29.745380805085418	29.649422094127758	29.646813392578437	29.731855185608765	29.811837672910592	29.779872043597273	29.660464532121917	29.814561986953382	29.752277034018146	29.749852387986888	29.856067800634456	29.662782962904046	29.78850403554767	29.74636214377101
29.74568398280104	29.65060070262867	29.647723854554457	29.73551234899786	29.817500111149645	29.78632040245276	29.665937380206735	29.814869560690262	29.753276111717234	29.749933793548145	29.85642780534035	29.663678997875365	29.794333413311378	29.746944885291676
29.747283494462724	29.65085782089084	29.64958556223578	29.739099168852647	29.8193973714307	29.786552025227387	29.666001301990487	29.815372059664423	29.756224270033794	29.761970911518663	29.856905755886945	29.66657002084542	29.7976077185242	29.747296525848817
29.74810918871646	29.65125299853313	29.650285183847377	29.741104735886392	29.821737417505986	29.788732277861754	29.667685730333176	29.8187618755301	29.756834199511395	29.76384576404409	29.861804213651645	29.667594990803224	29.797970604185508	29.748059273752848
29.749933793548145	29.651290199234605	29.653965725152112	29.74711317519519	29.822263714028338	29.791248759594886	29.668877115001624	29.82092040462333	29.76137116021578	29.76472787936072	29.86347109425974	29.671270276507634	29.801131583377803	29.74815411478677
29.751379550769073	29.651730229545546	29.654451265104363	29.752491184393296	29.823690292218917	29.793263647440334	29.66912883093326	29.827234919581432	29.76568076919809	29.767130786698715	29.876129808821286	29.67320198689154	29.80398074516414	29.749047081904507
29.758522989539028	29.652295793706443	29.655599939795437	29.75404251983696	29.82371513192537	29.794417488132325	29.671265731570195	29.829296233369913	29.76930331430414	29.767925208049654	29.880461683990127	29.673719627261477	29.80720850997883	29.74993379354815
29.759797948928345	29.65485755117043	29.66163530818903	29.759142005802826	29.825176053536516	29.799391980588446	29.672208101365094	29.831224410353848	29.76938153163851	29.76930331430414	29.88128034979961	29.673967999132152	29.80732146871202	29.756855643189752
29.76017791488781	29.65907590668017	29.663628093813053	29.759766199966048	29.82616278185195	29.80055427419858	29.68190484076665	29.833285581555646	29.771942821331052	29.771884391588486	29.882900054556224	29.67499047041276	29.80915076853298	29.759943412107454
29.761810553490516	29.660456052955325	29.663638172193796	29.761495930128522	29.82656978727284	29.800964401282844	29.682111126203786	29.842243255566622	29.778083516189646	29.77723260852993	29.88906450839661	29.682571979131975	29.8130951016062	29.762928524846508
29.763274514514332	29.661532334035776	29.66394984558602	29.764365273843485	29.831288519674636	29.803870532778063	29.68661901365178	29.84314430381496	29.77885338431671	29.779016797106504	29.893863719531176	29.682947705389587	29.813575997198015	29.763079123169994
29.76632877147261	29.662324853137534	29.66478973645936	29.76575854317503	29.832543790180818	29.805626360401796	29.686995777986976	29.845000789618844	29.77954585688527	29.784225024114825	29.895146274128095	29.68297104399722	29.81499656493731	29.76625119736998
29.76638416887049	29.663539447042297	29.665937380206735	29.767447195708293	29.83409859534049	29.812334676260125	29.688271191608816	29.846669250994324	29.781472973280504	29.785788838100924	29.897157550824588	29.68374658811444	29.815646707611673	29.76678485964512
29.767228278799482	29.6658353881769	29.66925378481726	29.767804086985684	29.835424701064888	29.813533054876512	29.688511330973665	29.848981750534215	29.790690359315008	29.79033279378884	29.89840450350847	29.684378746635588	29.817372035375104	29.77167515836507
29.770094102371285	29.665937380206735	29.669961188681825	29.77167515836507	29.83602614762428	29.81551408278186	29.690926314702974	29.850142331127934	29.79664910322924	29.794664208353783	29.900414185518507	29.684805757190485	29.819146574379907	29.772382156781504
29.77180510827252	29.667594990803224	29.67285541489465	29.77240769961084	29.839208126201626	29.81560438970634	29.693332093671213	29.854895076412394	29.798743021440256	29.79469584027225	29.901337511163778	29.685106477029603	29.825126453863152	29.772918020107948
29.773865552352117	29.669308397921313	29.6742451091954	29.77384956302982	29.841304944432682	29.815667462048673	29.69763347772701	29.855065990214218	29.80194664122581	29.7959812001666	29.910303000156404	29.6857621654347	29.827136023532532	29.77536105642899
29.777193458961392	29.669803107593005	29.675457991855076	29.7761445765768	29.842059895694252	29.818047953428625	29.6993060007122	29.855620482891165	29.80495891131288	29.797961023403097	29.931827696207364	29.68757399479803	29.829737657424353	29.776926561479154
29.783205949749895	29.67045172416069	29.676366561965654	29.776601615006992	29.849557152701884	29.819995724861347	29.702312740610406	29.856158047961323	29.807907904650904	29.79986451455292	29.933341790081094	29.68870412625536	29.832165830523824	29.777789119552807
29.783598140093034	29.672372700708596	29.680582978508752	29.776619004971295	29.853762056183957	29.820320164367438	29.704111698787802	29.856784568660398	29.80826480657182	29.80344128930154	29.93641978534437	29.688795865978143	29.833663427579946	29.777872303608746
29.7836303449436	29.675071679078588	29.68366273566371	29.777325188543593	29.854812287289544	29.827379641468045	29.7114189691919	29.856844345910467	29.80943687027077	29.80596684211405	29.939353962835867	29.68951096817614	29.834302441226477	29.777949384225646
29.78396184730994	29.680582978508752	29.685589705917092	29.777901793435777	29.85571542247275	29.827391302739755	29.711786841618668	29.858204878097492	29.810052736488085	29.809207376310532	29.94258397269507	29.68962112231658	29.83477838494218	29.77821177809272
29.784029441505925	29.681983264553217	29.687104919305202	29.785513223930977	29.858265000078113	29.830466914308108	29.711915625493234	29.85942953796597	29.813926787696523	29.81233319131855	29.943303564969337	29.69007226006707	29.836346362639535	29.77927158707463
29.78580510189409	29.68213167304986	29.69032789352665	29.788226189100847	29.859861602241438	29.833532068215145	29.713140907724284	29.859517033557072	29.81429079041829	29.81371810092853	29.94395730010569	29.69171434530539	29.838317797240222	29.782779314859777
29.787736532842853	29.682323848600806	29.694247565323128	29.79033279378884	29.865004876189076	29.836723671015196	29.713327258748453	29.86086887790877	29.81527305448215	29.813901230116244	29.944411872002	29.695089711018262	29.84048644456353	29.784535428697303
29.788524439561083	29.687573994798033	29.69757919473317	29.79137702036906	29.86678178788863	29.83702003024862	29.714036212352532	29.86115277728746	29.816590777115753	29.81953898744415	29.947679512681376	29.69763347772701	29.847569359401255	29.78589141758463
29.791209457339416	29.6882754422847	29.700807356773304	29.793988184086295	29.868815815679973	29.838026688831114	29.714075652013268	29.86167744661658	29.817962840500037	29.822998650302353	29.948347284563667	29.700615538915596	29.84889300716602	29.786126318780873
29.794333413311392	29.688781585421474	29.701035099639768	29.79484249617441	29.876043927430047	29.839096034697008	29.714080784405695	29.86608235640865	29.818024003175214	29.82421862552288	29.94874375712953	29.7023679490173	29.854376396660076	29.793165795030905
29.795507840337386	29.68879317162858	29.702251717804376	29.794891016636146	29.881732829591733	29.84472206669167	29.714107279148784	29.867515369550798	29.819835878567886	29.82488769496534	29.951526417873012	29.702372928573432	29.85908308375522	29.796314968710895
29.79633039053288	29.689141325849352	29.703818447233346	29.79668394309563	29.88514585219422	29.8477500653004	29.71967678135996	29.87152295917743	29.821846372198323	29.8253834469865	29.953759593528478	29.711173650174057	29.863121853741557	29.797436714536943
29.80398074516414	29.69595093980952	29.70597999164017	29.806361000262985	29.888187774614575	29.849510775868552	29.72739514868082	29.872376412247835	29.821849079033058	29.826386287865375	29.954907926754995	29.711516079465213	29.864026804394502	29.798416815771848
29.80433212413456	29.69618458076938	29.706140537458246	29.80712160069716	29.88849694285063	29.849744155370338	29.72828306161812	29.87698899144327	29.822051413319215	29.82734019054135	29.95800094187139	29.7124004080621	29.86667308199596	29.7984410989274
29.80749420167581	29.696417982465494	29.706372216838478	29.809732886714222	29.891805317904293	29.852739521326228	29.728283061618118	29.878561423609543	29.822796322807104	29.829191279769987	29.95922137010236	29.712892078376427	29.867973037607364	29.799403955393075
29.809036134726405	29.703669921244554	29.70973145133144	29.810424665778562	29.893815024317643	29.854599365796595	29.729712510783877	29.87887964108702	29.823920728804968	29.829453216027353	29.960991648984187	29.71452287566622	29.868965474369215	29.803042992236062
29.811437974923532	29.705078638588333	29.71069029749069	29.81281628638734	29.896488263793625	29.85904332752004	29.732087519991232	29.879536784448586	29.825052136510052	29.831157127850997	29.963510208236446	29.716820439117292	29.86966954042704	29.803870532778063
29.81444428310758	29.70800036731608	29.710814043028584	29.812897847911678	29.897620101469272	29.86109846065887	29.73446769401296	29.879809736136686	29.828046438352207	29.83371923756868	29.96484466834807	29.717525169220128	29.87152295917743	29.804873342867012
29.818742941467814	29.710296896197875	29.712019080730567	29.813588611818886	29.898498407346395	29.861218048098046	29.737868442813284	29.884922012562214	29.84568534005504	29.83494980593058	29.967237078688765	29.717753180860623	29.873539867652376	29.807323135597244
29.8194742226297	29.711600382896325	29.712127414535615	29.81578720584724	29.89930989147355	29.862183838471523	29.73806936975326	29.88722301389755	29.850080321708532	29.835021635785886	29.97173046477706	29.71791091179844	29.873558601493908	29.809528241142274
