hemming_distance	count
29	61064
30	59172
19	85
22	424
15	13
26	5850
24	1346
17	21
27	14143
28	33685
23	720
25	2661
20	154
21	261
18	73
13	3
10	1
16	14
14	8
11	1
12	1
--------------------------------
cluster	count	score
301	1	39.900750243069886
302	1	40.864777112407026
303	1	40.97795983912402
304	1	41.18039072944082
305	1	42.140059973991974
306	1	42.23251055724228
307	1	42.25518876488711
308	1	42.29011554456668
309	1	42.42140971712896
310	1	42.46639955996351
311	1	42.530277751989765
312	1	42.56059628086135
313	1	42.56341461109475
314	1	42.8360517398506
315	1	42.86777420228712
316	1	42.93069791229873
317	1	43.0709167495645
318	1	43.348135035422416
319	1	43.47076462727927
320	1	43.475187932843724
321	1	43.561769630394025
322	1	43.66018002577688
323	1	43.71343507261693
324	1	43.731351754705074
325	1	43.7537095592234
326	1	43.76612711148995
327	1	44.00261637757579
328	1	44.00375023226658
329	1	44.03450772614372
330	1	44.17777238088694
331	1	44.20339118828629
332	1	44.22215400437903
333	1	44.321199843389124
334	1	44.374329561569645
335	1	44.404170372676695
336	1	44.41643677121213
337	1	44.419419890682185
338	1	44.423284089891965
339	1	44.730110036173365
340	1	44.734089881116375
341	1	44.74812079119587
342	1	44.782959763534805
343	1	44.79205494841669
344	1	44.825344657836965
345	1	44.91219605005529
346	1	44.9148719862032
347	1	45.117666873540536
348	1	45.12654453945833
349	1	45.19143364698941
350	1	45.19615250742568
351	1	45.279895386628276
352	1	45.28469362184542
353	1	45.31632101005165
354	1	45.33067798018651
355	1	45.37653579118976
356	1	45.401724525658906
357	1	45.51703963071244
358	1	45.54224309528334
359	1	45.56073183611689
360	1	45.57512235378098
361	1	45.71705204018654
362	1	45.75023566286467
363	1	45.79925167364326
364	1	45.81995601239866
365	1	45.90723877510891
366	1	45.99266311070896
367	1	46.015388559191905
368	1	46.05839072032033
369	1	46.097434924967885
370	1	46.132512946360684
371	1	46.158332426157294
372	1	46.15934407473618
373	1	46.17753345187405
374	1	46.23803851471255
375	1	46.251650144321474
376	1	46.28984881816792
377	1	46.32847403490521
378	1	46.35014860001668
379	1	46.373131022234794
380	1	46.414623536695345
381	1	46.4457897049615
382	1	46.45039984070259
383	1	46.520989188067446
384	1	46.53198042565366
385	1	46.54812844950925
386	1	46.5693630980424
387	1	46.63007006089586
388	1	46.69750175923167
389	1	46.69791448534522
390	1	46.706998379113756
391	1	46.714736691522894
392	1	46.717899819736324
393	1	46.75854129558785
394	1	46.831818404416836
395	1	46.84670811068868
396	1	46.85431774029159
397	1	46.918586832505724
398	1	46.98538307002711
399	1	47.018916571878506
400	1	47.02152780505605
401	1	47.03238291487439
402	1	47.057685641933
403	1	47.11075019824187
404	1	47.12217203974466
405	1	47.13041602397441
406	1	47.134967801817915
407	1	47.19136200724696
408	1	47.2980083931986
409	1	47.30270151241403
410	1	47.382623409399415
411	1	47.41921962625727
412	1	47.540081426149236
413	1	47.5429059406552
414	1	47.545215387881385
415	1	47.546030500013416
416	1	47.603490142070214
417	1	47.62476527927205
418	1	47.62538414258016
419	1	47.6467274768829
420	1	47.662120541959936
421	1	47.712682098900316
422	1	47.74449813542091
423	1	47.755600028520945
424	1	47.75783795623686
425	1	47.75882445263855
426	1	47.78645202210392
427	1	47.849656155101826
428	1	47.91419756020117
429	1	47.931678560819414
430	1	47.940106792982476
431	1	47.968989207638415
432	1	48.02026370370036
433	1	48.02340423811802
434	1	48.094299185514124
435	1	48.131195304705926
436	1	48.132884369337816
437	1	48.164065758917225
438	1	48.177496626885464
439	1	48.181888203882615
440	1	48.215255782899824
441	1	48.23626861620158
442	1	48.27211153893743
443	1	48.28561444652832
444	1	48.308218279444304
445	1	48.33361407985526
446	1	48.351584561176914
447	1	48.36005292135895
448	1	48.39480258703788
449	1	48.41423436964022
450	1	48.415271516834025
451	1	48.41716811620566
452	1	48.48504293102664
453	1	48.492657276624314
454	1	48.493897449321906
455	1	48.49485723692175
456	1	48.516862851805826
457	1	48.53585118105748
458	1	48.55324756304266
459	1	48.59831467749058
460	1	48.62072972017448
461	1	48.64155373147578
462	1	48.66300621733486
463	1	48.699864657591895
464	1	48.72518939985832
465	1	48.750154460624756
466	1	48.765019282629204
467	1	48.771699664027224
468	1	48.804850338096514
469	1	48.847201945184324
470	1	48.87642907596341
471	1	48.882317774019995
472	1	48.96268958189283
473	1	48.96564189640445
474	1	48.96928570529193
475	1	48.97099404665635
476	1	49.02272970440391
477	1	49.028780702951934
478	1	49.07887775165774
479	1	49.14896031544604
480	1	49.15413711084836
481	1	49.177621093198226
482	1	49.2377187279089
483	1	49.24211902392611
484	1	49.277275960418294
485	1	49.31836016965215
486	1	49.458583280238976
487	1	49.50745568180516
488	1	49.55186728422431
489	1	49.565733084609114
490	1	49.57725559699847
491	1	49.66119096905952
492	1	49.700336310922545
493	1	49.71928515097739
494	1	49.74737336045769
495	1	49.79075694704407
496	1	49.8063054945436
497	1	49.83683807852506
498	1	49.85124818750649
499	1	49.91583560886521
500	1	49.92561433625478
501	1	49.95268660281487
502	1	49.98548027600725
503	1	49.99729660535998
504	1	50.047259248490754
505	1	50.093687400257366
506	1	50.10698011903065
507	1	50.20693711012542
508	1	50.24610156134414
509	1	50.38444798948245
510	1	50.42942925379128
511	1	50.48306025326171
512	1	50.483366254204014
513	1	50.52851184950327
514	1	50.55908697648701
515	1	50.57636776462576
516	1	50.6010921951121
517	1	50.62135885481543
518	1	50.6347546539854
519	1	50.70337946908503
520	1	50.70901305528556
521	1	50.7422390792085
522	1	50.841596865517126
523	1	50.94146444477838
524	1	50.98383761174916
525	1	51.00215616836138
526	1	51.01158399389495
527	1	51.03344954116931
528	1	51.04894025760441
529	1	51.0555352581198
530	1	51.058195806630586
531	1	51.103891022532586
532	1	51.207925965148384
533	1	51.2264538691633
534	1	51.24188953402963
535	1	51.24702091835442
536	1	51.25767916158419
537	1	51.34269270588916
538	1	51.34595841511838
539	1	51.42003602306212
540	1	51.45907356045997
541	1	51.47263062423821
542	1	51.48787958341561
543	1	51.557673800550205
544	1	51.57188982773172
545	1	51.61234102040976
546	1	51.641336210457204
547	1	51.65301474995162
548	1	51.739683305968796
549	1	51.7701623672293
550	1	51.844373798356216
551	1	51.859418110155865
552	1	51.86232105177292
553	1	51.99878614334592
554	1	52.0134218705582
555	1	52.15250978865562
556	1	52.209730254819675
557	1	52.32105807518268
558	1	52.34407653432693
559	1	52.52460817480848
560	1	52.564870707125436
561	1	52.584221239121504
562	1	52.60759597032267
563	1	52.74919459581396
564	1	52.78107668685242
565	1	52.80179389124328
566	1	52.82981555965989
567	1	52.89528552633406
568	1	52.933221101527685
569	1	52.95192626645311
570	1	52.978442041218834
571	1	52.995143349949586
572	1	52.99561288249775
573	1	53.01648297817131
574	1	53.11905130559242
575	1	53.187982601525334
576	1	53.367540240654435
577	1	53.60851411255156
578	1	53.747875511945566
579	1	53.77574110248358
580	1	53.90338449616018
581	1	54.175881576344
582	1	54.31142313827728
583	1	54.642941318471536
584	1	54.76589550582713
585	1	54.93238719125732
586	1	55.33230740366833
587	1	55.44027489869128
588	1	55.937971891619604
589	1	55.953747581328244
590	1	56.008895763550115
591	1	56.32544165726773
592	1	56.856431103098444
593	1	57.41039763725814
594	1	57.60158347617762
595	1	57.767545179149465
596	1	58.448086796676286
597	1	58.51547420871312
598	1	59.79265407845058
599	1	60.43339625730136
