name	optimizer_name	iterations	time_taken	best_score	mean_score	stdev_score	hardware_name	objective_name	corpus_name
2p_2c_Truepf	steepesthill	488	39.73698592185974	29.44150685287982	30.63433292503076	0.3360412813398752	ortho	100sfb + 6effort + 60pinky_ring + 60scissors_ortho + 60sfs + 20finger_0 + 20finger_9 + 18finger_1 + 18finger_8 + 15finger_2 + 15finger_7 + 12finger_3 + 12finger_6	en
4p_4c_Truepf	steepesthill	484	39.31343722343445	29.482377882945002	30.86649247463917	0.4179639344256802	ortho	100sfb + 6effort + 60pinky_ring + 60scissors_ortho + 60sfs + 20finger_0 + 20finger_9 + 18finger_1 + 18finger_8 + 15finger_2 + 15finger_7 + 12finger_3 + 12finger_6	en
4p_4c_Falsepf	steepesthill	505	39.70550322532654	29.43213519534152	30.81239477389821	0.4204466176175094	ortho	100sfb + 6effort + 60pinky_ring + 60scissors_ortho + 60sfs + 20finger_0 + 20finger_9 + 18finger_1 + 18finger_8 + 15finger_2 + 15finger_7 + 12finger_3 + 12finger_6	en
1p_1c_Falsepf	steepesthill	471	40.52648210525513	29.526789412528	30.46392499002234	0.24271738718635544	ortho	100sfb + 6effort + 60pinky_ring + 60scissors_ortho + 60sfs + 20finger_0 + 20finger_9 + 18finger_1 + 18finger_8 + 15finger_2 + 15finger_7 + 12finger_3 + 12finger_6	en
4p_1c_Truepf	steepesthill	500	40.76819705963135	29.609420476503633	30.85375068148879	0.4139142005486497	ortho	100sfb + 6effort + 60pinky_ring + 60scissors_ortho + 60sfs + 20finger_0 + 20finger_9 + 18finger_1 + 18finger_8 + 15finger_2 + 15finger_7 + 12finger_3 + 12finger_6	en
1p_4c_Truepf	steepesthill	452	41.20642304420471	29.526640691102354	30.520371988661346	0.2566182080245375	ortho	100sfb + 6effort + 60pinky_ring + 60scissors_ortho + 60sfs + 20finger_0 + 20finger_9 + 18finger_1 + 18finger_8 + 15finger_2 + 15finger_7 + 12finger_3 + 12finger_6	en
1p_1c_Truepf	steepesthill	463	39.72903323173523	29.51717119716078	30.500887504296085	0.26135294267396386	ortho	100sfb + 6effort + 60pinky_ring + 60scissors_ortho + 60sfs + 20finger_0 + 20finger_9 + 18finger_1 + 18finger_8 + 15finger_2 + 15finger_7 + 12finger_3 + 12finger_6	en
2p_1c_Truepf	steepesthill	486	39.85322380065918	29.446324080434138	30.608254063163564	0.3031294506070234	ortho	100sfb + 6effort + 60pinky_ring + 60scissors_ortho + 60sfs + 20finger_0 + 20finger_9 + 18finger_1 + 18finger_8 + 15finger_2 + 15finger_7 + 12finger_3 + 12finger_6	en
1p_2c_Truepf	steepesthill	461	40.780197620391846	29.596865850611223	30.479290117574074	0.2550081459665472	ortho	100sfb + 6effort + 60pinky_ring + 60scissors_ortho + 60sfs + 20finger_0 + 20finger_9 + 18finger_1 + 18finger_8 + 15finger_2 + 15finger_7 + 12finger_3 + 12finger_6	en
