greedyhill_gsa_True	annealing_gsa_False	greedyhill_gsa_False	annealing_gsa_True	steepesthill_gsa_False	steepesthill_gsa_True
29.79998509358319	30.197555643956658	29.911331884068193	30.133755772812428	30.456926708243405	30.185585896101443
29.803426134145173	30.199439530280305	29.91189205402887	30.13446032018544	30.467322031226587	30.18674430838656
29.80531160660042	30.202082365945845	29.912116975598032	30.138012030076034	30.474895555939895	30.19312662076608
29.806548562665963	30.206064121178372	29.91362005324641	30.139956035564566	30.475119919439024	30.200556886722254
29.8115808145789	30.206717529708506	29.91630926200804	30.144074726755292	30.476073314070803	30.203666344174252
29.81205830195472	30.20856900036167	29.91968566466128	30.144489998391407	30.482908964792475	30.204068323826903
29.81307514267764	30.21084974074396	29.920900598422058	30.147465199418036	30.48840136297854	30.205482371948758
29.81397465598786	30.211350659445433	29.923896024791663	30.14883334508472	30.490710108177872	30.205838313500006
29.817431371126837	30.215089033364205	29.92466361287458	30.149257946397807	30.49766106778303	30.21086971553308
29.81786561097668	30.22144520839795	29.925085929961476	30.149931806700287	30.498307470705903	30.211225013419345
29.819816588802343	30.224661062271434	29.925430954557676	30.1559052269523	30.499558310252652	30.21511874990922
29.82066456642931	30.225215194212776	29.926172740497144	30.161471349868037	30.505929378024295	30.223657565568647
29.82259573422318	30.23202818652247	29.927838641285348	30.165155416458003	30.506045835200403	30.225350731137613
29.82457778530644	30.232031517120863	29.931247085438166	30.16579584967903	30.508373916065512	30.22596266016988
29.82533848619947	30.233703826911217	29.932403104725225	30.17154349001731	30.512372109714768	30.23334821446501
29.825895885372816	30.235480321639457	29.932788725691267	30.17209298111276	30.512868528932007	30.236471356575134
29.82747969020074	30.23667056012719	29.934519083375974	30.17663945456267	30.51374745302803	30.23925787427412
29.82783616408625	30.238577171473686	29.93744613594167	30.17856330783213	30.51834598275086	30.239838464411285
29.827871856051175	30.239194158237062	29.93904802287391	30.181133570344855	30.52816861889658	30.243632679411853
29.829301956814543	30.24114861425494	29.93981764395139	30.18272843671153	30.53412197605596	30.257312751330943
29.829788463501515	30.242122340305478	29.942797130127722	30.183129743740157	30.53489466279177	30.25794636646123
29.832811759845676	30.243238100645847	29.94757254219698	30.1837222639474	30.53934379182934	30.258313106111057
29.835629917551035	30.243772413654632	29.951122910815524	30.18697677646829	30.539968863343994	30.258921426812826
29.83783879996649	30.246916889796744	29.951589315820602	30.18991500936524	30.54393308655722	30.262816401366532
29.838121171491938	30.24716451219548	29.95386311807483	30.19000633883938	30.547689711601972	30.264376513584526
29.83814294124083	30.2523132484881	29.957207894471107	30.193059322835236	30.551069028534286	30.26800968601374
29.838728031166	30.252360952622965	29.95771332196794	30.193230544239185	30.551429380729115	30.273175946724834
29.839244905909553	30.252396208538684	29.961307628196657	30.201893956921612	30.55734632543608	30.275868962984042
29.8404316194998	30.254349738478737	29.96355349813402	30.202965651797477	30.558021106729946	30.276702578292735
29.840452640142434	30.25934879961138	29.964639655347224	30.20405083549762	30.558987204065442	30.278535171384327
29.84105950459628	30.265344493613227	29.96544886709125	30.209685201800216	30.563271010054756	30.279257349512033
29.841621397069883	30.27414617781973	29.966517664531857	30.210949846626473	30.565775491711936	30.286308321997375
29.842544938814257	30.27634019712178	29.976283394378154	30.21459008539651	30.578560757783933	30.29400985886866
29.842707791803505	30.27702798397634	29.977055543249357	30.218318434881226	30.578995838632675	30.29404111961688
29.843523556395212	30.278306965163498	29.977580992126576	30.220748263210883	30.583215516181685	30.29506126679704
29.845818838899444	30.27854495217146	29.97795852237097	30.223530288614544	30.583529258939052	30.298370993065763
29.845854375414113	30.28493611145508	29.9790830494701	30.224696483201292	30.58789457350037	30.29840031678921
29.846038012591254	30.285494516458016	29.979167584731698	30.233859404598796	30.58897424232765	30.300389331644936
29.848242350718188	30.28746169307238	29.981690882426097	30.233900353727083	30.59413985428774	30.30176415484958
29.849295868021535	30.289677715326334	29.981773063706132	30.243415064728495	30.595206941719503	30.303976550606688
29.8495581483166	30.290427115299757	29.981862553111387	30.248449876376498	30.59701942553363	30.30994196932805
29.84987266423093	30.2910242599051	29.98186902776722	30.248618767105594	30.597947806460375	30.315103329224012
29.85268440367705	30.291413866432414	29.98411304319889	30.24885384162038	30.600035899039156	30.320862682131313
29.854717051205068	30.291426149581724	29.984912560518307	30.250091247385328	30.60707100104328	30.321665438345985
29.854857571304233	30.291509709224947	29.985622325887217	30.25031610431925	30.6112368703798	30.32345612355514
29.85529325796501	30.29274878010891	29.988271727168257	30.250629271597813	30.61413830991326	30.324778314872614
29.85755236253102	30.29350266228474	29.99038062403457	30.254513553777553	30.619838914625245	30.32724731242408
29.85833337832911	30.301555062841445	29.99190504484383	30.25513411365049	30.62100234663363	30.332526338890826
29.858500994363567	30.303240659267587	29.992817599229397	30.255253457972707	30.62283148299825	30.335307322908783
29.859684039935352	30.303422281572313	29.99603869367666	30.257312751330943	30.622860250391305	30.33682015986836
29.860865000732247	30.3046670264647	29.997318964294504	30.259030156322464	30.627587758191016	30.35090182200556
29.862866662544985	30.305747016190978	29.99780662053827	30.26382863754489	30.633897452651166	30.359028986648998
29.863934028596944	30.308450153860193	29.99829572183868	30.26684647756673	30.639207479365126	30.368591170996126
29.864041003826912	30.308805623287103	30.001615512336958	30.267865370872272	30.640025736909685	30.372118878021375
29.864531131580804	30.311825383843637	30.001900579508387	30.268076010583822	30.64026754675103	30.37294185324413
29.86591446040168	30.31186524919669	30.00196792631919	30.268774320793334	30.64613893777878	30.373960920331736
29.866491866755748	30.313123893241965	30.00199355865456	30.26950809716975	30.647309301049603	30.375359540220963
29.866913044569657	30.313185931049908	30.002935263079017	30.272124472690034	30.64976803241862	30.376146496583374
29.86899436724115	30.31602355620411	30.00414691062933	30.273179174640106	30.655654790101067	30.378955480708463
29.86928385451817	30.31607179218562	30.004797085135376	30.27430871535368	30.65605549759557	30.380223401764823
29.86929819605868	30.316543183947385	30.005034536714902	30.27492502568508	30.657063139371807	30.381686636017605
29.870948364130932	30.318471337900007	30.005095157289666	30.276312123089284	30.66045816834089	30.38708391780232
29.87127945538687	30.318559940188884	30.00623444496456	30.277372989755236	30.660749888649637	30.387590292549984
29.872363406564737	30.321778063929674	30.008918962198745	30.278406384861263	30.664662710105436	30.389385431671606
29.872572421619996	30.32580247083104	30.00934447392935	30.280737230126363	30.667121305797757	30.39227476973982
29.873560635955172	30.32661679413855	30.010474813363185	30.28087182112478	30.66875129642326	30.394551586764404
29.87567221450987	30.329198607844706	30.01220408238265	30.282861057636623	30.669416757135295	30.397299294686064
29.87772599948031	30.329455884659595	30.013719000304466	30.285937770767262	30.671010999450377	30.397470051033057
29.87896585152248	30.329768015367605	30.01564026233828	30.29385258265675	30.673172261207718	30.399071070110185
29.879418378947445	30.332395792010075	30.016431446226537	30.29643563088708	30.684383482554566	30.400291647770224
29.88052272113012	30.333806916936055	30.016705478324372	30.297849884651786	30.684546079565017	30.400530005919762
29.880973771117702	30.33794460646017	30.017479675507225	30.299412207356465	30.685834189488354	30.401703526102406
29.883074502626275	30.34019238436247	30.017934321097215	30.300146740649147	30.68606509931419	30.403662901445163
29.883270058790615	30.340725243465595	30.018261181139323	30.300613710591982	30.69034952335268	30.4053596245875
29.884837616975137	30.341683901882377	30.01836908933407	30.303229505985417	30.692416715900425	30.406738283888036
29.885388649981664	30.342641358564308	30.020390953081257	30.306614254064524	30.69274544245537	30.40719247040387
29.887461207121902	30.343078001473376	30.02693727596707	30.307429875147943	30.696731909032692	30.408991296746496
29.88853419572015	30.344260296446105	30.02696871794515	30.309103842039374	30.699132689874858	30.41176502591824
29.8897584625484	30.34475652818769	30.027534774664502	30.310208826481315	30.699676229522744	30.412166177904506
29.894597350301193	30.345421259956282	30.02837126793045	30.31032883409097	30.709712475602835	30.414337481412122
29.894995856644705	30.345865109318563	30.028520132678008	30.312992026067455	30.710039994492938	30.415869679348912
29.896265504865184	30.347553106774882	30.028571049268955	30.315392432975788	30.71305245154899	30.4215511171628
29.8981851028326		30.029379004349668	30.320517069034462	30.71391835028259	30.422236034637116
29.90038194923452		30.030064130295127	30.32164733510134	30.715660232343097	
29.900440155495804		30.0306941276951		30.718116907545074	
29.90240940650694		30.031437487670537		30.718759841205518	
29.902732613448478		30.031464192982984		30.72164085087693	
29.90377285123925		30.03178686795864		30.729268963532217	
29.904310252817424		30.03277973482299		30.731624829089114	
29.90442146968407		30.03710069557065		30.74145074753238	
29.90479039542764		30.037266442428944		30.74205408394868	
29.905243060314444		30.040301289649324		30.749584637653566	
29.908231757497745		30.040533372716073		30.750442465390236	
29.908991700218042		30.040587011442653		30.755877298383602	
29.9099233696412		30.041453300871222		30.757792307210813	
29.910906134066867		30.041520218884166		30.764417108758586	
29.91497380929045		30.04193437927652		30.766418004952556	
29.91541832170509		30.043659861115852		30.774900319767696	
29.91601397888355		30.04414955474747		30.776327956117687	
29.916744117148134		30.04487488148865		30.776932297585176	
29.917689156622515		30.045421986660383		30.777497659468494	
29.92052952856043		30.046833006600014		30.781418493011337	
29.92054426376046		30.046892823537448		30.78307401251265	
29.920595817670872		30.047647236640806		30.784482121043595	
29.922018543190894		30.047837071697558		30.788708113087278	
29.92208078932183		30.049581717619457		30.789165928266367	
29.923502495405227		30.04988906816508		30.789408847148348	
29.92412100323314		30.050366343174833		30.79574256549166	
29.924293361651273		30.0527670278531		30.795966970132984	
29.925048815010665		30.053696842631812		30.798518393993824	
29.92703569930961		30.0536995361054		30.7990842474369	
29.9270424165859		30.053784566088915		30.801564184257415	
29.92706861899038		30.05690243702049		30.806143644883136	
29.929304871431697		30.057095887845747		30.80870390252758	
29.92987353944753		30.058021570079784		30.81049150867023	
29.92995159713572		30.05871454966401		30.812445257108813	
29.932024369236732		30.059141470129354		30.814136358472055	
29.93202436923673		30.06021791819145		30.815267001400272	
29.932333755909408		30.060552922721264		30.81897628552897	
29.93360835014068		30.06105565256073		30.823158967645604	
29.933691115070292		30.061415924908683		30.82420689986457	
29.933867892698828		30.06406597964147		30.824405532634113	
29.935261113756326		30.064564981911847		30.825346369883743	
29.93526711335253		30.065000635692826		30.82841559408577	
29.936519894800618		30.068377885103708		30.83006765815479	
29.93719411097446		30.068526963766217		30.833810179034995	
29.93934911291087		30.068693889146477		30.834651454092874	
29.940235845097085		30.06969912251909		30.838398698619443	
29.94043669224184		30.069741100756712		30.84183246915765	
29.94051012106661		30.069843998143195		30.843192307922806	
29.942047723568045		30.07019235456537		30.84413300248585	
29.942816795141113		30.07030960677931		30.845842145929105	
29.943678486561474		30.070338310925763		30.85164365723209	
29.945081858882617		30.070369587960514		30.85297571237677	
29.947744977096978		30.073732679800855		30.8565082754803	
29.948641766317174		30.07414704565746		30.85661899240509	
29.949861171421656		30.07478880601576		30.858606437806944	
29.950668025035398		30.075152041698495		30.86924312905219	
29.952637843001035		30.075758133860678		30.870153781150705	
29.952872273024237		30.075853378666878		30.871467638706704	
29.95386311807483		30.076243515677287		30.873114766195904	
29.955256672598015		30.076309457355112		30.87367228216007	
29.956487319147545		30.076745020921283			
29.957376607212435		30.07730008428214			
29.9579258255982		30.079611263553403			
29.958284486009987		30.081219398971015			
29.95878546159264		30.085627093786915			
29.95956883966207		30.08729627232963			
29.95964557546791		30.087427829825444			
29.95971435632618		30.08840021569106			
29.95975005941501		30.089280027535796			
29.960314922232392		30.089705236833062			
29.962555860734497		30.0916009266664			
29.962906913940312		30.091831490326364			
29.963566108450713		30.09332219898557			
29.96363175354459		30.093489276886196			
29.96372322563328		30.094041792201107			
29.964069733749184		30.09416252638415			
29.96514626254894		30.09492774915018			
29.965515898097486		30.096072893969662			
29.96554760003605		30.096540675190507			
29.965709618229162		30.098003662399964			
29.966047600842757		30.09861566813158			
29.966353719208744		30.099292568518997			
29.96685741091909		30.099600733265117			
29.967270439631797		30.100250461741208			
29.969093043874903		30.101816490512263			
29.970153450040613		30.104033688436818			
29.97023850766512		30.10481957512908			
29.97068256335865		30.106115404630316			
29.970815275745665		30.107214293160073			
29.971199454212176		30.10732030703736			
29.9721343751011		30.107546236772354			
29.973823743966268		30.109853687220806			
29.974050911799143		30.110066731701767			
29.97420843433592		30.110460674653726			
29.97575497712521		30.11046844137477			
29.977276886141038		30.11062816599032			
29.977596332604932		30.11131117272158			
29.978160819499532		30.11132688632855			
29.97848750228842		30.11171209873028			
29.97967203259832		30.112123526949787			
29.981279197740243		30.113544355606596			
29.984914960220173		30.113775910891597			
29.985298264670682		30.116212643188014			
29.985545711300166		30.11649911043375			
29.985554095062586		30.11709084445006			
29.98640815525014		30.117912860346827			
29.986493430560785		30.11794111278813			
29.986977812056896		30.118156121741194			
29.987361980665174		30.118870544685922			
29.987524842839065		30.119570495501478			
29.98811511672607		30.120072861573444			
29.989223735649837		30.121003309018498			
29.989435977640547		30.12211250755633			
29.98981735328038		30.12284406384576			
29.990377670721077		30.12299716130522			
29.99187191343924		30.12390016198105			
29.99195406895013		30.124586245217035			
29.99311230957823		30.124865743600463			
29.99409932790354		30.125300728834915			
29.99677970026633		30.125564829534834			
29.997172808825738		30.125673546423375			
29.997479995953626		30.126169076821327			
29.997557038928186		30.126286422318724			
29.998335412284153		30.12639411231035			
29.998788801992802		30.12639674837176			
29.998840483276716		30.126856206269853			
30.00106499044071		30.12891248604005			
30.001128269324685		30.12925509498639			
30.001441731163524		30.13015075867851			
30.001617795351418		30.130204281253747			
30.002445675045834		30.13069910653892			
30.003667222963184		30.132944861451605			
30.0039427801075		30.133500136047456			
30.004308891777654		30.134637568553835			
30.004658362034668		30.13500315743337			
30.00533401080011		30.136190081729573			
30.00667819801301		30.136854128362007			
30.00950443313242		30.13701901176981			
30.010646579852114		30.137533392305194			
30.011880019810935		30.13876959165989			
30.014121998660826		30.140470085308916			
30.01527247025833		30.142877056513587			
30.016046103259473		30.143300779137153			
30.01629375211889		30.14424649224327			
30.017824283885965		30.14433107678972			
30.018061351349704		30.14557477739313			
30.018471231123677		30.14572315000135			
30.018483983993445		30.146205603560134			
30.01859123406325		30.147762752474907			
30.02041263466611		30.147890907880495			
30.02091216904367		30.14807191971473			
30.022074391453582		30.148436229543105			
30.02235117399379		30.148629801431998			
30.02275736491069		30.150615578426173			
30.023145895001736		30.150848772805954			
30.02405114625423		30.151358368520185			
30.024422100500324		30.151574897000923			
30.02457306697918		30.15324646960169			
30.02508820673475		30.15327207674944			
30.025468028671547		30.15353486777223			
30.025928247024424		30.15383417450648			
30.026354240524483		30.155194956015528			
30.02801101226364		30.157465670171653			
30.028138649054924		30.157636086309672			
30.02830773063911		30.158705144397445			
30.030861197934758		30.16014636711645			
30.032539097057352		30.160265449237762			
30.03332808022285		30.160914547658418			
30.033885974981466		30.16132234248038			
30.033976716981414		30.16223170614032			
30.03408731840028		30.164013664029714			
30.035539658696283		30.164101544092897			
30.036331507483062		30.16416853515028			
30.03640996516519		30.164169133668416			
30.03808302218888		30.16449925315043			
30.038480780997386		30.164538566959592			
30.03868990272372		30.16471933832345			
30.039253440167414		30.165835883345263			
30.04014165033326		30.165897507383875			
30.040632809981215		30.16834711693639			
30.04115668774108		30.168688153603377			
30.041181520337286		30.16877101515565			
30.041242924929534		30.16917968676166			
30.041684154806		30.169758870392606			
30.041915282296422		30.169824730035337			
30.04207126815008		30.17109913001115			
30.04247896748029		30.171491766808323			
30.042496915107762		30.171948825658284			
30.042510966619467		30.172488721893338			
30.043135823207134		30.172605039396156			
30.043519483083735		30.17274485467042			
30.044078156482822		30.17323218040604			
30.044437815721288		30.17324696836247			
30.04497419678209		30.173390362781596			
30.046691376169974		30.17576481806271			
30.047159993142614		30.176055356335183			
30.047337214231227		30.176328528150634			
30.04766367691071		30.17689684391272			
30.04790269576304		30.17816490484692			
30.048481906920603		30.178831502315457			
30.04893552634071		30.179008652679038			
30.049820943349594		30.179975011674898			
30.05058577717713		30.180325013436097			
30.05072275587572		30.180444037331775			
30.051008031297076		30.1807275652637			
30.051448147093325		30.180987067678586			
30.051851261905334		30.181346562589077			
30.05286702195621		30.18236527278214			
30.05345128361802		30.182389074621714			
30.054687511712984		30.182547924123742			
30.05477227847053		30.183572117366666			
30.05508340905084		30.183858827306047			
30.055630173824095		30.184048216991144			
30.055994215497897		30.18463037396616			
30.056134015261275		30.184766087813202			
30.057318301999253		30.18551602137235			
30.057615238321		30.185671012416513			
30.057691368453177		30.185713905358448			
30.05840662246723		30.186561764219896			
30.058551347292145		30.18715614295356			
