optimizer_name	batch_name	seed_id	step	score
steepesthill	batch_2_of_5_with_2	0	0	50.87364860821074
steepesthill	batch_2_of_5_with_2	0	0	45.937057971965345
steepesthill	batch_2_of_5_with_2	0	0	43.49786824113846
steepesthill	batch_2_of_5_with_2	0	1	43.49786824113846
steepesthill	batch_2_of_5_with_2	0	1	40.879889265674144
steepesthill	batch_2_of_5_with_2	0	1	39.120221737548185
steepesthill	batch_2_of_5_with_2	0	2	39.120221737548185
steepesthill	batch_2_of_5_with_2	0	2	37.28223172861158
steepesthill	batch_2_of_5_with_2	0	2	36.709030541172126
steepesthill	batch_2_of_5_with_2	0	3	36.709030541172126
steepesthill	batch_2_of_5_with_2	0	3	35.69245074440116
steepesthill	batch_2_of_5_with_2	0	3	35.59301239354446
steepesthill	batch_2_of_5_with_2	0	4	35.59301239354446
steepesthill	batch_2_of_5_with_2	0	4	34.854296586846296
steepesthill	batch_2_of_5_with_2	0	4	34.854296586846296
steepesthill	batch_2_of_5_with_2	0	5	34.854296586846296
steepesthill	batch_2_of_5_with_2	0	5	34.20148675312396
steepesthill	batch_2_of_5_with_2	0	5	34.147895221597665
steepesthill	batch_2_of_5_with_2	0	6	34.147895221597665
steepesthill	batch_2_of_5_with_2	0	6	33.46623331373788
steepesthill	batch_2_of_5_with_2	0	6	33.46623331373788
steepesthill	batch_2_of_5_with_2	0	7	33.46623331373788
steepesthill	batch_2_of_5_with_2	0	7	32.91773710649929
steepesthill	batch_2_of_5_with_2	0	7	32.91773710649929
steepesthill	batch_2_of_5_with_2	0	8	32.91773710649929
steepesthill	batch_2_of_5_with_2	0	8	32.1309886893469
steepesthill	batch_2_of_5_with_2	0	8	32.1309886893469
steepesthill	batch_2_of_5_with_2	0	9	32.1309886893469
steepesthill	batch_2_of_5_with_2	0	9	31.573898826234167
steepesthill	batch_2_of_5_with_2	0	9	31.573898826234167
steepesthill	batch_2_of_5_with_2	0	10	31.573898826234167
steepesthill	batch_2_of_5_with_2	0	10	31.146450478361263
steepesthill	batch_2_of_5_with_2	0	10	31.146450478361263
steepesthill	batch_2_of_5_with_2	0	11	31.146450478361263
steepesthill	batch_2_of_5_with_2	0	11	30.997479921870088
steepesthill	batch_2_of_5_with_2	0	11	30.997479921870088
steepesthill	batch_2_of_5_with_2	0	12	30.997479921870088
steepesthill	batch_2_of_5_with_2	0	12	30.85048008255646
steepesthill	batch_2_of_5_with_2	0	12	30.85048008255646
steepesthill	batch_2_of_5_with_2	0	13	30.85048008255646
steepesthill	batch_2_of_5_with_2	0	13	30.723638197929127
steepesthill	batch_2_of_5_with_2	0	13	30.723638197929127
steepesthill	batch_2_of_5_with_2	0	14	30.723638197929127
steepesthill	batch_2_of_5_with_2	0	14	30.601324044443547
steepesthill	batch_2_of_5_with_2	0	14	30.601324044443547
steepesthill	batch_2_of_5_with_2	0	15	30.601324044443547
steepesthill	batch_2_of_5_with_2	0	15	30.528876594123457
steepesthill	batch_2_of_5_with_2	0	15	30.528876594123457
steepesthill	batch_2_of_5_with_2	0	16	30.528876594123457
steepesthill	batch_2_of_5_with_2	0	16	30.394056629934237
steepesthill	batch_2_of_5_with_2	0	16	30.394056629934237
steepesthill	batch_2_of_5_with_2	0	17	30.394056629934237
steepesthill	batch_2_of_5_with_2	0	17	30.394056629934237
steepesthill	batch_2_of_5_with_2	0	17	30.394056629934237
steepesthill	batch_2_of_5_with_2	1	0	50.486552924522826
steepesthill	batch_2_of_5_with_2	1	0	44.21621162288025
steepesthill	batch_2_of_5_with_2	1	0	40.80563920052305
steepesthill	batch_2_of_5_with_2	1	1	40.80563920052305
steepesthill	batch_2_of_5_with_2	1	1	38.34757086789647
steepesthill	batch_2_of_5_with_2	1	1	37.69083013631828
steepesthill	batch_2_of_5_with_2	1	2	37.69083013631828
steepesthill	batch_2_of_5_with_2	1	2	36.449044876467106
steepesthill	batch_2_of_5_with_2	1	2	36.26565538789124
steepesthill	batch_2_of_5_with_2	1	3	36.26565538789124
steepesthill	batch_2_of_5_with_2	1	3	35.098393689129395
steepesthill	batch_2_of_5_with_2	1	3	34.82724633766162
steepesthill	batch_2_of_5_with_2	1	4	34.82724633766162
steepesthill	batch_2_of_5_with_2	1	4	33.84198286740541
steepesthill	batch_2_of_5_with_2	1	4	33.84198286740541
steepesthill	batch_2_of_5_with_2	1	5	33.84198286740541
steepesthill	batch_2_of_5_with_2	1	5	32.96424890282391
steepesthill	batch_2_of_5_with_2	1	5	32.838376366526504
steepesthill	batch_2_of_5_with_2	1	6	32.838376366526504
steepesthill	batch_2_of_5_with_2	1	6	32.141996841684836
steepesthill	batch_2_of_5_with_2	1	6	32.034101046556195
steepesthill	batch_2_of_5_with_2	1	7	32.034101046556195
steepesthill	batch_2_of_5_with_2	1	7	31.590039277990943
steepesthill	batch_2_of_5_with_2	1	7	31.590039277990943
steepesthill	batch_2_of_5_with_2	1	8	31.590039277990943
steepesthill	batch_2_of_5_with_2	1	8	31.27831873892784
steepesthill	batch_2_of_5_with_2	1	8	31.27831873892784
steepesthill	batch_2_of_5_with_2	1	9	31.27831873892784
steepesthill	batch_2_of_5_with_2	1	9	31.074770151743863
steepesthill	batch_2_of_5_with_2	1	9	31.074770151743863
steepesthill	batch_2_of_5_with_2	1	10	31.074770151743863
steepesthill	batch_2_of_5_with_2	1	10	30.94809645578549
steepesthill	batch_2_of_5_with_2	1	10	30.94809645578549
steepesthill	batch_2_of_5_with_2	1	11	30.94809645578549
