x10_False_4p_1c_0.0001t	x40_True_4p_1c_0.0001t	x10_True_4p_1c_0.001t	x10_True_2p_1c_0.0001t	x10_True_4p_1c_0.0001t	x20_True_4p_1c_0.0001t	x10_True_4p_4c_0.0001t	x10_True_8p_1c_0.0001t	x10_False_1p_1c_0.0001t	x5_True_4p_1c_0.0001t	x10_True_4p_1c_1e-05t
29.727862395045214	29.711048823544612	29.929277291667383	29.92088985208596	29.751565330750797	29.751675410897793	29.739202912363368	29.779712717878468	30.42205264543286	29.767500731357835	29.717709715569313
29.728334820580944	29.71157430403754	29.929658681519086	29.922231428956405	29.75178351197502	29.75421947439697	29.741666205556058	29.78050590001968	30.42283891170861	29.771659868329223	29.71791632137463
29.729781340394275	29.712779358165886	29.931680169814697	29.92246529305337	29.752941727254886	29.755014728665085	29.74272156971832	29.780759392856368	30.424194065252	29.771852758360318	29.719959866097494
29.729910555048242	29.714113495717804	29.93455177963869	29.922939891280294	29.754537882754164	29.756202072171114	29.745602289126367	29.783772680956364	30.426749701211058	29.77186019581723	29.720410951187567
29.730235481094855	29.714705855626313	29.940015341509636	29.92348240588187	29.7545735357887	29.760314426846392	29.74577278499803	29.78538475174076	30.427251513465528	29.775084006690822	29.72128530346554
29.731955010243148	29.714759668730526	29.940477899047572	29.92666385406052	29.755539380783684	29.762489055347604	29.74634266640343	29.786720531549626	30.42896941465068	29.77603675789113	29.723421752472067
29.732299253104024	29.71536486118383	29.941031986295076	29.926785533391833	29.756094385818443	29.764707743591025	29.749576480473927	29.78707508448106	30.42988323549653	29.77626692690626	29.724929431519612
29.732989217605517	29.715404580714015	29.94178099449679	29.926943084043522	29.756932235774787	29.765164902330675	29.74959974203294	29.789316126873544	30.432629252043675	29.78048202222524	29.726164735531803
29.73418960961974	29.715530456980446	29.94343213281842	29.928321688096098	29.75765517800772	29.76945386998951	29.74960935759372	29.791164874294317	30.433245323131096	29.781820293987757	29.72747364209213
29.73572921344817	29.718898311668966	29.94506277783198	29.92854390447019	29.758041619277034	29.771014441642258	29.74993379354815	29.791653437539377	30.435495511845136	29.783172838579134	29.727558204231677
29.73587709437821	29.719340895822253	29.945263737931544	29.929210798576207	29.758412209172704	29.77265968227702	29.75004291885571	29.794840005692777	30.435771902519836	29.784151038448265	29.729508352323542
29.73863992207106	29.72003839013577	29.945381059357324	29.930532029604805	29.760541569916583	29.77303103875728	29.75085060498033	29.79774919152331	30.437362782189773	29.785323433760365	29.730111305707155
29.739015121158285	29.723976849883137	29.946769468516862	29.93069790021036	29.760722612022377	29.773043559208666	29.751685304619993	29.799902083313345	30.43808061190397	29.787413742353994	29.73034843436476
29.739413790773717	29.724244339032886	29.94896341150286	29.93077335220574	29.762958504558544	29.773160729441777	29.75232162925967	29.800380410176974	30.438857472524237	29.791004955844148	29.73061314694196
29.74357601521274	29.724295568816856	29.95113155772208	29.93161063095114	29.764190579380312	29.775273026336677	29.75467604804244	29.80757000815088	30.439600369283156	29.792043121561875	29.732147385945257
29.743583855119972	29.72463983818887	29.952467362009862	29.932785605783486	29.76435529850295	29.776459830776176	29.754906113965372	29.808168966317727	30.441217578288068	29.79207631026903	29.734043394494527
29.743957703830787	29.727359422878692	29.95386695964444	29.933463427497905	29.767406380789588	29.776965346649533	29.756224270033794	29.809037644977835	30.441607518609885	29.79276245225204	29.735931604690574
29.745113171268226	29.72765366582782	29.95776812116515	29.934772476207627	29.768467465032856	29.777024436530155	29.757685765210447	29.81144671654177	30.442376391639275	29.793294218061156	29.73628711660878
29.746084057663946	29.72800559589141	29.957950405367086	29.935946462586035	29.769302745916583	29.777608767198004	29.75768908537723	29.811929689142012	30.4438708111119	29.795220409189795	29.736338937223593
29.74809275395891	29.72872190527017	29.958188064634417	29.936742410098248	29.77066586816258	29.778323510373497	29.75914519032974	29.812350842022465	30.443995693935182	29.795612659706293	29.73706247934989
29.74954090301675	29.731583345834544	29.959034961500798	29.937402310910173	29.77206652215853	29.779292724006446	29.761023645177552	29.814412448528415	30.445530773922712	29.79925865193396	29.73872007899405
29.750658877062136	29.733199982824825	29.960284823995224	29.937672827130314	29.772209166944005	29.77936763420601	29.761557746864042	29.81568689878114	30.447051359189143	29.80036255428397	29.73994640041241
29.750852957069018	29.733418536077636	29.96144004290867	29.93833075994745	29.774716919012896	29.780081770306822	29.761656224467146	29.816376529017848	30.449664709176254	29.80078920696951	29.74040892293743
29.751784104265305	29.733920336916462	29.963804047203467	29.939584487902124	29.776290519001694	29.780247141968598	29.76461688347986	29.817491460012487	30.450859764476192	29.80101936072767	29.74184856453603
29.75234330364644	29.73446133984567	29.964420991748128	29.94072663077967	29.77673829291374	29.782174218370173	29.765444575767702	29.817945198946685	30.450972970214387	29.8015512289142	29.741850544594183
29.752667638236982	29.736420644391377	29.9646515421317	29.94092126394358	29.77903278978781	29.782901060278313	29.76572750575927	29.819284031612632	30.451683308728047	29.802146737719717	29.743120625184265
29.75402375162842	29.73672868053604	29.96485002084527	29.94371916563861	29.779290349169745	29.78479645499429	29.76631837212262	29.82027543661763	30.45180759633316	29.802220333712654	29.744864205023198
29.756575676133536	29.738500308276606	29.965179740903878	29.952194147358433	29.780624614627428	29.785754751173954	29.7667687104339	29.82117583930613	30.4525399670369	29.8031518606352	29.74600501545499
29.75660793865598	29.738935870759573	29.965709140695708	29.952616777300733	29.781405444054187	29.786952086257685	29.768752976332696	29.821183957343173	30.452587409811002	29.803566991415245	29.74614596242033
29.757006408368795	29.742255594708077	29.96709785103294	29.953366523853894	29.781682945908283	29.787649125101197	29.768840116684807	29.821772220065483	30.45269542747401	29.804725712247134	29.74667169828396
29.75995875171355	29.743109651390178	29.96760032339835	29.955890141559003	29.782712643322494	29.792377918201712	29.76995609812183	29.822451382703214	30.45327520839072	29.80628768514837	29.74719014543143
29.76005598794579	29.743424666730064	29.967605217742104	29.956260245979177	29.782813091255665	29.7935056707391	29.772272693784743	29.82309359244152	30.454004292438245	29.80817326121391	29.748602497449554
29.7617895535679	29.743482092961628	29.969104860527235	29.95688659709795	29.783467967985523	29.793539998263856	29.77237416203177	29.823367094875955	30.45420981630253	29.809306400076615	29.749142413285444
29.761862242159296	29.744105478775854	29.97223199723482	29.95899326952707	29.784369733405935	29.793727824071265	29.773252280609487	29.82375934146698	30.456506019028023	29.81028671852477	29.749791999876397
29.762566458736313	29.744369028397685	29.97299890362708	29.960191858810525	29.78484711736359	29.793880521463585	29.775135274303135	29.82755468588801	30.45714973011325	29.810553221789327	29.752700011584675
29.76300130308237	29.744942232734395	29.973198463983515	29.96067479053639	29.787204712387215	29.794105040188196	29.775410857170687	29.828715040235036	30.457805465255085	29.813417353040624	29.75371384487078
29.765225105563463	29.74549701473195	29.974190319518186	29.961620972371996	29.787680546463353	29.796028896351118	29.777414066216465	29.82937536270322	30.458474430828318	29.81419890256632	29.754009649378116
29.7668013124886	29.74592352387895	29.97503539315085	29.96300862838447	29.789210640830206	29.79751156936964	29.777817347813606	29.82953068703241	30.45973178422668	29.815494745883832	29.755535927273407
29.767208796888447	29.748113319549354	29.97510164337127	29.96478196866623	29.79033777600587	29.797675898862877	29.778412880014383	29.829703587468906	30.46111989702358	29.816042900676713	29.756990548917294
29.767743693193836	29.750866167096248	29.97521917266006	29.964944987656306	29.79050030301184	29.798014387294472	29.779460486277674	29.830370984278378	30.463347884358964	29.81931892956396	29.759024818597048
29.768345650067754	29.751667654785248	29.975693145005977	29.96549367991895	29.79065435674424	29.799159802417154	29.780095234160946	29.83204889793859	30.465213784092676	29.820906177768897	29.759156046261808
29.769107051928078	29.75200409550915	29.976447060246556	29.966388445751452	29.791672698976072	29.799530100188846	29.78041501392114	29.83262509527909	30.466603340462257	29.820966600075177	29.76309327560452
29.76978266899245	29.75235668576637	29.977258545372507	29.966520072541336	29.792240774631466	29.800248998406488	29.782870155555617	29.834358772410603	30.466778376228017	29.821133750664046	29.76525577280455
29.770693838835424	29.753881537947755	29.979732098493955	29.966994452443476	29.792969694562093	29.803153907654067	29.782944570261897	29.835847364230638	30.46785120716875	29.821268521288783	29.765325450994997
29.771067275283116	29.75407495117658	29.97978529106874	29.967031476583983	29.79349645238742	29.803897010383572	29.784017029410126	29.83834577569539	30.4683667125776	29.825048039888312	29.766032053519815
29.77231603110303	29.75415019731038	29.979865267790768	29.968626512864724	29.793753813289044	29.804075171583094	29.784537053049306	29.838489097086715	30.46846598553929	29.829867377232357	29.766187364891337
29.77300074638646	29.75459147111878	29.979922660049837	29.9700003694494	29.793896631867565	29.80425729830845	29.787994856557063	29.838826374297827	30.469388179247304	29.833056858402866	29.766469576459357
