annealing_308	greedyhill_253	steepesthill_465	genetic_132
29.873349307176532	29.76187570939351	30.144528573743194	29.60882236908815
29.875709249836408	29.762310202285718	30.145754622665937	29.609645467702684
29.876495347168678	29.762771352729324	30.14750305105428	29.610422805043726
29.87659374551961	29.763899743296488	30.147818265473788	29.61100939614532
29.87859055351155	29.764811870098264	30.1490714278556	29.6110132168585
29.881053041146806	29.766840025004434	30.151858153029362	29.611460363735276
29.885615542908024	29.76837313656968	30.152217146965477	29.6121955046858
29.886556827650317	29.770899753527495	30.153886830404314	29.61230097180786
29.887115054912577	29.771891210511882	30.154184651912384	29.613618475095286
29.88893658457536	29.772119386974964	30.154379043374355	29.614510981045278
29.889261521895	29.773401387299444	30.15510461990228	29.61565531129235
29.889561789569754	29.77390672700433	30.155450600685594	29.618139551079622
29.889994681846616	29.773983042985503	30.15630062715132	29.618307018345412
29.890340112820454	29.77697451711705	30.157407037237064	29.61885034890549
29.891073313214825	29.77709169835414	30.161576172928477	29.620160998710343
29.891187330658145	29.7777656788073	30.161584915303667	29.62046336201853
29.89153699230948	29.7778446025768	30.166087441640503	29.62268447980835
29.892331591624558	29.778953920258164	30.166166718703717	29.623297699704786
29.895370673629056	29.779232075607148	30.166538589888408	29.623937024961265
29.896912531396065	29.780402834742645	30.16687798946186	29.62413269233088
29.897964408075538	29.780530310185306	30.1673850797375	29.62421461184202
29.898098239709594	29.78090066745853	30.167528174709133	29.624885794789087
29.899919626953814	29.780923683707137	30.168601316829946	29.624907340076206
29.901206876248697	29.781431963326987	30.16949601305033	29.62580461864289
29.903186449261632	29.78230840134662	30.170583195761644	29.62685565312482
29.903534009349883	29.78240639335187	30.170911425625697	29.627103072831027
29.905765267473527	29.784352297411708	30.1740233554727	29.627411896163167
29.907476379784782	29.784476883008345	30.174936611178325	29.627599902352873
29.907891610478952	29.784584051132427	30.17733842203367	29.62824630186186
29.90794581600053	29.785034947843414	30.179084932950715	29.62839370511274
29.91134416687048	29.7856044282643	30.181122267235786	29.62909311050311
29.918171054976266	29.78637110084961	30.181169895587438	29.629793133422314
29.91831373707594	29.786775541776116	30.18398645438609	29.63195026117513
29.918983220965572	29.787319142362676	30.18551120441427	29.635032427192403
29.92036119470081	29.7881658537895	30.18677670551887	29.635463621299245
29.920362482390416	29.78926588956304	30.18892234310855	29.635677670200945
29.920362545619955	29.78939185889994	30.191760546037823	29.635698251630245
29.920960402108953	29.789681467327227	30.192325110967076	29.636030272257493
29.922642013201983	29.790671722320006	30.195636213615657	29.636309640969515
29.922831999756898	29.792862419337567	30.196053796090915	29.636355761965465
29.92327734545727	29.79387572870242	30.198486409396995	29.636892508141123
29.92337810491238	29.794320235797684	30.201057984734703	29.63698508815478
29.923617580235454	29.795196218558043	30.205070122375222	29.63705764789287
29.92418845742369	29.796070364530113	30.205579825528076	29.63770761892362
29.92509427390775	29.796385512192842	30.205596409088557	29.63815001175686
29.930312370318944	29.797644002048727	30.20598702927168	29.638771121736188
29.93074112399455	29.798892684508715	30.206595884037934	29.640300024398975
29.931190027891674	29.800191745051205	30.2086398394666	29.641717867331387
29.932680138550946	29.80043557607187	30.21082548874346	29.641794005614177
29.935140390947435	29.801014938139033	30.212403185451485	29.642416978834266
29.93686793399999	29.803776157304135	30.215166359701588	29.643153401876802
29.937956474840515	29.806159167689003	30.217008614382856	29.644279871565686
29.938995358257984	29.806825735532584	30.222618686412282	29.644328778812667
29.94020127995213	29.807363409957873	30.22301075381856	29.644414634524715
29.94308833720801	29.80761836033183	30.223279954164493	29.645925050843864
29.943803862514898	29.808268093233536	30.225235297742078	29.64741134611816
29.944609187670245	29.808664456561473	30.225509035173054	29.6477490155722
29.94538504725935	29.809605480077877	30.22627365794696	29.64858170660891
29.94721490527489	29.809991177304823	30.2270953974798	29.648907229694473
29.948363705634538	29.810323377502748	30.228100035264465	29.649112642901663
29.94875214500705	29.811302523704313	30.229322640681204	29.65094950475369
29.948785514083344	29.81147176846638	30.2294677221173	29.652084734864193
29.950786242430564	29.811570290154112	30.230506771342334	29.65229255695241
29.951204156589185	29.811843676604482	30.232970743914166	29.653962593874386
29.95179414575457	29.81214666438691	30.233260399637928	29.65513644106732
29.953277161656818	29.813092503566754	30.233343067001382	29.656463537226468
29.958591467570567	29.81317283046735	30.23401251313839	29.657420114283894
29.95904079529791	29.81618531912118	30.234081091425946	29.65934180314825
29.960425540380832	29.816437194506303	30.234345137391248	29.659780840809454
29.9607823471805	29.817092426036083	30.241854321757895	29.66072928524725
29.96227069512795	29.818064617666945	30.242157955800423	29.66153691904598
29.962728432467344	29.818976624813807	30.242656710853655	29.66178666694664
29.96418391560192	29.819565203437932	30.24414607472503	29.662555649760733
29.964988038138074	29.820933568191194	30.244755189453294	29.66256374050228
29.966514030706705	29.82183471019155	30.245317261939846	29.664435853745953
29.96744518944764	29.821864372436373	30.246493572127395	29.66462906268862
29.96985872164625	29.82228240027777	30.24701567958279	29.66483284231673
29.97116998061154	29.822809603806437	30.247508578949944	29.66642342636103
29.9712568827321	29.82305788233527	30.24773611673199	29.667094132616846
29.97168152774143	29.8236428684073	30.247896371110116	29.667385344756873
29.973149411652393	29.823847782944465	30.24839456254298	29.6677694256905
29.97381465505305	29.82519468639683	30.248543142129783	29.668680693783845
29.97465518819417	29.82582569982377	30.25063389058001	29.66870160989108
29.975267945653993	29.82728252846944	30.254642656278193	29.669036681066498
29.97582629064225	29.82747380703431	30.255553990176907	29.6713566773445
29.97671688236161	29.82817889915824	30.257776410805857	29.67144204244414
29.97807361973208	29.828379822947134	30.25914423428477	29.672857434643127
29.978907640556102	29.829211639821025	30.259478068942922	29.67301790349869
29.979024027696205	29.829717091166614	30.25970487466125	29.67306874997836
29.979268306109653	29.83001571348815	30.260004509263023	29.673198292073813
29.979391619998516	29.83042896175795	30.260199520732606	29.67367912723678
29.98187490483222	29.830938424238376	30.260762022714175	29.675069178625687
29.983319690726344	29.833053161351827	30.261680484103515	29.675206287516975
29.983432148576664	29.833667519935922	30.26191517409908	29.67592030379411
29.985105970244526	29.83369668672053	30.266418938734923	29.677289260614117
29.985606058422526	29.83423578930591	30.2667838157469	29.67842289485162
29.98570580841128	29.834343955066885	30.268043264285584	29.678849312399453
29.986023085253215	29.834398687015803	30.268066828478766	29.679815847823573
29.986524181080814	29.834565082989055	30.268535522986305	29.683420983963668
29.986807061418123	29.834734929001243	30.26936161370803	29.68404618485597
29.987256223680642	29.8353187483199	30.269959166031313	29.684323936085374
29.987754874031413	29.83556496682882	30.270842833482615	29.684396225140553
29.988061385701837	29.836410877234197	30.271448588930088	29.684446411353072
29.988639157867592	29.836964900451147	30.273648370840927	29.685750450638317
29.988711743834834	29.837053679101817	30.274240673058927	29.68696928788139
29.98903051363545	29.83746910844228	30.275196922320042	29.68735110653148
29.98998228304602	29.837502413959253	30.28143706691915	29.689830947651124
29.990789356584976	29.83839767616685	30.2835343675868	29.689925712640417
29.992073531426144	29.83882286729071	30.28530937917479	29.690287606112303
29.99215356771699	29.839128102656304	30.28805976936567	29.690459064917267
29.9921661114398	29.840734923683552	30.288197109062445	29.690872134582516
29.99245559451891	29.841624615261008	30.288644016745828	29.691274836558236
29.995710978463947	29.841625750108022	30.289900737416506	29.692447978034767
29.995868732864096	29.84192647370324	30.289953382850175	29.694106076217796
29.996073783766025	29.841981422060677	30.29058980698014	29.69412106674846
29.9972245343194	29.843438668628526	30.291532988573845	29.694753693357534
29.99787556890555	29.843805281320765	30.291866192460212	29.699620113081217
30.001006004930158	29.843855845731078	30.292063445773692	29.70049196362232
30.00334585837562	29.84530642455805	30.292492195414034	29.700939897594736
30.00341956854423	29.84559067802997	30.293524547875606	29.70142367405891
30.003702665175293	29.845787276168256	30.29431872727914	29.703685141194743
30.003742725619595	29.845929920975188	30.294829156439665	29.705645102913113
30.00421499320222	29.847010443203594	30.295869795775243	29.71011507937054
30.004715124006164	29.84752868603154	30.29601915501675	29.71042289705432
30.005889675479498	29.847733102181916	30.296770746160618	29.710992782292998
30.006930298012822	29.848067360482133	30.29769206372948	29.71120874714827
30.00884899661859	29.848744452299506	30.298482183841806	29.711361586150993
30.00924392835946	29.85017774694972	30.298512611533717	29.71249653332105
30.009758285089887	29.852337887266685	30.299502494643505	29.713281490729614
30.014121783164306	29.852837246250413	30.2997718782141	29.71404252445662
30.014523523617626	29.85318117846886	30.301023439449683	29.716050801527008
30.0149860120497	29.85381322125038	30.301648161130814	29.71617770825529
30.015828661579413	29.853888523163363	30.303611853154905	29.722045560071376
30.016004054494154	29.854186996051652	30.303818486711954	29.72747618818102
30.01615319555622	29.854514011547817	30.30637105134008	29.729194318242
30.016722596754473	29.85491171548927	30.30741935138568	29.730642308950443
30.017124171982623	29.85656719138864	30.30746528503545	29.73137398251164
30.017378982317492	29.856577609012334	30.30899892676909	29.73336052997658
30.01824132284478	29.85764311373675	30.30968895463125	29.734466500758852
30.019301534118338	29.85803383576561	30.310072650173865	29.735657069740665
30.02020430360492	29.858283222443017	30.31146809978443	29.738035891480166
30.02037199725147	29.85861917600795	30.311514225545764	29.738447177213096
30.021507403634086	29.859610900031825	30.31382481629658	29.738966963147902
30.022497181373666	29.86012231734023	30.313929854507347	29.739249474536162
30.022574090084227	29.86025117117171	30.31436357977981	29.73973635840825
30.022714825640968	29.860730729394696	30.316459965033317	29.741578052059456
30.022928854571486	29.86095528991686	30.31710432005601	29.742031878197924
30.023132435072483	29.861808151888127	30.317403355519723	29.742400008487305
30.024523530035278	29.8620420807091	30.320267880721723	29.742744358596262
30.024657469690812	29.862265183315444	30.324393742607977	29.742799168725465
30.024669253403285	29.862381866077147	30.325631094173342	29.742837810260838
30.024890900603022	29.86451531164898	30.32722209792348	29.743312525072874
30.025894161738222	29.86479699972927	30.328344103152162	29.745528711872403
30.027197447100235	29.864804761114783	30.328392005967878	29.746110782892856
30.027364027199724	29.865217105800593	30.33037073996732	29.747155441000096
30.027658758689878	29.865328039386164	30.3307629623995	29.748215041751962
30.02929684849103	29.865496506774672	30.332458236097203	29.749627552520824
30.029849526256505	29.86687555297493	30.33262021761076	29.74992370834453
30.03001208584274	29.868090850152424	30.332869232372342	29.75020835044569
30.030840678892126	29.868707588844387	30.333690141109678	29.753842052174974
30.031165402063703	29.86879106975247	30.333813910961002	29.755005326567044
30.032272651707554	29.868972820546272	30.334065817842117	29.755948969777485
30.032508210406434	29.870569390652932	30.334106934313745	29.75649072422073
30.03250830893578	29.870776655849152	30.334452199280022	29.75748333399115
30.035890446203208	29.870913552328442	30.335478755235872	29.76088439091933
30.0361249411252	29.871140419858495	30.33642592617113	29.762341179530726
30.037141262531026	29.87139347217819	30.33690074761474	29.76440959046666
30.03854478144386	29.871411105118625	30.337233003799383	29.764923443908266
30.03884197193973	29.871601745140797	30.33746194721183	29.765048380758596
30.03970999524879	29.87193498139594	30.337819301544855	29.76626186206644
30.040207581516924	29.872346228586007	30.338497660727434	29.76686696498024
30.04045623258261	29.873043141922523	30.339207752883308	29.767066434748447
30.04061621886563	29.873427433410324	30.341397163699728	29.769900675510762
30.04158207813378	29.87368411519528	30.34218534809435	29.77082077667697
30.042500225381875	29.87393269338275	30.342938489772422	29.771056232145465
30.042885821258015	29.874725211529018	30.344601523360915	29.771352589969908
30.043837044236817	29.874915072240245	30.345193581716714	29.7716862671155
30.04480113986931	29.87545274666553	30.3465127573754	29.774524649112877
30.044864118007375	29.875854115663298	30.346752360263622	29.775113714959353
30.045134473367753	29.876258833606286	30.347573663630303	29.776280295086014
30.046348366687575	29.876262340438192	30.34803349383362	29.777020041581384
30.04673813959419	29.87652143272479	30.348174309865975	29.778537918073376
30.04680257538314	29.876722599840818	30.349418401479152	29.778882599439967
30.04690035805863	29.87763514316927	30.35031948871598	29.77928650455027
30.047089471271946	29.877688307316497	30.35077511218698	29.779665429886464
30.04766189098737	29.877713585844493	30.35230138424525	29.782391838663486
30.047747465089078	29.877881094972665	30.353315891806574	29.78357771111478
30.048145870429785	29.87830940725924	30.354680719096116	29.784431326408054
30.048162275590645	29.878500605528476	30.354957718476168	29.784615196966236
30.049630379838845	29.878757443630853	30.356491628250428	29.787263604840625
30.050578580846842	29.878907098509966	30.35857968866252	29.78808887864585
30.051085633555388	29.878971009442733	30.358890945947635	29.790197163717632
30.051684886197542	29.879126722063816	30.360637444117238	29.79027548654473
30.051839829630612	29.879180540837698	30.362955266794565	29.791235020568404
30.05235533972016	29.8797610268651	30.363152801774348	29.791920935099107
30.05305885701054	29.88005673194133	30.363222319301954	29.791992890583668
30.053681542008224	29.880070344310656	30.366973056536477	29.79346096801108
30.053716109776726	29.88032120733663	30.367036787434884	29.794863336468463
30.05425412332216	29.880875366986363	30.368398780451656	29.796778239524013
30.054641864415927	29.880959606087487	30.368631969683904	29.79727927309473
30.05486689408743	29.881497039085804	30.369809254153672	29.798260589931843
30.05559976557744	29.88286697943318	30.370030945590386	29.798361472883002
30.05579255542209	29.883868708824274	30.371140983100652	29.799799045231
30.05599835591034	29.884649068731804	30.371647271694602	29.80220010008768
30.05706169174173	29.88551738056268	30.37214715062534	29.802489426075134
30.057647293274496	29.885575325162236	30.37452180004681	29.802674614075574
30.059693640683818	29.88654078348271	30.37644490166578	29.804041476225425
30.059978828328127	29.887218757815806	30.38067415909134	29.806399538368773
30.06006049646412	29.887223013897547	30.382347124048316	29.808736820477314
30.06020913198948	29.887235658483377	30.38288692604184	29.81037743266193
30.06121193128948	29.887552350613063	30.38369731340473	29.810553518585284
30.061262151319134	29.887571110910915	30.38477143886788	29.81085358606161
30.061427927594544	29.887697020287668	30.38519110251408	29.81189212303453
30.061722169741394	29.88809707612829	30.385280277602313	29.81464569093816
30.061953246354555	29.888104954919413	30.386276444506446	29.81480237847674
30.06270608810754	29.888175027105113	30.386385996454155	29.814950700779214
30.062740313620903	29.88868297676809	30.38694374432386	29.81536600137452
30.06325803340273	29.888704297608747	30.38870949016194	29.81536874687827
30.06401258699763	29.88898861668487	30.391766718813738	29.815465464844937
30.06432026122269	29.88979166965126	30.392364808597495	29.815571046254092
30.064733692321553	29.890543307648436	30.39254034832534	29.817782310729704
30.064797257541702	29.8912255625761	30.3935310627313	29.820074412816687
30.065155966410646	29.892426467998586	30.394084586358552	29.82027217321535
30.065386806721172	29.892610001713315	30.396350027972133	29.824945636151398
30.06557465345192	29.89329056234918	30.396430773781944	29.825351203664997
30.065795096813083	29.893318360304203	30.399117844231387	29.825365975231122
30.06704521494325	29.893407798865194	30.399588126963142	29.825699203872837
30.06749802901549	29.893677820608907	30.40006679291385	29.82811153789091
30.068725104327477	29.89381531632325	30.40142915623066	29.82907659075602
30.06995060472068	29.894137569187194	30.402197074795687	29.833134844163357
30.070217615295242	29.894203000373835	30.403286789636624	29.833711672901348
30.070614227858876	29.895841783449676	30.404347914438347	29.833748592508424
30.070854347796725	29.89641920154677	30.406415061125973	29.834411361919326
30.07096163102473	29.896817014638188	30.40712359981072	29.835681019606355
30.07226187129158	29.897611103509078	30.407840876106626	29.83726408880129
30.07243899302328	29.897698718129337	30.40846151627088	29.838246063166416
30.072542696328785	29.8982180728147	30.410239617632865	29.838405633529163
30.073041410208752	29.898911865390605	30.413273525010414	29.83859827370006
30.074997272387183	29.899170121745513	30.413678361974334	29.8417661447044
30.07590770203375	29.899516030784955	30.41457519637998	29.842191724748588
30.075997372878774	29.89985607668308	30.416007345400445	29.842631967910542
30.07656344260873	29.900365369569446	30.416398794976864	29.844087420441276
30.076602805361347	29.9010011244798	30.416740518242435	29.844494128269922
30.077444775267843	29.901029916582768	30.41751012270897	29.84494249748396
30.077581225796763	29.901723867002175	30.418421297833863	29.852603386742842
30.07806362387557	29.901929671408013	30.420671187120504	29.853918233326173
30.07857034648699	29.902005309189764	30.42099378010122	29.854571824172137
30.07944467186893	29.902014409838507	30.42121511113486	29.855353331441037
30.079886957140957	29.902276749961498	30.421575519189595	29.856647451371842
30.080035626740056	29.902833996350132	30.421724943265843	29.856712352200717
30.080384665449685	29.903118761592065	30.422126479488693	29.856847531981664
30.080976368583226	29.9034124755365	30.422207945611568	29.856967804841222
30.081378268895246	29.903632394920333	30.422798905559148	29.857941654181648
30.081500004144782	29.904420951617006	30.423149792880135	29.85850663855233
30.08152640317001	29.904469536539896	30.42485792180833	29.85859359261562
30.081877087772344	29.904538420595728	30.425370801754852	29.859189415102293
30.081994304736124	29.905535204930636	30.427331594099012	29.860699563719304
30.08476501028354	29.905779095879115	30.43078242671377	29.861910110554657
30.08516967911127	29.90616697344253	30.431165995947524	29.864774953672494
30.085494110017738	29.90693521558877	30.434180117243027	29.86621928997658
30.08570363558981	29.90784361593606	30.434927347963114	29.86623516208076
30.08593539600018	29.908326192636686	30.435337256007898	29.867321094546476
30.087338921610215	29.909357185854272	30.437010325452903	29.86818237464388
30.08739087730744	29.90936699307636	30.438548603867144	29.868216145995582
30.088566161872357	29.909386894699125	30.44011137449541	29.868265849210008
30.090124235103968	29.909497112459768	30.440430645332547	29.868340619942817
