2p_2c_Truepf	4p_4c_Truepf	4p_4c_Falsepf	1p_1c_Falsepf	4p_1c_Truepf	1p_4c_Truepf	1p_1c_Truepf	2p_1c_Truepf	1p_2c_Truepf
30.242999036071556	30.382916701559765	30.31345048755956	30.16532345784996	30.37139239041655	30.211796678719338	30.205202887182796	30.265556738761394	30.175279469133315
30.244335128748403	30.383016049213875	30.314569925997464	30.165909587510416	30.371998108548105	30.223168421565852	30.205845106455453	30.26644491419816	30.176693216613092
30.244665365330476	30.383435683652095	30.317464831319917	30.16639860299618	30.374840747791765	30.228472151661325	30.20763340940755	30.26651361481052	30.181592817552364
30.250253987580358	30.383911345018934	30.320131037525517	30.166398928437836	30.379331613288993	30.22859870580374	30.20806344492486	30.266793365746395	30.182600198879797
30.25097207172186	30.385945632787948	30.32024867512064	30.167883396307676	30.380682971403807	30.230516412007137	30.20899773834464	30.267346025079668	30.184163403651354
30.252580949802315	30.38804022832789	30.322689924843115	30.169562337860288	30.384407099059985	30.23088938104718	30.210351697362082	30.26758564055676	30.184184200331742
30.254501545084455	30.389091231465446	30.32331480140886	30.169852376328368	30.38708517019436	30.23170822787852	30.211145579318423	30.268471372131636	30.18705331482808
30.25625473340894	30.391521363687428	30.325346655271467	30.171610872425163	30.390689331799813	30.232790773859364	30.21212345194421	30.269080353431193	30.187594526007118
30.260901105024175	30.396361347048217	30.326257498918643	30.17635679581113	30.393369784122754	30.23319954982764	30.21224804717252	30.27037053865654	30.191062465651015
30.263820359840395	30.396570523047327	30.32837467324289	30.179851639879956	30.39534671037715	30.236940300270874	30.21327294632313	30.27082768073373	30.19158242163764
30.26427650824612	30.402615986797915	30.334585815233908	30.18061481606297	30.39604766585613	30.237291602415628	30.21873117474494	30.271064973665986	30.191815673266674
30.264655955209932	30.403432050042532	30.334701591257435	30.182036146291587	30.398054866109895	30.237307919634482	30.220574454994004	30.272244823083273	30.192291184341414
30.265184589929504	30.409579593151747	30.33820840969335	30.182473406055454	30.400016946819733	30.23740809153363	30.22091697355819	30.272397011695283	30.194761838796317
30.266800396872405	30.410789584472905	30.338771937904006	30.182836522472606	30.403085693214333	30.237824363126368	30.223502110561967	30.27350586773132	30.195866101948248
30.266951700812147	30.411841406063633	30.340158803452795	30.183880480771748	30.40379273791023	30.238275883159073	30.223979770592287	30.2743077751088	30.19864380593579
30.268884764627142	30.41570599626486	30.340689979719556	30.184658622511307	30.40622660409671	30.239960492239078	30.224063903232576	30.275479316127388	30.19917818068553
30.272802101558163	30.41748260393733	30.344797500973296	30.18595132261391	30.40834150693641	30.240709058451053	30.225062699132433	30.275742045758502	30.20100744965814
30.273576849924197	30.418634831967925	30.34485758071652	30.186324279808083	30.409416740890947	30.241074682686445	30.22698963786308	30.27606117105519	30.204090234745625
