0.3_0.01_x10_cl10_cs4	0.675_0.01_x10_cl10_cs2	0.9_0.01_x10_cl10_cs4	0.6_0.01_x10_cl10_cs4	0.7_0.01_x10_cl10_cs4	0.8_0.01_x10_cl10_cs4	0.675_0.01_x10_cl10_cs4	0.4_0.01_x10_cl10_cs4	0.5_0.01_x10_cl10_cs4	0.675_0.01_x10_cl5_cs4	0.675_0.01_x10_cl10_cs8	0.675_0.01_x10_cl10_cs16	0.675_0.01_x10_cl20_cs4
29.49093372461465	29.45386432212834	29.442684489944256	29.406596636322373	29.515492986681693	29.459653298040262	29.482138983630875	29.543920123585913	29.45032563815372	29.415581818563773	29.43138305032588	29.43874957346386	29.44165669576336
29.490980042058183	29.45818561273301	29.457530918786166	29.40662496757973	29.520506662760578	29.459694811290866	29.49397944477539	29.545384323501825	29.450424036504657	29.41836960533262	29.435125878311194	29.438847971814795	29.453457387754334
29.50692430257244	29.461897157464495	29.457578149994614	29.419870894740615	29.521496160651967	29.464089020107938	29.510214797558007	29.54575696016295	29.452352490827437	29.420810171263913	29.438004211383365	29.439947975724508	29.456137144128167
29.507022700923372	29.46219001739992	29.459441029364783	29.42039427322008	29.522455433503577	29.465448625149495	29.51113199410785	29.54585535851389	29.452768919008122	29.43133772002019	29.439282141061184	29.442545703482168	29.469045890818972
29.508715834095064	29.464449623070657	29.45957096428928	29.427775565342017	29.52517978044175	29.46958596863074	29.51174955044748	29.546511461605146	29.455533509706846	29.437194081607686	29.43931047231854	29.442944125100087	29.47016212166584
29.519505397724945	29.47362476360853	29.46412654929954	29.42883887139906	29.53497970835327	29.471777459274428	29.51334784474431	29.54834633475147	29.456943926870647	29.441341618150133	29.441634046729686	29.44713865208865	29.471605732371767
29.525658385117993	29.473728722043077	29.464957609401484	29.428937269749987	29.536190520848205	29.474567689407507	29.51481222849425	29.54951686233791	29.46219001739992	29.446194253670114	29.442180923131097	29.447265774686283	29.471893074252037
29.525800940583643	29.475920212686766	29.4660634950739	29.43724017493585	29.538950186820387	29.47756383878309	29.515539335387995	29.54981386847056	29.464449623070657	29.449638732144777	29.444099965367293	29.450254315401683	29.478812423005188
29.528995147972047	29.476518952176164	29.467453932480996	29.439744788994567	29.54084531343959	29.480152584615855	29.51579067993446	29.549906448484222	29.474367085281507	29.450452881518782	29.444261025888917	29.452997014621317	29.487831533740916
29.53056906107523	29.482033861322336	29.469062729634466	29.445202455704777	29.544845990826243	29.480790377057463	29.518225520016884	29.55396680385624	29.47634426500691	29.453664747982174	29.44499866104338	29.453089594634974	29.49031716494301
29.54150542874584	29.485193054891795	29.469825243971044	29.446711777436615	29.545436925253735	29.490511648984594	29.51940464821311	29.555199541443603	29.47638062738354	29.463224628359043	29.445097059394307	29.453422711395387	29.491869475354648
29.541749621221022	29.485591312213877	29.47201673461474	29.44846584098535	29.550941744810174	29.496584826331578	29.54165809069696	29.560062557840173	29.476405385730132	29.467453932480996	29.44594538421001	29.454356410883943	29.49293170844321
29.542457604730533	29.48687069076942	29.473549686464928	29.457746703318424	29.554349226551718	29.518225854344777	29.545554769233767	29.562273762418943	29.4781233331259	29.46879948726124	29.44720959226771	29.455632506723063	29.503563092103896
29.543202924066662	29.491608800632388	29.473602696002807	29.460005448921844	29.555090174025146	29.536962464547006	29.55729288099505	29.565997910195435	29.482305224144156	29.4690055287754	29.44862030420901	29.457547795504304	29.513035812770113
29.55265729271398	29.5026908515717	29.474900198981402	29.466816709855323	29.555160434318665	29.547154331988025	29.5576583281077	29.573975328632024	29.48247638136747	29.46951086848028	29.44938986268468	29.457646193855233	29.513035812770113
29.55285704831427	29.50341117897814	29.482153615854838	29.4680231991478	29.56273918476047	29.560191106416216	29.568358134239244	29.577132333440975	29.488915580574734	29.469825243971044	29.45174391667037	29.45842117185117	29.5152273034138
29.553458902410963	29.51717186023768	29.485037442211418	29.468685501675164	29.56359414470934	29.563870327432003	29.568413579570898	29.57722491345463	29.494467743277774	29.469931283414603	29.453914991127018	29.458824676878834	29.515227303413802
29.554447115935552	29.517877973932052	29.485482591663388	29.468855010303944	29.563622475966703	29.573457256327735	29.573794267635094	29.578461088447852	29.494724000912836	29.47201673461474	29.45559712640619	29.461515616952624	29.51648029124478
29.557958865060932	29.52173786702573	29.490241574572117	29.469974068230545	29.566259457275052	29.574300437993752	29.57450933355483	29.578549611949533	29.49725797341086	29.47265540567991	29.45658175184624	29.467946707390084	29.518574562633656
29.558744738808173	29.523535412446705	29.491605126512788	29.47072380212379	29.566590294084925	29.57623849482425	29.576930748423596	29.57990900821216	29.49906815028441	29.472821393346628	29.45757975619588	29.468045105741023	29.51860913040216
29.560309276995373	29.525222414137215	29.494023782481285	29.47216555887424	29.56845094791874	29.57742270534391	29.57972097855668	29.581251318580936	29.499997631514052	29.47445078417801	29.46007912620933	29.472469716651023	29.519218344540107
29.565015463223034	29.528502622070835	29.497696458825935	29.47276429836363	29.56984692432226	29.577521103694842	29.582552579136998	29.583651321496532	29.500044862722497	29.476027037398534	29.460437670264913	29.473001786918296	29.52010358031262
29.570045860196508	29.52862874422881	29.49770088049672	29.47547747601306	29.57202290942454	29.581330964650746	29.591896359071363	29.583749719847464	29.502738082780144	29.47795009259792	29.46145419205592	29.481291032901908	29.520144099179312
29.570582362901284	29.530694112714524	29.498099054855825	29.4762087768383	29.572813057247526	29.582352734820557	29.595059527438274	29.583973769179384	29.50380855501343	29.481964572959512	29.4682536335121	29.481412674358886	29.5210449921952
29.57336451843689	29.534698787342847	29.498191634869485	29.4773462678329	29.573041131710664	29.58320994752705	29.601453778869498	29.585662511429753	29.50797150246632	29.486295336477298	29.46864341954617	29.481906483765307	29.521139115614197
29.575424913362575	29.538142651926254	29.498283369372306	29.48368073414343	29.574559573834723	29.589329556639544	29.605716344735242	29.58576090978068	29.509827571233366	29.489676234942056	29.46912386019417	29.48363352963465	29.52119456094585
29.577185873105424	29.538241050277183	29.501429435417162	29.48479128703662	29.574739257779907	29.589427954990477	29.60740094606261	29.587217267869548	29.510725186037938	29.490500082991225	29.469222258545102	29.48582502027834	29.52158680570042
29.578461088447852	29.538705936634095	29.501799114826447	29.486912222221672	29.57590394780396	29.59471468946487	29.60749934441354	29.58722125579292	29.513559201125087	29.49769184363801	29.471249617073948	29.486344762072704	29.52181649454058
29.581251318580936	29.541138801301834	29.508234744207194	29.488287615822113	29.576053643296596	29.594856681176122	29.609651602387956	29.587315666220476	29.514627253606093	29.498003993619555	29.473098354591084	29.4919363676788	29.522178992383008
29.582698719755978	29.544110315989617	29.508257580092316	29.48878101404151	29.57752948791299	29.594908745084787	29.614486185436583	29.58831538542252	29.51482491718542	29.49992683083872	29.473138662208672	29.49291788719239	29.52623985316324
29.587131216455987	29.544845990826246	29.510426234850883	29.497901782447272	29.579459248459404	29.596314683676543	29.621156344325772	29.59178247585888	29.515278739993445	29.50838757081852	29.474233333396356	29.494069978791646	29.534025840386946
29.58810266743567	29.54738713173823	29.514176547103645	29.50032842549676	29.580865187051156	29.599789771176347	29.626373894467434	29.592339482435136	29.516374362043685	29.51317275799961	29.476122201263465	29.495351114068697	29.54111389730466
29.589549252302056	29.54764659754435	29.516486765571685	29.503247632187126	29.581217055272596	29.60070636306652	29.626649865061346	29.598820408158296	29.51706096357559	29.52547305579652	29.476901611650977	29.49783152111063	29.54371768395765
29.595594473327978	29.550059237605016	29.519057984539273	29.504194667364946	29.581249071680986	29.600834298577364	29.627285619267994	29.59982012736034	29.518574562633656	29.52734564498623	29.47847707615446	29.499837235945538	29.55111897302737
29.596587348827143	29.55009380537352	29.523259815226403	29.508076365764328	29.582149397280528	29.60278137562628	29.627435314760632	29.599912861708596	29.51860913040216	29.531745702810365	29.479433878137787	29.502950899333296	29.55842284133493
29.597032887095605	29.550241963672477	29.527065209859963	29.51481222849425	29.582882429370883	29.602873955639932	29.627894833405946	29.600026304107903	29.519218344540107	29.534612384287982	29.482059622821257	29.505351010878684	29.560528393280755
29.597182582588243	29.55066845174297	29.528679949854688	29.5169290932837	29.58372760229872	29.606235526840226	29.62851264016895	29.60160793623653	29.525314098524035	29.54162874229175	29.482321890969132	29.50720836856723	29.56554851116391
29.59801165628307	29.550941744810174	29.53145689587167	29.517086874202313	29.585551412484456	29.607236796165132	29.6285767767598	29.603886142977377	29.525692713263982	29.54221968912765	29.48242028932006	29.509204466815756	29.5658537519997
29.600377143616875	29.55159420638217	29.535474850673122	29.5172073319872	29.585862982482617	29.608410636064814	29.629139579953762	29.607260497223844	29.526975404400176	29.542988138554374	29.484508514726716	29.509297046829413	29.574064497344793
29.600386266512547	29.552177338054374	29.53860088646201	29.527715560346834	29.58628101564907	29.60844649693512	29.629289275446403	29.607459707269175	29.529677837013985	29.546061657967165	29.48475395095186	29.509670104925124	29.57500005845567
29.60677794658156	29.552833441145637	29.540814206514938	29.529313736375315	29.587725060182585	29.608969709623864	29.629748794091714	29.613016950001263	29.54004044018076	29.549083892538306	29.48632061772126	29.51308316310643	29.578774778338236
29.606979693432717	29.5536214981034	29.559454972663172	29.530097580576026	29.58975610314888	29.610021274652542	29.63038270905456	29.613112678174353	29.54006877143812	29.55021666067259	29.489453013273327	29.516221401046643	29.583540579637656
29.607124603459745	29.554215638503	29.560759569111113	29.530867838759647	29.590477298114497	29.611603438384567	29.630997814593695	29.61323633063543	29.541889493657056	29.55155839390103	29.489590796465933	29.516887175529863	29.58469821649898
29.607951786481244	29.554951198763458	29.561524761430586	29.530923443280745	29.591337954771113	29.61185532385027	29.631016422786793	29.614705834115316	29.547040562963534	29.55491390481837	29.49014753881186	29.52152306027297	29.588173303998786
29.614888298258805	29.555933585898767	29.564172860633743	29.53409979596946	29.59143053478477	29.614250501852457	29.63211726895825	29.614999954467635	29.549439383931862	29.559812484253083	29.491781819343935	29.525944978769463	29.596645672050514
29.6169176318256	29.558083516420215	29.567792037718313	29.53433673480338	29.594132385451793	29.615221042993678	29.633796000577192	29.617285167646823	29.550208587123493	29.562913099901536	29.499295028771144	29.52714426816343	29.59665857575453
29.62421718615606	29.558130747628663	29.568193864270995	29.536155108122237	29.59629718214233	29.618240789857126	29.63467253074373	29.620005400126804	29.551286340896397	29.562918372049708	29.502836723626817	29.53738646210546	29.59712842625849
29.631195567898434	29.559093519145776	29.570283655091494	29.536291286613153	29.596713902963327	29.618390485349764	29.635530560480888	29.62044263470898	29.552833441145637	29.56301677040064	29.503561123999166	29.538579100976715	29.601066057152813
29.63173416621902	29.563805150899675	29.57058526206874	29.540623248033086	29.59852271320089	29.61899969948772	29.64030259345854	29.624686419936204	29.553570147986804	29.563308846464874	29.503671885865174	29.543684756372155	29.602425565234157
29.631864458154787	29.565015877739583	29.577173072357137	29.541227829664084	29.599839899476134	29.620273951528542	29.641626895246684	29.626331654333335	29.554434427944713	29.565348978637147	29.50460518999442	29.546234313724888	29.6024968178943
29.634286912020833	29.565332529649876	29.579380110186925	29.543003026195546	29.6001590061398	29.621829870181354	29.64274091463091	29.62635860533524	29.55535176202423	29.566722137987504	29.505222590218917	29.547492760508455	29.6025313856628
29.635611313372955	29.565887332610732	29.579478508537857	29.54566614806577	29.60240543975477	29.62192245019501	29.643170071261036	29.62867362419136	29.557227649962712	29.56931066469154	29.509081953514354	29.548153145744436	29.602646513386937
29.636051663779753	29.566513990456038	29.58237625956251	29.547119527370143	29.60548959494025	29.62510125101116	29.64331976675367	29.629112286988153	29.558545304901358	29.569409063042475	29.511272105227196	29.551269100242536	29.60277535950364
29.637498447941578	29.570384489138373	29.58238062180329	29.55334960878042	29.60558799329118	29.628264380179157	29.643514552645257	29.629776132807997	29.55876505354686	29.571035824871235	29.51715166028087	29.552238751804502	29.60325572752489
29.63789991547973	29.5718245213498	29.58243268571195	29.554441104432303	29.60588452668112	29.628796810332194	29.643779285398985	29.632088053203688	29.562855587206954	29.572032489917383	29.517548944063865	29.559192565605006	29.605832314681777
29.638561814723783	29.57634847007544	29.58362847941262	29.554495459406787	29.608645496194562	29.63082211468729	29.644243741754586	29.63258307456648	29.565915729801162	29.57230681406712	29.51937721183554	29.559342261097648	29.606046912770434
29.639503904660092	29.578748732924964	29.583793793635426	29.560944931038524	29.609994646274853	29.63121704642816	29.6449324052746	29.634272843308423	29.56732182372254	29.572738560279184	29.523978136355367	29.559801779742955	29.607292326771415
29.640005522190023	29.578892350359865	29.587694471064502	29.564358222561154	29.616251903666516	29.633149676342672	29.645164873179773	29.636396403174096	29.567928000094568	29.573873589310086	29.537665476418653	29.56118736752375	29.608466166671104
29.646948693402692	29.580046183758125	29.58814916485852	29.56568916874922	29.616793898928503	29.636848221871762	29.645453040307622	29.642077616265265	29.56986149837393	29.574852214362625	29.54579162090353	29.561420578375095	29.611597029495787
29.647429849045825	29.580762434602693	29.590886337016816	29.57293052279869	29.617771865636293	29.637796418318292	29.645531144763996	29.642268564537936	29.570198975312728	29.575409436488254	29.548436497405532	29.562717141308077	29.613635329944408
29.648489642272548	29.590105415479236	29.593486413509666	29.580322506914364	29.619006107541708	29.6383613156162	29.646994003901696	29.643314133210144	29.57028235805724	29.575833029456344	29.55099062260117	29.564595529151653	29.616187824386856
29.64938269621624	29.593617502844317	29.596799974907317	29.58339457261841	29.62605497753369	29.640121960039234	29.648183270429683	29.643444144619266	29.570674657971836	29.57746091349753	29.551976963898927	29.566263746091163	29.61619156277873
29.64986492013572	29.593710082857974	29.596814087631515	29.586807864141043	29.62654764468766	29.640562955778986	29.648461100220416	29.643491375827715	29.571104515151717	29.578729357182734	29.555281260838072	29.568792144682444	29.62047825186344
29.649957500149377	29.59479628815241	29.603113618019123	29.58770238969849	29.629071177568747	29.641641739219885	29.648973221293076	29.645157098676638	29.571132846409075	29.58324217257138	29.5567106700274	29.570659125592822	29.62094886347267
29.651290199234605	29.5953494007119	29.603374416430984	29.59015211690193	29.62941196991498	29.642816589241157	29.649004890970268	29.64659977121884	29.571791232062246	29.589933025515762	29.561552876179945	29.574559573834726	29.626325890439006
29.651902933795185	29.596052931956034	29.604211527190536	29.592972292496004	29.629668106941605	29.642984938234832	29.64901335102064	29.64704771342502	29.572052989017617	29.592185254539746	29.56582531750798	29.574739257779903	29.62799558221993
29.653115310565198	29.599655576397854	29.60568887564414	29.593502103444173	29.630212148561327	29.643444144619266	29.6490480899167	29.647185149431554	29.574342323657064	29.59454915342782	29.56681829678713	29.57571598575924	29.630945583906602
29.65408042936769	29.602876555493015	29.60738376267978	29.593645861369986	29.630292645994103	29.643491375827715	29.649677042960622	29.64741962156312	29.5791497090844	29.59565292623394	29.56882116374608	29.576199965201656	29.632049356712713
29.655600398462685	29.605324059169387	29.6077872540562	29.599988895429664	29.633177064358808	29.644057710107838	29.649789861367683	29.64794887478717	29.579161656962054	29.596628266399414	29.57336451843689	29.576930748423596	29.633560842973964
29.65606675831638	29.605422457520323	29.60788565240713	29.600677784358993	29.633423570352498	29.647234293649614	29.650370589252155	29.648573653370256	29.579764596097466	29.598102508275463	29.575424913362575	29.57704962834681	29.63419479063356
29.656842737448002	29.605751330381786	29.609650932527842	29.605166709972522	29.636039433309882	29.647759429496347	29.65104923277864	29.648716609570986	29.580155197992013	29.600644995330793	29.577185873105424	29.57751181447813	29.63529118424517
29.65708633952366	29.605892948502927	29.60969496802377	29.605916265213537	29.636307902545255	29.648165205621407	29.651475617724657	29.649289705805945	29.58119616863051	29.601280261445133	29.57981912217964	29.57821979798764	29.63659320278119
29.65766088332493	29.612920466739553	29.610404671932216	29.606321142741614	29.637949027469503	29.650438533485662	29.651694891040297	29.64964233033498	29.583540579637656	29.60142564817677	29.584691202824683	29.578549828801176	29.63713543916449
29.65798106677022	29.616337772838893	29.61524359162401	29.60636754783748	29.638179473195184	29.650744228519795	29.65308488223597	29.650980976054683	29.583749719847464	29.602143615046614	29.58819200798436	29.578693936803862	29.638419358645937
29.65962974055975	29.617905154321896	29.617270913656238	29.607720123322874	29.638205313457778	29.65170270023514	29.65317649282686	29.651832227001883	29.58469821649898	29.60224004426736	29.58845280639622	29.580258366428506	29.638511938659594
29.65989812285205	29.62025013574581	29.617503197294752	29.608586395315054	29.638207804452545	29.651876948232985	29.653274891177787	29.655643158299394	29.58519048024457	29.60233981090617	29.58907457622905	29.581262556922027	29.639135232623328
29.660427960674348	29.62142397564549	29.618602952451724	29.60895830345315	29.63927281834274	29.652564340358612	29.653525877975717	29.655673208907256	29.586830304363364	29.602352557185405	29.59068769449229	29.583372076005226	29.639871334922216
29.662137673942805	29.625042145682034	29.62095390056272	29.609348810468017	29.64059523401329	29.65272165352766	29.655655007221778	29.65585485435904	29.587309060117114	29.60268108115544	29.59071602574965	29.584323127395734	29.6410350676838
29.662552904636975	29.625140544032966	29.62167107181866	29.610610684753723	29.640770774469644	29.65476478955079	29.657963490058485	29.65626194341165	29.587315666220476	29.60329029529339	29.59087547162087	29.584675848444657	29.641486350307744
29.66534313477006	29.625429592936776	29.623862562462346	29.610828387695975	29.641063333073006	29.658431962466366	29.65848249278138	29.65707673003861	29.58739319138231	29.604188205698904	29.591184244525312	29.5880736575605	29.642547444442425
29.665890228559626	29.626854258564368	29.62498752218811	29.612400507975295	29.64146743479425	29.659438593297807	29.660177521641383	29.657436142696312	29.590935078500003	29.604216049932592	29.591323161707088	29.588120888768948	29.64263610881175
29.665988626910554	29.628412963916233	29.625400238079038	29.612915949042918	29.643411853187285	29.659747243633507	29.660680336905205	29.65902741679682	29.5946123719056	29.60460321351075	29.592244931073342	29.590312379412637	29.644104020790397
29.666010162158642	29.62896881767218	29.625498636429974	29.613421630807302	29.64381641932473	29.66196328410972	29.66078422996331	29.65938422359649	29.595702145170776	29.60568312245562	29.593065049340527	29.593384188471834	29.6443117936931
29.666466480010897	29.62908084946428	29.62575708066378	29.613517151478355	29.644008525535924	29.662556932131388	29.661920248242698	29.659438593297807	29.59613286894995	29.60842954779853	29.593208610980767	29.595823490893995	29.645329764650388
29.666698330819003	29.629588816564794	29.62660993884903	29.62211681763046	29.64408267889205	29.664751411353663	29.662718637353827	29.660615889095915	29.596314683676543	29.60843859126873	29.59373328959817	29.59640524621735	29.645880559124812
29.66754721828088	29.62985040793995	29.627556660924487	29.622564810420197	29.649171308634756	29.6658353881769	29.66417758784187	29.661296746738305	29.59696383002078	29.61131474234666	29.594217653417786	29.599134101012574	29.64596708890615
29.668834833606176	29.636848694612656	29.62794857130747	29.62302225739211	29.649386648725997	29.665937380206735	29.665153469701423	29.662322562048786	29.59937006908058	29.613277192653094	29.594405077695043	29.59973202073111	29.648711531987647
29.669685533350236	29.636941274626313	29.62796007446829	29.62305815144715	29.651498543744733	29.669476009272405	29.665245465300654	29.663972989305957	29.599843970491527	29.613536706255022	29.59455477318768	29.60036879105579	29.648803309432648
29.67258220967413	29.638386471193854	29.62878155615922	29.623824327801586	29.651880148191122	29.669581367416566	29.666737590365482	29.66711050329389	29.60077555530609	29.613850448953805	29.595014291832996	29.60142272623164	29.64883164069001
29.67340272901953	29.638388459932976	29.629494407118052	29.627177281883338	29.655995034495895	29.67025049215131	29.66705838320191	29.66720890164482	29.60158630326615	29.61697807687408	29.598723445454215	29.60292611460216	29.648861227480282
29.67515993829493	29.642214744833066	29.630738801440554	29.62727568023427	29.661012881789844	29.670579782078516	29.668566761224056	29.667606664412425	29.601684701617078	29.61698760808523	29.600026304107903	29.603014685628775	29.649470441618234
29.675252518308586	29.64456839197804	29.630885794153745	29.627886985791783	29.66147490634506	29.670754894944565	29.66860281742328	29.670527844730056	29.602571825270623	29.617015939342586	29.600883326908345	29.60372858268773	29.651290199234605
29.675574586434898	29.646009871867847	29.633005742075234	29.6299952766307	29.66366639698875	29.67084747495822	29.669875558964726	29.670772381237178	29.60284515658039	29.61882291395104	29.601110045816924	29.609110439612703	29.654080429367692
29.67722546187192	29.64900612731398	29.633308628039746	29.630023607888063	29.664102023480808	29.67124911283137	29.6714035977136	29.671371325204905	29.603916334007415	29.61885394327556	29.603341778488442	29.609852335432635	29.655087284645493
29.677971221948724	29.653307041031788	29.63388861593512	29.630705178384837	29.664313997930083	29.671276684535698	29.671891948325737	29.67177109023485	29.604315905178826	29.618944495738663	29.603488101990532	29.61095610823875	29.65585485435904
29.680492150680813	29.65492695940258	29.634160046405487	29.630705551241917	29.66614032392943	29.671471705703663	29.674153383562437	29.672545158530767	29.605916265213537	29.619011635773845	29.604229722367865	29.610976031589093	29.656729253818376
29.681348272292517	29.65528618024883	29.634391844945174	29.630803576735772	29.666467373517765	29.672648065405173	29.68001067850667	29.67561329417378	29.60636754783748	29.619220403641407	29.604232503545905	29.6118480318639	29.65882836932632
29.68262637183527	29.65580470875054	29.634815043417966	29.630822114687295	29.66740260409463	29.67336197451013	29.680739017674075	29.675745294223372	29.607035010947243	29.62020157479272	29.606673463876156	29.61193111300354	29.659727500446632
29.682858660255544	29.66359116462383	29.635122631452873	29.631217046428166	29.6686787865035	29.67689867294218	29.681983264553217	29.676282968648664	29.607060507958685	29.621262292099185	29.60916948372079	29.613567397417224	29.660319553552842
29.68324796962542	29.667976040784442	29.63520362023866	29.632033952180933	29.670842856293888	29.67698211588545	29.683836799725025	29.676384071772624	29.60784425170169	29.621382497068037	29.609605537549257	29.613790352111728	29.660412133566496
29.683888416528568	29.66941237646877	29.64030974555054	29.633054233061113	29.67106045358809	29.67910812056254	29.683905250751764	29.677715654753168	29.61102966913027	29.622209851448815	29.610815252462572	29.61381868336909	29.660427960674355
29.684731664056063	29.672596621835964	29.640361230683762	29.634250411476607	29.672809576601637	29.680282308743696	29.684242870223954	29.67969402117043	29.614129911318784	29.622231485859984	29.610815925464813	29.614381793507814	29.6617409332772
29.686187323991852	29.67320198689154	29.64587164194798	29.635350539448766	29.673889223209237	29.68039540740808	29.684781337124903	29.680582978508752	29.6156541760511	29.622756141507242	29.611969372615107	29.615317759647056	29.662293413977714
29.688522396636404	29.67320198689154	29.64697442730318	29.638756247357072	29.67397320952121	29.68047171095711	29.685625163868192	29.68066130197633	29.615810030891108	29.623133455134443	29.6120256262348	29.61698760808523	29.66265642340917
29.688546326672324	29.673911690799986	29.64853883472796	29.638936410978136	29.676875311109793	29.682505154123024	29.686098744541777	29.68066429241943	29.616158492042445	29.623236883335842	29.613316676222176	29.617015939342586	29.663028331547267
29.689678384924928	29.67454039019062	29.648897345825066	29.6410350676838	29.677420343066224	29.682555819203444	29.686403086100846	29.68092342376664	29.616384458700253	29.623630986955384	29.614084714843862	29.618379933576655	29.664531163410285
