4g_3s_x174	4g_8s_x172	4g_4s_x176	4g_2s_x350	4g_2s_x700	3g_2s_x192	2g_2s_x235	4g_1s_x134	5g_2s_x128	1g_2s_x299	4g_2s_x174	4g_8s_x172
29.413835909452033	29.444269495159578	29.519092406136462	29.35631429996502	29.374160055795294	29.46647911527307	29.487596663291242	29.53809339293798	29.424367663446425	29.597608751321715	29.44274699376872	29.477880519587742
29.41587276623452	29.445866610929038	29.519806176976743	29.35646418171525	29.37436399366792	29.46856523887537	29.48833878192788	29.549171810034466	29.42515036560166	29.59904044955426	29.443685123377193	29.47874698026578
29.415897757127034	29.446933806153083	29.521712775272704	29.356479029210664	29.374422242159312	29.46915915613463	29.489404444865507	29.553620962413788	29.42540118040348	29.6017767573946	29.447471990203248	29.48152226034569
29.416781973841708	29.452043279355273	29.52579786000184	29.356780583994446	29.37482841188689	29.470968259276304	29.491366542780703	29.557840852844294	29.428955755334552	29.60386665856407	29.448019274097597	29.483306728450305
29.417882687547905	29.452317501745128	29.53254110482769	29.357967325044246	29.37586031243977	29.471002419719916	29.493974077233908	29.560124156064116	29.429137733136493	29.607361418498282	29.451966424298625	29.483523561858174
29.418576708266624	29.454053332569142	29.533115772955547	29.360958077672663	29.376003559464777	29.471861782704615	29.496426751635887	29.561337979167384	29.429544574418724	29.610019935200754	29.452804962512445	29.48428826711943
29.419346266742295	29.45438426536198	29.536215504707606	29.361682249345375	29.37604120327576	29.47222149715151	29.498312412322882	29.56232153484287	29.430323543917126	29.612507031048825	29.454477629062943	29.48593607589497
29.421121888568226	29.457519432134607	29.536468994958703	29.36241005394895	29.376583629951114	29.47345530779392	29.498649438514363	29.565432418110575	29.43089999702794	29.613910684716384	29.45492130897035	29.486368034425862
29.4218914470439	29.45753584040118	29.537563464282282	29.362410053948956	29.377213014525083	29.474619834964386	29.499510194945344	29.566971728538405	29.4345282688711	29.614205180450575	29.4549625736742	29.48649229939545
29.422626861834583	29.457610730068957	29.537960196954568	29.36282618802518	29.377311412876015	29.475360348526326	29.500455869962234	29.56700295152351	29.438312030156695	29.62433334810664	29.45540633512508	29.487105454363544
29.42265589606242	29.457822702943933	29.54062626360842	29.362918768038842	29.377435970511968	29.476046235328106	29.502433360969935	29.567955892126847	29.43866671417097	29.62758725631323	29.457906171244343	29.487346761963003
29.42310141396565	29.459143173202904	29.54084979383277	29.363255286182195	29.37771664036741	29.47656049084286	29.50629949348216	29.568058675165645	29.440252287677307	29.62849211665232	29.460303910298666	29.48997906375497
29.42367089756144	29.459400109588376	29.540904842153132	29.364185584287803	29.377824561262475	29.476813809638422	29.5069731695692	29.56820597152619	29.443775375287675	29.63294139147185	29.460528343284544	29.49439641983222
29.427311885849313	29.459559964894538	29.54190953623398	29.364438129229516	29.377969274771225	29.477880519587742	29.5085459762409	29.571268839934927	29.44423489393299	29.63487703998021	29.46105440357243	29.495187512263183
29.428229405653166	29.460329523370213	29.54230309667841	29.364576903706475	29.378213208726596	29.48064781963888	29.50927007906772	29.57174221262888	29.44431620030303	29.637480607019224	29.461593364924337	29.499986505811815
29.431559290331318	29.46257490420284	29.543284036562977	29.36611765899943	29.3782132087266	29.480809632756475	29.510037386535902	29.574360943616856	29.44438458942563	29.642860831906432	29.465218278178625	29.5021776919638
29.432905074498077	29.463782709091966	29.543515900635157	29.367763613133256	29.37871892501924	29.482847153894017	29.510044276498952	29.578111389522835	29.445027683005108	29.644529831035822	29.465302872851616	29.50250313904358
29.434151254036948	29.46406363249625	29.545357547044716	29.36892194200911	29.378916972071462	29.484990304037282	29.51481337695016	29.59152819189556	29.445138898824098	29.648020810647267	29.466051724368313	29.502567750517223
29.434419951156798	29.46772885454218	29.546201100295374	29.370841484530768	29.37899970884036	29.491273476381387	29.516018718709596	29.593622229098457	29.44571451871775	29.649791233264914	29.466557354755714	29.503038537156012
29.43513737420479	29.468997201204658	29.54765440314101	29.370901464039836	29.379194250104337	29.49182915600532	29.517519702341467	29.594474570693365	29.446418860582423	29.650540398005976	29.467622411993567	29.50350184162368
29.43707848627573	29.469876652851557	29.55355577104816	29.372200880793397	29.379370860273475	29.492016514191413	29.5175285790937	29.594513412148928	29.447145552483725	29.651676058014537	29.46770121211297	29.504631138066358
29.437112936650145	29.470919666216595	29.555124165049723	29.37272844585279	29.37946697147556	29.492147030010067	29.518176883799896	29.598749299214116	29.44759188631428	29.654799437407874	29.467866337501228	29.50744700548042
29.43977984084676	29.471698726723623	29.555968876706494	29.372821025866454	29.380271630207446	29.49442609793557	29.5185551141866	29.599843886553654	29.44928697990307	29.6597062367509	29.46911865096957	29.507607701424014
29.43987242086041	29.473334885869836	29.557620532015388	29.37548611773932	29.38028726057493	29.49494882799258	29.519000232495927	29.601733526279336	29.449337043127414	29.661013291720167	29.469335704493858	29.508977062929333
29.440360018459828	29.47348290564365	29.55903043729589	29.37548652850485	29.38071278974299	29.496397261027933	29.519189026091748	29.605967070020665	29.450896252773973	29.664323101760683	29.470321573137262	29.509856701967095
29.440684107295283	29.474142037896744	29.559797213957992	29.378043464425076	29.381455415574855	29.499965877714782	29.52332687686796	29.612000047101542	29.45146540938885	29.66712484136756	29.473969244117757	29.51214170130551
29.44069082915695	29.477776226239154	29.559909659456984	29.37869783159138	29.381898481743132	29.500173912005216	29.52340320686604	29.612767394325047	29.452343805112303	29.674631953054583	29.47412601446435	29.513892428378746
29.44323600945855	29.48186536053481	29.560379900876555	29.378790411605042	29.381932987976768	29.503552473022058	29.52658739332992	29.61541972128438	29.45249081811224	29.676056128632727	29.474238686580126	29.516872531472238
29.443238958930042	29.4838393780868	29.560887834552034	29.37879041160504	29.381956066423694	29.50376363032471	29.527421066081093	29.617045296568026	29.45266573287689	29.676811492942807	29.47551237597573	29.519420120842145
29.443362908864657	29.4853500120146	29.560893257340673	29.37953386227452	29.38196943074681	29.50454198318953	29.528794824843178	29.619810952052344	29.45506242071	29.680115120873	29.477326257149898	29.520419269382227
29.443962034581276	29.48611548516864	29.560922402320536	29.380062179346076	29.38250618875774	29.505610967540697	29.531580807398473	29.620577157091482	29.455851391836983	29.681936540993135	29.477717568814885	29.520788089570033
29.444515974919312	29.488238105267342	29.561724512606855	29.380151134437018	29.382510546941827	29.505768458593742	29.53270232283427	29.622406833899834	29.455890511072994	29.68499793116355	29.479037356368416	29.521321384541142
29.446108197392412	29.488245006342694	29.563241692432655	29.38089687358407	29.38311313383631	29.506703175278652	29.53316312242983	29.628482816141588	29.458361024807246	29.688683532736135	29.479467927643405	29.522694230861337
29.448400103107215	29.491349183085088	29.563917816761276	29.381796101495635	29.38399394917888	29.507457989037384	29.5331913420296	29.631018895630827	29.459961437495203	29.688801790373834	29.482619522818332	29.523959544093685
29.448927662197335	29.4947562081993	29.56432909827145	29.38201155907846	29.38411824733457	29.50841994775942	29.534291874337953	29.631866161396392	29.460896907763026	29.69222403530215	29.48406998708153	29.526388956667823
29.45110983667134	29.495313710240367	29.564790659777376	29.38315549775826	29.384247213692845	29.508832460368495	29.535376793598715	29.63466751886025	29.46103180644859	29.693269600499423	29.485737656942128	29.530015572642448
29.451843668452405	29.498018986263347	29.565467119244275	29.38700608328381	29.384731679807206	29.509897562444316	29.542168519561514	29.6348081188731	29.461320044278093	29.699821392329564	29.486473438353606	29.53033760414625
29.452162557765227	29.49808969178298	29.566569353385937	29.387219378782728	29.384929137352348	29.51016213368021	29.542628212624713	29.635953887026353	29.464463757274423	29.705911059531385	29.49120091599799	29.5350473852871
29.45290395190984	29.498609290542504	29.567107669090525	29.387891855479563	29.384929137352348	29.510463920297862	29.543682290466474	29.64030395890037	29.465424461944572	29.708056750832405	29.49133852431299	29.5358424449427
29.456478117011862	29.500964244597803	29.56769645135924	29.387984435493223	29.385722214526908	29.511188552304024	29.545237986438515	29.640376966610823	29.46584874081726	29.70935727503658	29.493286862169093	29.53600142278522
29.45943043580677	29.502329801452834	29.57215670603305	29.3879889372584	29.38611282476206	29.51199129590546	29.545931110209732	29.642912211467795	29.466655247918112	29.71150156340197	29.494977947284834	29.53692599995908
29.461953222107205	29.502397743823092	29.57378912768984	29.390577155983877	29.386900397574813	29.512516523828186	29.54723973089725	29.643913196061668	29.469275587996165	29.713983189358142	29.49500685796888	29.538594040785238
29.463859594708484	29.505219850590645	29.574267346023575	29.392554598419792	29.386990098554456	29.513093448643595	29.547805335009098	29.644483734560612	29.472460166663268	29.715073759247733	29.500206210922244	29.540833069532244
29.464920388553377	29.507384083209242	29.57468743120407	29.3927133477452	29.387114396710153	29.51333533934028	29.54871353810264	29.64535058666531	29.472558247236133	29.719852310523304	29.50098030207522	29.54179424025797
29.467286054685815	29.508285030449223	29.575534453128732	29.39271376848852	29.387114396710153	29.51379279886834	29.548741948668006	29.646312098376317	29.47287886873951	29.723686094859467	29.501533990905862	29.542519247860852
29.46878975308861	29.508580386005796	29.578307613300343	29.392829280587645	29.387389640260896	29.51490686021841	29.549911982375342	29.648108389389435	29.473249194682058	29.723735689800655	29.504943425175945	29.543567122193465
29.470950870664925	29.509523869861518	29.578520032260062	29.39315166216889	29.387609920828815	29.51886369519709	29.54997253355065	29.64825519417496	29.473541343294542	29.724017796623222	29.50599597896812	29.544310047344446
29.47257694482615	29.510039065079507	29.582514187743673	29.393877267058777	29.387615291058637	29.52147960045641	29.550947270118154	29.649693736016413	29.47463154242232	29.725178249657617	29.506830677512106	29.545823432185234
29.47290599542741	29.51055599521827	29.58347937042884	29.394465649585356	29.38881615481384	29.522122024898128	29.552294738069882	29.650173548999554	29.474686681682357	29.732815166068466	29.50849562758117	29.54925025752129
29.477228225219612	29.512393615901864	29.584505127399517	29.39558334963885	29.38885867783807	29.52251948143457	29.55389539560219	29.65275424924549	29.479333540930355	29.733400977086742	29.51016158915567	29.549387844962467
29.477366470085656	29.513250642478233	29.586186404383206	29.395825045847978	29.388945864802963	29.525130641892133	29.559109451584547	29.656327024764874	29.480621196252763	29.73930184602214	29.510721197056327	29.550171927119973
29.478096827004343	29.514106522600184	29.58658049773814	29.396832740710593	29.38894790647643	29.52523617606786	29.559728600346094	29.659309502869117	29.48070531750521	29.742095465731527	29.512779834887866	29.551033014599724
29.479164036000874	29.51469251916587	29.587084796274084	29.396850165887816	29.389040956559334	29.525979464496388	29.56219127579642	29.6634091173199	29.48076298760519	29.749498506035156	29.513162747140903	29.55104148457227
29.480028729753357	29.514871276002125	29.594226619013092	29.396942745901473	29.389117649521335	29.526183676397544	29.56403359051003	29.664227973857784	29.48113599620314	29.75028457062237	29.51706308168664	29.551119130065103
29.480724357741586	29.518631778031224	29.597841962681702	29.397667745061838	29.38947059174739	29.52644622919015	29.565275715555465	29.665681277339687	29.481504211906337	29.750592024833256	29.519216935710034	29.553837628321567
29.481256787325663	29.521530957610103	29.599973581256695	29.398724120720548	29.389512774846708	29.52823613793891	29.574401509611207	29.670086050923295	29.48171465876836	29.751135849160093	29.520990118601613	29.554069253273873
29.482076045668688	29.523163514229267	29.601011418220565	29.399121047907478	29.389667175672734	29.529939162484716	29.574422821587984	29.67234941819001	29.48209077111816	29.754478339758045	29.521126484058627	29.554989698062563
29.484287384562823	29.524154465643417	29.603477429901822	29.401208106518986	29.389710469161066	29.53244675477844	29.574818240345635	29.673041786760518	29.48216478732292	29.755173702974922	29.521878909649093	29.555032589302314
29.484398876589584	29.524457922210303	29.603882946538263	29.401927260159045	29.38971046916107	29.532551399594624	29.576067504030895	29.67325584353422	29.482227270018956	29.75605862397312	29.52193067514591	29.557177176411088
29.486935797161486	29.524712369141138	29.6053074056274	29.403481519203034	29.389794109677588	29.533907486164797	29.577370622879364	29.67863109377054	29.484427921948797	29.75729865776925	29.52297394749837	29.558467646054783
29.487408148721634	29.527223648173496	29.606390124338674	29.403624169521706	29.389900443069664	29.534091558906894	29.57777790437864	29.679490670078216	29.485414354905803	29.75898643668359	29.525266899770795	29.55884538436819
29.487921917329327	29.52810810899117	29.61060856181651	29.40468375073434	29.38990044306966	29.534170046433655	29.579094958212487	29.681990432481705	29.485703070367087	29.76297731965239	29.529525963397525	29.559065331771556
29.48861454330276	29.529262911521027	29.612662608116498	29.404693555350782	29.390065901682203	29.535097437042715	29.57921353555294	29.68336561227579	29.485842420267893	29.76343711643858	29.53283980510391	29.559091697625522
29.490978174794943	29.530051350848844	29.612870876832567	29.405229567203087	29.39019933716898	29.536428639497213	29.58219103023412	29.686792827204062	29.488542803083813	29.767553743917993	29.53483891181174	29.559901565848854
29.49241336546892	29.530193173109975	29.615692319608517	29.40563160939828	29.39024787611365	29.537169352422563	29.58421993218757	29.688675641914866	29.48876097030801	29.76877945146473	29.535071566978502	29.560186364413
29.493379890371216	29.530421920055677	29.61610564980753	29.407677520165286	29.39027544265663	29.537263856975137	29.587651412199346	29.688934104354676	29.489726364210945	29.76911535482681	29.538643842981532	29.560231548604953
29.496421281983967	29.531400951801693	29.617178946353427	29.40768907069102	29.390346826804326	29.53726980620713	29.588718932627526	29.69158799026516	29.490519424263802	29.770410000858796	29.53925798147815	29.561421366394793
29.496632457221942	29.534091516975536	29.617418910666316	29.408282845540434	29.39038928476787	29.537766315956333	29.59229913089016	29.69210821516008	29.4905723739613	29.77329551754586	29.539726778510698	29.56574954968385
29.498405234381245	29.534466552875337	29.619023713648524	29.409400597105737	29.39079101712787	29.53846891338896	29.59322889431933	29.694068397114005	29.4921899438688	29.77388806294153	29.54037062189434	29.56665929457144
29.49901063487351	29.53537196652563	29.619070375268322	29.410012226181276	29.3911328436425	29.539839372976537	29.59653199529823	29.697466796516487	29.492690593048867	29.77427469106076	29.54058569511855	29.56728200581452
29.499435707019508	29.536364276364598	29.619757306161958	29.410233882265974	29.391293454317566	29.54124828487968	29.59722839295945	29.699690712981592	29.492722719279083	29.774742934207858	29.542606922898933	29.567317318941868
29.50543434721899	29.536739121199226	29.62092986560677	29.410802460996656	29.391486668051158	29.5467011364165	29.597751861336775	29.70028961939512	29.49293006982274	29.775354636295027	29.54333296212111	29.568723051577624
29.505730447022305	29.540684690854413	29.621244831438343	29.41090646571696	29.391486668051158	29.54950816709551	29.6026804058196	29.702157342613262	29.49356589646494	29.78239352807595	29.545018911540087	29.57124432430134
29.506833023809943	29.546145157360606	29.624137706723236	29.41169840908039	29.391704265490397	29.549769121228113	29.60275707667519	29.702415074386632	29.494077511468966	29.782796005386274	29.54539920702905	29.574275103534735
29.507512712718963	29.550849026979076	29.62553166746082	29.41296788962458	29.392162899232346	29.550859792057224	29.60513389020413	29.70260449731095	29.49416046705853	29.783653613018984	29.548810307615003	29.575646981122173
29.508391095275563	29.55146079717077	29.626307379786162	29.41330961560509	29.392333175346547	29.55089255800742	29.605733662106392	29.709804926065093	29.4955250638073	29.78477730088497	29.55124850557365	29.577354801266015
29.50893240960987	29.552644542237765	29.633862824145762	29.41352482831528	29.39257341770424	29.551421983719393	29.60779409776392	29.710367207003458	29.49565902547863	29.787948535820814	29.552318081184055	29.57988479022288
29.509371749398806	29.55443584604741	29.634477692768158	29.413866810015875	29.39258633954625	29.554768113918858	29.607986734060766	29.710755183707924	29.49625990793493	29.78847029299375	29.553553035787658	29.581407032553116
29.510477502855476	29.55459359072364	29.634708602464702	29.41417252491095	29.392610453379422	29.556578690865145	29.60955058648817	29.713062116643453	29.50307663247967	29.794868801080458	29.553851510477763	29.58501314730394
29.51228288455311	29.55672844952077	29.635098802747482	29.414671131578217	29.39288317475065	29.55818728274505	29.609604343574375	29.71333450926159	29.506563663021893	29.796210958752056	29.556905621153582	29.585363020242163
29.51290845217551	29.557171089719183	29.636167687064745	29.41476197811922	29.392896592445243	29.558283174428603	29.612653614401726	29.716280122143395	29.507259934790532	29.79634148623121	29.556954470087113	29.585596802339666
29.514501233320875	29.5571838282948	29.63664163520383	29.414879500059588	29.39319548654456	29.558448561093556	29.616981132376196	29.717240310864504	29.50745780020477	29.79969804584318	29.558422913252333	29.587930857069406
29.51548742367916	29.558445544723305	29.636701496454265	29.41545887718405	29.393204115622197	29.5591894909256	29.619394996309296	29.721686647394517	29.50746227967686	29.80041939353954	29.562290420497884	29.58794004634604
29.516185691781203	29.55899274112295	29.6384623981982	29.416771846735248	29.393237406195517	29.560210362115225	29.62102530394842	29.723832729912267	29.50758196528444	29.800773493990103	29.565697054628366	29.58869268484262
29.518189886813055	29.561002024359258	29.63890230011937	29.416867415115675	29.393372839660014	29.563991937333608	29.622901723564585	29.72620554250206	29.50789772111493	29.801911879017343	29.56612947719619	29.588981898938254
29.518677483979396	29.561904514696312	29.640166812844054	29.416897722478126	29.39340250264953	29.56419306922921	29.623431854954777	29.72661016167384	29.507977875312488	29.80578044606213	29.566872250541607	29.592973564179538
29.521278867384012	29.56240497565698	29.640485231147252	29.417005659981722	29.39341786338486	29.566047229219524	29.62596457937427	29.726914591261487	29.508710750101084	29.806277514507464	29.56841424496057	29.593874116499865
29.521607198150303	29.56369010555631	29.64077067999708	29.418242473457365	29.393572778763733	29.566349089839726	29.62688402381765	29.72706676657382	29.509752822594727	29.810109988535714	29.56889623657686	29.594470216708114
29.52167317497273	29.564611854535258	29.64096657526505	29.41872471714381	29.39371104504257	29.56693078046201	29.62736962254079	29.72717514294976	29.510303145818778	29.81147258694321	29.569522117248315	29.594952701901917
29.522181494634367	29.56553605187626	29.642019165802065	29.41890220212397	29.393838634619165	29.567050010357207	29.631742589925086	29.728158062281125	29.511520110251197	29.81199053923556	29.56973237165777	29.596639250200138
29.525677431120023	29.565897538753816	29.6427698177923	29.419044405566304	29.394482817426738	29.567254926097576	29.63331192140607	29.72841334533776	29.511917053653498	29.812444226436547	29.57077665425679	29.597259471452723
29.528313010028864	29.565920246402484	29.643300900408562	29.419380409272684	29.394482817426738	29.56728312150768	29.63411222686677	29.72916912852044	29.51260678744904	29.814197980930594	29.571693721376796	29.598418362471335
29.528582499757725	29.56627599472558	29.643631028246936	29.419440060819554	29.395011116746222	29.56868193709996	29.63549759564367	29.730703077375153	29.515353720850953	29.816561888629245	29.573535731095507	29.599915588000503
29.5301817838754	29.56921296350508	29.643739027129456	29.420843904084254	29.39507049963329	29.568852072025717	29.636752059876777	29.73323312610622	29.51683333319426	29.820025451905032	29.57845940044717	29.59999372705423
29.53125506036163	29.570297973332828	29.645515270108078	29.421052606788244	29.39637051300885	29.56920895730588	29.63738190988216	29.73467631535893	29.517718264496914	29.8231190299307	29.57882934751256	29.601440410643903
29.532855854010094	29.570449148908992	29.647142058238906	29.421675106825735	29.396402927519752	29.571740749116906	29.643145767450022	29.7351745030585	29.518775991324407	29.823267242337337	29.581828768231773	29.602097138178483
29.534138888493775	29.57069764578036	29.647802413583904	29.422580082576424	29.396611490218163	29.57201743999476	29.644062354559836	29.736285177884618	29.520936859523005	29.823450678188937	29.582987459070356	29.60488548554182
29.534384843836044	29.571499950244945	29.648270749472495	29.42318699812912	29.396657472669453	29.572668547002426	29.646817034657964	29.738724617638358	29.521814742155385	29.823993732624118	29.58502065930033	29.606223527334134
29.534814667686984	29.572005182838	29.650146359139363	29.42403806648565	29.39683625167079	29.573019844917162	29.648490809425585	29.740137053460778	29.52324325437026	29.824835000094023	29.586820882029876	29.606267908009652
29.541103847845122	29.572057999369576	29.651198111392446	29.42465906523532	29.397444136722424	29.57328625137724	29.64950130837489	29.74291463242028	29.523291539726582	29.825859507389687	29.58699862503847	29.606988595916125
29.54135271979512	29.57421806318932	29.652522945504384	29.42552887354937	29.397534450609662	29.576160589791073	29.649619495176808	29.743030629066922	29.523362814665656	29.82631979378492	29.588805919636208	29.607729239313795
